p,r,w,v,T
19,0,13,1,161
16,0,14,2,118
28,0,11,2,102
16,3,9,1,181
1,1,15,3,173
11,1,8,4,162
7,8,15,1,138
20,4,9,2,130
21,10,10,3,114
17,12,14,1,120
14,19,15,1,103
14,21,12,3,178
6,12,11,3,136
24,7,13,1,118
12,7,8,1,162
29,10,8,1,190
9,4,11,1,126
15,22,12,2,197
20,12,10,1,132
17,15,14,2,114
13,3,9,1,187
15,27,10,1,124
16,18,8,1,129
16,6,8,5,118
15,27,9,6,124
30,24,12,1,180
14,25,9,2,197
15,7,10,1,115
25,36,10,1,101
31,11,11,3,144
22,58,12,3,186
25,60,14,3,102
12,26,15,4,167
16,13,15,1,125
15,33,9,1,100
20,13,11,1,179
15,23,14,1,114
21,30,9,2,122
4,20,14,3,162
20,25,15,1,149
24,15,15,4,146
13,11,13,1,148
19,81,11,1,188
14,11,8,2,144
16,23,8,2,146
10,87,9,2,115
15,89,13,1,137
19,45,11,2,134
18,18,14,2,156
16,19,12,1,175
22,19,14,1,115
16,41,15,2,199
30,58,9,6,119
13,60,8,5,149
9,28,8,2,181
18,7,10,1,170
20,22,9,2,116
17,29,15,2,193
16,112,8,1,162
15,76,10,5,135
18,116,13,4,103
23,49,8,1,111
16,8,14,1,160
20,32,12,2,172
15,25,15,2,129
5,17,12,3,138
9,74,15,1,167
19,17,8,1,152
20,87,15,2,119
22,55,14,2,103
18,36,12,1,137
15,137,9,2,160
10,69,13,2,178
23,38,8,2,128
16,19,14,2,189
16,84,15,2,163
7,49,13,1,119
9,148,11,2,159
6,30,11,3,146
12,89,13,5,190
27,51,11,3,120
14,78,8,3,201
17,66,11,1,107
16,93,8,3,170
17,43,14,1,164
20,68,8,4,176
22,22,15,3,100
16,84,11,2,125
18,99,11,1,107
11,11,14,2,190
18,101,14,2,168
15,58,14,1,137
28,24,14,1,199
16,75,13,1,134
15,48,11,3,166
25,24,10,1,162
9,108,11,1,153
15,62,12,2,139
14,79,8,1,183
16,191,14,1,133
13,13,14,2,183
16,81,12,1,135
16,82,10,1,163
14,198,15,1,176
16,27,15,1,146
14,13,9,3,188
16,85,14,1,121
34,27,13,1,116
16,104,9,1,106
22,105,12,1,177
15,124,13,1,165
14,107,10,1,129
15,58,13,3,111
13,73,14,5,200
5,29,10,1,107
15,148,12,1,175
18,93,13,1,133
8,225,15,1,135
16,95,10,2,194
16,96,12,1,141
16,154,10,3,103
21,47,14,1,128
9,157,9,2,128
16,16,10,1,194
15,239,12,4,187
32,64,10,2,103
15,32,13,1,148
32,245,15,1,181
28,16,11,3,163
18,124,12,1,117
8,146,15,1,199
18,105,9,1,101
17,127,8,2,133
16,51,10,1,182
20,34,10,1,166
16,17,14,1,170
14,35,12,1,103
17,70,12,1,179
17,71,10,3,196
27,179,11,5,179
15,36,11,2,137
16,113,11,1,120
16,91,11,2,157
20,18,9,1,120
16,162,8,2,195
9,140,13,1,193
13,56,14,2,146
28,283,14,1,198
21,95,11,2,149
13,96,14,1,171
15,58,12,1,176
15,58,9,2,201
18,122,15,1,170
15,20,12,1,173
13,99,12,1,164
16,174,13,2,106
13,150,14,1,153
20,20,15,3,145
16,178,8,2,192
16,82,9,1,168
14,206,13,1,123
15,310,11,1,126
15,312,8,2,109
15,63,14,1,111
13,132,13,1,133
19,185,9,2,189
15,85,9,1,100
13,64,9,1,197
16,216,9,1,148
11,217,15,1,116
14,87,14,1,127
14,44,10,1,168
6,44,12,5,148
16,67,12,1,165
19,45,13,2,135
16,90,14,1,105
16,141,13,1,133
16,171,8,2,129
11,171,9,1,181
4,230,13,2,175
20,23,12,3,170
7,203,9,4,121
16,23,14,4,140
13,235,9,2,105
16,207,8,1,166
23,238,13,3,201
14,358,15,4,171
23,150,14,1,119
12,121,9,1,134
16,49,15,2,196
11,183,9,2,184
14,215,10,3,149
16,185,9,1,109
19,124,14,4,178
22,374,11,2,116
11,125,11,2,142
15,378,12,1,166
14,190,9,2,147
14,127,13,1,154
12,102,10,1,112
16,77,14,2,184
25,26,12,2,188
16,259,12,2,153
15,261,9,2,192
19,26,14,1,180
18,132,14,1,170
16,165,13,1,133
21,133,8,1,163
11,80,9,3,161
6,107,13,1,103
16,135,12,3,115
16,81,14,1,104
18,204,8,3,196
14,171,11,3,101
9,82,12,1,122
9,83,14,1,126
13,55,10,1,108
10,28,12,2,122
12,28,12,1,114
11,141,15,1,165
13,247,10,3,140
23,213,13,1,175
12,285,13,4,176
17,57,11,4,183
14,252,10,1,166
5,217,11,1,184
16,181,15,1,128
8,292,9,2,148
5,117,14,1,150
13,221,13,1,114
5,295,15,2,193
18,89,11,2,182
10,261,10,2,125
14,150,8,1,149
15,120,11,1,167
18,121,14,1,120
17,303,8,1,112
16,122,15,2,175
2,122,8,1,201
12,123,13,3,184
17,193,8,4,191
15,155,15,1,108
18,311,15,1,201
15,468,14,1,141
10,63,13,2,169
14,31,15,1,154
19,276,14,3,159
13,476,15,1,196
27,199,8,2,153
13,32,9,1,104
13,32,10,3,102
13,64,8,3,188
16,97,15,3,132
10,487,15,2,102
20,33,14,3,195
20,246,12,2,120
13,493,12,1,119
22,495,9,2,112
8,290,15,1,133
19,166,8,1,128
18,501,13,3,137
12,251,10,1,201
21,135,12,2,126
13,507,10,3,107
16,170,10,2,141
16,340,13,3,155
14,214,11,3,117
14,343,13,1,177
21,516,10,2,157
19,104,11,3,167
7,347,11,1,169
22,104,12,3,169
23,70,10,1,193
18,35,8,4,141
18,35,11,3,173
30,309,9,1,105
16,35,9,1,175
18,178,11,1,145
16,71,14,1,176
9,179,11,2,163
13,36,9,1,195
13,180,10,1,103
17,181,15,2,162
23,318,13,2,103
24,274,15,2,185
21,275,12,1,178
21,551,9,1,131
23,37,12,2,180
17,277,11,1,142
15,111,15,1,132
15,326,9,4,136
17,75,14,1,197
10,281,13,1,186
15,75,11,2,197
10,113,14,1,119
15,114,11,1,127
20,570,11,1,124
9,334,8,1,155
19,191,13,1,197
14,115,13,1,139
13,77,14,1,175
4,290,15,2,150
16,339,9,1,176
21,195,14,2,150
18,390,13,2,105
19,196,9,2,169
7,197,9,1,181
13,39,11,2,197
17,247,13,1,119
13,40,14,2,200
11,159,14,4,107
24,399,9,3,123
16,351,8,3,173
18,251,11,3,129
14,252,14,1,144
22,162,11,3,152
16,355,12,1,157
17,163,12,3,152
17,408,15,2,194
27,615,15,2,109
16,123,15,2,183
22,258,12,1,161
7,362,12,2,107
16,166,12,2,179
10,416,12,1,115
21,313,8,1,124
19,419,13,1,106
16,126,9,3,154
13,211,8,3,151
20,169,11,2,150
11,85,12,1,153
20,372,12,1,148
15,267,12,1,109
24,128,14,1,165
8,43,15,1,112
23,323,10,1,151
16,647,9,1,163
15,43,13,1,172
27,326,15,1,150
28,435,15,1,104
