p,r,w,v,T
24,0,23,3,135
24,1,19,1,115
19,2,16,2,163
18,1,25,1,110
17,2,20,1,183
16,7,23,5,177
17,4,21,1,112
16,9,22,2,172
19,8,21,2,184
10,4,20,1,153
16,3,22,1,108
18,14,24,4,167
15,2,20,1,114
16,7,22,2,131
17,4,19,2,112
18,15,22,1,135
15,2,16,1,161
13,33,16,1,164
24,2,19,2,140
14,2,24,1,199
17,8,23,1,187
16,6,21,1,146
15,9,19,1,131
17,12,24,2,149
15,24,25,1,116
17,25,16,2,137
16,14,23,1,143
32,11,25,1,118
5,55,25,2,136
18,38,21,2,164
21,25,17,1,151
18,20,25,2,145
12,32,22,1,121
11,13,22,1,128
16,45,20,1,178
15,9,16,1,195
16,30,23,1,162
16,19,16,2,183
24,44,25,1,169
16,10,18,2,142
17,11,25,2,183
20,81,18,4,163
31,34,18,2,101
16,56,19,1,116
6,87,20,1,149
15,24,18,3,160
14,60,25,1,164
13,31,20,2,184
14,55,19,3,140
30,40,16,1,154
15,26,20,1,146
22,42,20,2,196
16,68,19,1,144
13,14,25,3,158
14,53,16,2,184
9,108,19,2,105
22,7,25,2,121
10,47,23,1,109
23,38,20,1,193
6,116,18,3,113
26,39,22,6,183
17,50,25,2,184
17,122,18,1,100
6,83,24,4,114
15,53,20,1,109
14,128,22,3,150
18,65,21,1,106
23,35,24,1,114
7,56,21,1,117
15,27,20,1,182
12,92,19,3,197
17,93,21,2,105
4,95,22,2,173
7,144,17,1,119
9,39,21,2,147
17,74,18,2,150
9,20,21,3,126
14,10,22,3,200
1,51,17,2,109
19,41,21,2,149
13,66,18,2,112
26,21,16,2,160
16,43,23,1,104
18,109,24,1,156
22,83,24,1,136
17,45,17,1,170
20,11,20,1,187
16,71,22,1,151
17,58,17,1,114
14,47,25,1,142
14,74,18,2,120
16,75,25,2,137
18,36,17,3,185
19,61,17,1,114
16,108,16,2,182
31,187,24,3,148
17,13,16,4,153
20,25,23,2,193
11,129,18,2,103
17,130,25,2,123
16,98,23,1,125
12,66,25,1,149
7,67,18,1,129
16,101,25,1,122
14,14,23,1,123
16,86,21,1,138
19,139,23,1,182
17,211,21,1,131
18,57,19,2,147
13,57,22,1,153
13,144,22,1,139
17,128,18,1,170
17,221,17,3,195
25,30,18,3,185
13,45,22,1,102
11,30,16,2,146
18,46,21,1,129
14,134,17,2,150
15,136,20,2,117
15,98,18,3,200
4,47,20,2,126
17,48,18,3,152
16,80,21,1,140
20,242,16,2,131
15,122,24,3,177
13,66,25,4,134
17,83,20,4,193
14,17,17,1,136
9,252,25,2,113
16,17,22,1,144
15,128,24,1,154
16,52,16,1,111
24,173,23,1,188
16,87,24,2,185
13,110,22,1,151
13,71,21,1,194
20,54,25,4,176
15,270,22,4,115
18,181,19,1,181
18,137,25,2,124
41,55,25,1,195
15,162,21,1,124
26,93,17,3,125
19,164,17,2,123
34,19,21,2,104
