p,r,w,v,T
17,0,22,1,157
14,0,25,1,192
16,0,21,3,200
8,6,23,2,148
21,4,25,1,137
16,2,22,1,194
10,1,23,1,141
7,6,22,2,194
26,16,24,1,184
16,9,22,1,112
19,13,23,1,182
14,6,21,1,102
19,5,23,1,110
21,9,22,2,152
18,6,25,5,124
7,2,23,2,198
19,32,23,1,170
5,22,25,2,149
16,5,22,1,196
15,38,23,1,119
16,3,25,1,165
30,11,22,1,188
20,3,23,4,104
17,9,22,2,178
16,16,21,1,116
18,17,25,1,134
9,7,21,2,160
19,18,23,1,131
18,56,25,2,131
16,29,24,3,162
18,20,22,1,112
14,26,23,1,104
16,17,22,3,198
8,22,23,2,104
17,67,21,3,195
24,69,24,1,180
12,19,24,1,150
13,37,23,2,144
14,5,22,1,134
20,15,24,1,132
20,53,23,1,117
17,27,23,1,132
16,6,23,1,167
30,28,23,1,119
12,6,23,1,124
40,12,23,1,164
18,53,25,1,156
9,19,23,2,201
11,95,24,1,186
20,40,21,3,158
27,41,22,1,126
5,101,23,2,113
14,21,21,1,127
18,7,22,2,133
20,36,21,1,190
17,109,24,3,150
15,15,21,2,181
17,47,24,1,187
19,115,24,1,135
29,39,24,1,112
22,69,21,1,134
24,71,25,1,172
19,33,24,3,151
14,83,23,2,115
21,63,23,2,108
20,86,24,1,107
13,76,21,1,143
16,66,22,2,167
25,90,21,3,183
17,18,25,1,131
15,69,22,1,184
7,19,24,2,108
12,95,24,3,155
20,19,23,2,196
29,98,25,3,199
16,20,24,2,111
15,88,22,1,120
19,41,22,1,189
11,90,22,1,106
24,31,21,1,152
13,32,23,1,107
26,43,23,2,178
5,22,21,1,130
29,11,21,1,139
16,22,21,1,110
18,98,21,1,135
17,23,25,1,197
14,172,25,1,108
15,35,25,1,132
15,47,22,3,171
17,48,25,3,156
19,120,25,2,179
17,49,22,3,192
15,108,25,3,115
8,50,21,2,166
13,78,24,2,110
23,95,23,3,106
6,112,21,1,192
16,194,23,1,100
13,52,25,1,117
17,53,25,1,117
13,200,24,1,141
20,118,23,1,129
25,41,23,3,198
16,41,21,1,185
21,104,23,4,189
18,210,21,3,137
16,141,25,2,119
21,143,25,3,152
16,216,24,3,134
17,145,25,3,119
19,73,25,4,187
19,44,24,1,200
17,112,23,1,172
19,151,21,1,105
15,46,22,1,139
18,15,25,6,116
12,31,21,1,109
20,97,23,2,129
22,16,21,1,181
15,79,25,1,166
13,240,25,1,169
17,48,22,3,129
14,33,22,1,100
20,49,21,1,122
17,124,24,1,103
23,146,22,1,144
25,126,21,1,141
18,34,24,2,118
15,34,25,1,125
18,86,25,1,100
15,17,22,3,185
17,153,24,2,201
9,35,22,3,135
36,18,24,2,149
18,134,25,3,144
15,180,25,1,189
18,72,25,2,106
