p,r,w,v,T
16,0,11,2,188
15,0,12,1,176
13,3,24,2,144
14,2,14,3,197
27,3,16,2,121
16,2,14,2,121
10,2,21,1,164
5,3,17,1,184
18,10,14,1,195
13,2,18,2,165
13,10,24,2,101
17,6,23,3,108
16,6,13,1,194
21,13,20,2,134
14,4,15,2,129
16,19,23,2,136
15,2,18,1,124
23,14,20,2,106
5,14,13,3,200
20,2,16,1,122
5,23,17,2,121
20,17,13,2,159
11,14,21,2,184
16,26,15,1,195
23,3,22,1,139
15,3,19,2,118
27,10,14,2,165
15,10,16,2,124
16,18,23,2,122
16,56,17,1,157
16,19,23,3,168
20,8,12,1,124
25,4,22,3,186
14,13,14,1,180
9,9,18,4,187
17,14,14,2,141
7,69,11,2,122
11,30,15,1,182
15,43,14,2,112
16,10,13,1,113
14,26,23,2,186
17,21,21,1,113
12,11,20,1,165
12,83,11,1,170
14,42,20,1,134
26,36,19,2,142
23,59,18,2,118
17,45,23,1,193
14,25,18,1,201
12,13,14,1,133
16,56,18,1,165
13,7,12,1,185
16,13,16,4,130
33,34,17,1,201
16,61,13,2,166
14,44,12,2,185
24,7,16,5,153
7,7,12,2,130
17,112,20,2,107
14,57,22,1,101
12,68,15,1,144
16,69,23,1,130
4,70,11,1,153
9,16,12,2,135
9,41,21,1,190
21,25,16,2,105
17,34,16,1,153
17,54,15,2,173
16,66,19,1,170
29,44,16,1,113
10,56,20,2,196
14,46,19,1,116
21,69,18,2,171
17,47,17,1,102
16,71,16,1,118
15,39,24,1,193
16,39,19,2,110
18,40,15,1,129
17,88,14,1,197
16,76,24,1,168
19,51,22,2,162
23,10,15,3,164
16,53,16,2,184
27,11,20,3,164
12,95,22,1,128
15,33,17,4,143
19,97,15,2,110
12,45,18,1,117
12,99,12,1,108
15,172,13,3,114
15,87,17,1,100
15,23,23,1,188
13,177,13,1,121
15,24,19,3,168
15,76,14,1,160
17,122,12,1,161
16,77,23,2,160
8,25,16,2,114
16,189,16,1,160
15,111,21,1,160
16,80,20,1,132
19,26,15,1,139
24,66,20,1,120
18,26,24,1,199
15,201,22,1,155
19,101,11,1,162
13,55,14,2,122
25,103,20,2,136
14,208,12,2,103
20,88,23,1,195
15,124,21,1,118
16,143,21,1,175
17,216,15,1,128
15,91,11,3,104
3,128,18,2,145
12,59,19,1,201
11,15,19,4,195
14,75,23,1,171
21,114,14,1,175
13,134,21,4,150
12,77,11,1,190
7,97,22,3,164
15,118,24,2,198
13,237,18,1,178
23,80,23,2,119
13,241,17,1,183
15,81,17,2,121
14,245,16,2,155
23,66,21,1,165
18,104,14,1,109
17,84,11,1,153
11,126,22,1,135
9,34,22,1,124
29,107,12,1,185
16,17,24,1,112
2,87,17,1,130
14,175,12,1,162
17,264,15,2,175
15,177,11,2,181
18,134,13,2,189
18,18,16,2,131
15,113,18,4,126
17,114,17,1,106
16,37,24,1,107
19,74,15,2,121
6,140,19,1,145
16,56,24,1,200
16,19,12,2,163
13,285,18,2,150
13,192,23,1,190
16,39,20,1,114
22,97,23,2,176
11,78,15,1,142
16,79,19,2,118
10,198,20,2,137
15,199,16,5,162
17,176,18,1,147
20,101,19,1,101
17,203,15,2,151
16,307,16,2,153
18,62,20,2,134
16,41,22,1,124
17,104,14,1,137
16,131,24,1,133
22,84,17,2,115
14,212,13,1,109
14,43,19,3,175
24,215,17,4,178
12,22,11,1,116
16,65,12,4,119
18,66,18,3,193
7,44,13,2,106
19,138,13,4,118
5,167,22,1,158
19,140,19,3,123
3,169,12,4,170
21,68,24,2,136
10,114,14,4,169
21,46,17,2,121
14,144,15,3,187
22,174,11,2,201
12,204,12,3,146
23,117,16,1,137
21,24,11,1,151
16,177,16,1,102
18,357,13,1,154
16,96,24,1,191
15,361,16,1,165
16,242,23,1,167
16,182,23,4,109
17,183,20,2,191
22,123,14,1,111
14,123,21,2,118
28,248,14,2,181
21,75,24,2,152
27,50,15,1,160
13,101,23,3,158
15,380,15,2,187
18,223,13,1,169
22,128,11,1,197
16,386,18,5,154
18,129,21,2,173
17,78,24,3,196
7,104,12,1,106
14,79,16,3,201
18,53,12,4,173
14,397,14,1,164
25,399,14,4,125
20,167,23,2,145
21,27,23,2,160
16,203,16,3,191
23,170,20,1,178
16,239,23,2,155
16,240,17,1,184
16,55,18,1,122
8,28,13,3,150
16,56,19,2,101
16,279,20,2,102
16,56,22,3,186
1,282,17,3,158
13,85,21,2,116
12,249,16,1,120
18,250,19,1,102
20,86,15,1,173
13,180,19,2,141
15,58,11,1,111
16,436,22,1,123
22,117,13,1,165
17,220,12,1,114
18,29,23,3,118
8,444,24,2,129
15,149,16,1,124
17,448,17,3,189
7,120,13,2,194
17,263,19,3,120
17,302,22,1,190
19,30,18,2,137
14,30,12,2,145
4,268,16,1,169
12,269,21,1,146
19,93,12,2,105
13,155,21,2,142
14,272,21,1,190
12,312,20,4,163
17,94,18,1,117
33,315,23,2,177
19,475,15,4,166
22,159,24,3,144
30,64,15,1,149
19,240,14,1,102
18,241,19,1,153
16,129,11,1,187
18,324,16,2,101
17,325,11,1,145
17,65,11,2,166
8,98,19,3,175
24,206,24,1,128
14,289,11,2,142
18,100,15,1,148
14,133,18,1,196
20,67,11,1,130
17,101,16,3,179
14,505,19,3,165
16,211,16,2,192
17,102,15,1,147
20,102,23,1,109
12,68,11,3,147
16,137,18,1,155
14,302,19,3,129
10,346,17,2,136
15,347,14,1,162
25,35,20,3,111
16,105,22,4,183
16,263,12,2,176
22,35,19,2,134
16,354,11,2,125
19,311,17,2,124
17,267,16,2,192
8,36,19,2,125
13,108,19,1,164
8,180,21,3,196
19,36,16,3,120
14,272,14,3,201
12,227,12,2,129
16,274,17,1,142
19,73,15,1,197
12,37,18,1,130
19,554,15,2,131
23,278,14,2,136
11,37,17,2,199
16,326,13,1,138
24,75,17,3,143
5,235,21,1,158
11,38,21,3,152
6,113,21,1,179
24,190,24,2,104
18,571,17,1,110
15,239,14,1,200
15,240,23,2,186
15,115,15,2,193
4,289,23,3,190
22,116,20,6,124
14,194,19,1,152
16,341,15,1,172
16,156,15,1,131
19,294,23,1,122
15,118,19,2,159
14,296,17,3,167
17,594,18,2,138
18,159,15,1,184
31,598,17,1,169
19,160,13,1,140
27,401,15,1,128
12,201,22,2,147
14,202,11,2,144
