p,r,w,v,T
23,0,11,1,137
17,1,6,2,140
17,4,3,3,149
18,3,8,1,134
24,2,9,1,189
16,7,9,4,149
17,2,1,2,101
19,4,5,1,111
20,8,4,1,195
17,6,3,3,111
9,3,5,1,153
16,13,4,1,199
16,2,1,2,162
16,7,10,1,200
19,9,7,1,147
13,6,10,2,123
17,11,8,3,192
28,14,1,1,110
14,9,5,4,198
15,19,8,1,190
1,3,10,1,196
14,21,7,1,184
22,29,7,2,191
20,12,9,3,109
17,6,9,2,157
18,29,8,2,126
15,51,6,1,173
19,14,3,2,168
10,4,1,2,127
13,15,4,1,117
10,39,2,2,119
16,26,4,1,169
19,4,4,1,121
10,43,1,1,158
19,67,6,1,132
18,9,11,3,200
18,24,4,3,193
16,5,4,2,162
11,50,10,2,201
17,5,11,1,111
27,5,4,1,148
11,34,7,3,164
18,17,7,1,108
26,11,5,2,167
14,23,3,1,196
17,12,8,2,142
21,91,4,1,151
18,6,3,4,177
18,95,4,1,186
16,13,9,2,171
15,33,3,2,156
16,20,10,1,125
15,27,2,1,109
15,70,5,2,199
19,36,9,1,163
17,109,2,1,172
20,65,1,1,156
14,75,11,1,119
14,115,10,2,197
16,58,7,1,129
9,8,11,3,132
11,16,3,2,191
23,61,3,1,195
18,25,11,2,123
22,63,4,2,200
16,17,11,2,149
16,35,7,1,126
19,9,6,1,188
15,56,10,1,126
5,68,8,1,127
22,81,3,1,188
17,37,7,1,124
18,38,8,2,149
13,48,11,3,106
16,39,2,3,148
37,99,2,1,136
32,150,1,1,122
12,76,7,4,196
20,103,5,3,120
16,156,7,1,121
19,53,7,1,122
16,53,3,2,134
17,54,11,4,196
15,22,5,1,192
20,166,9,1,105
21,98,5,1,197
16,113,8,5,161
31,72,10,1,165
22,87,5,6,160
24,88,7,1,162
16,12,5,1,157
20,180,9,1,158
16,12,7,2,169
16,77,7,1,199
15,62,8,1,137
3,63,2,2,144
18,25,11,1,189
19,112,11,1,100
9,81,4,1,123
18,98,6,1,125
12,132,3,2,112
16,199,4,2,137
18,101,1,1,109
29,203,3,1,200
20,120,3,2,138
19,207,10,1,154
26,105,8,3,170
18,70,11,2,157
15,71,1,1,147
12,90,5,2,122
15,29,11,1,185
13,219,7,2,136
17,59,9,1,201
19,130,5,1,135
21,150,6,3,125
9,45,8,1,138
9,76,5,2,192
12,15,10,2,191
25,62,10,3,104
14,98,5,3,114
16,47,7,1,144
21,48,9,1,170
16,48,11,1,169
24,243,4,1,171
16,245,9,1,145
16,123,4,2,161
16,33,6,1,138
15,33,8,1,162
29,253,2,1,184
15,17,1,1,177
13,51,10,1,131
7,129,6,1,107
9,17,3,2,103
8,263,7,1,142
14,88,1,1,148
18,111,8,2,150
29,179,1,2,193
9,158,10,1,169
17,136,5,2,185
14,91,7,1,113
8,115,10,1,143
16,162,10,1,166
16,19,8,1,167
15,56,1,1,159
16,19,4,1,128
20,143,3,1,102
27,144,1,1,127
12,97,5,1,111
10,39,8,2,110
17,294,9,2,201
20,99,11,1,185
17,40,10,1,156
18,125,4,3,110
15,101,7,2,182
7,41,1,2,145
14,179,2,2,160
19,41,4,1,142
12,41,8,3,119
20,312,10,2,169
10,63,3,2,146
13,42,11,3,157
16,212,10,1,169
16,85,11,1,161
13,107,8,2,130
14,135,8,3,123
20,65,4,2,101
16,328,10,1,170
19,192,2,2,184
16,194,2,2,105
16,334,1,2,181
22,112,2,1,118
21,197,6,3,114
23,198,2,3,177
25,228,9,5,169
16,229,2,1,128
25,202,5,3,191
17,23,3,1,188
18,117,4,1,171
15,94,2,1,153
22,71,3,1,116
19,47,4,2,147
12,24,5,1,121
16,150,6,1,127
14,181,6,1,132
14,24,3,1,201
18,244,7,2,117
12,367,5,2,130
2,98,3,2,119
16,371,7,1,126
23,75,8,1,131
9,75,10,2,184
17,157,7,3,119
8,253,10,1,102
13,51,2,1,128
14,102,1,3,181
16,193,10,1,189
18,26,1,1,105
12,227,10,3,164
23,391,1,1,196
10,164,1,3,115
9,79,10,1,146
16,397,6,1,115
12,27,9,3,160
17,234,9,2,181
8,54,11,1,124
