p,r,w,v,T
16,0,11,2,132
12,0,5,2,118
16,1,2,3,132
17,0,8,5,136
18,4,8,1,118
21,4,11,2,196
23,4,11,1,103
14,14,9,1,161
18,8,2,3,194
9,10,11,1,198
12,7,7,1,143
10,1,4,5,172
11,14,7,2,119
15,9,7,1,102
15,12,5,1,118
15,8,6,1,100
18,4,10,2,180
15,34,6,1,155
12,18,8,3,155
6,13,4,2,198
26,23,10,3,129
16,28,5,2,108
12,43,8,2,149
14,12,5,1,147
16,9,12,1,174
18,29,9,2,167
21,7,11,3,117
25,22,9,1,143
23,28,9,2,134
26,24,4,3,116
19,8,3,1,170
23,16,9,1,175
21,17,9,3,119
16,17,4,3,137
8,22,7,1,198
26,29,5,2,186
14,41,11,4,140
25,15,2,1,161
17,25,6,4,142
14,38,2,1,146
16,16,9,3,119
10,40,9,1,144
1,11,4,4,126
23,11,2,2,192
15,87,4,1,193
16,59,3,1,126
4,30,8,1,162
18,46,7,1,176
12,25,5,1,108
12,97,8,1,113
9,33,10,1,200
17,59,11,2,194
28,21,4,2,106
18,44,6,2,182
22,71,11,2,163
16,36,8,3,179
19,64,12,1,140
20,30,2,3,120
22,15,10,1,188
16,31,3,3,133
15,79,6,1,173
16,70,4,1,138
22,16,5,1,176
17,124,2,2,155
19,53,11,6,159
15,43,10,1,167
27,76,9,2,192
9,88,5,3,114
13,56,2,1,192
18,57,12,1,135
16,18,3,1,101
16,28,6,1,169
36,28,8,3,138
19,19,10,1,164
18,10,4,6,165
13,62,7,2,149
22,20,12,2,151
16,20,6,1,194
3,77,8,1,183
20,52,6,3,137
16,105,4,2,148
24,11,8,3,174
26,22,6,1,194
22,164,7,2,141
13,83,9,3,127
16,84,9,2,189
25,11,9,1,123
12,11,4,2,171
14,116,2,1,193
15,59,7,3,177
15,24,3,1,144
16,36,2,3,120
28,12,3,2,149
31,184,8,5,200
22,124,11,3,114
21,50,4,3,173
21,126,4,1,182
18,26,7,1,169
11,97,7,1,180
14,114,3,2,117
13,13,11,2,135
16,53,6,2,199
18,40,4,1,156
21,27,2,1,187
13,120,8,3,149
14,121,3,4,135
17,140,7,1,170
11,70,2,1,153
15,28,10,1,194
8,143,6,2,120
13,43,2,5,185
16,219,4,1,160
17,44,7,1,177
14,45,5,3,135
16,15,7,1,140
16,76,10,3,155
16,134,10,1,163
14,154,8,2,158
30,78,11,1,132
17,137,2,1,186
13,118,12,1,139
