p,r,w,v,T
5,0,5,1,200
22,2,12,2,128
14,1,13,2,126
21,3,5,3,192
18,5,15,1,144
4,6,14,1,169
16,6,13,1,100
21,8,6,1,118
15,2,13,1,198
21,5,9,3,143
16,13,2,1,108
16,21,2,3,163
17,14,14,2,171
17,25,4,2,194
12,11,5,3,165
16,6,4,4,112
21,16,8,1,101
16,33,11,1,125
14,7,8,1,110
11,12,15,3,112
20,3,7,1,184
18,41,10,3,177
17,43,16,1,137
17,6,8,2,187
11,47,12,3,110
14,20,7,1,137
19,13,2,1,159
19,14,11,1,159
18,11,14,2,161
11,11,13,1,192
20,12,12,4,101
14,60,3,1,190
10,21,11,2,106
15,27,9,1,200
16,9,14,1,196
17,18,10,2,134
16,9,5,1,185
13,48,3,3,129
9,5,14,1,127
15,38,8,1,152
6,5,13,2,184
16,53,4,2,200
14,81,12,1,143
26,17,8,1,158
21,23,16,1,173
5,36,6,1,113
20,12,2,1,192
18,6,16,1,160
19,12,2,1,121
9,19,9,1,100
19,13,14,3,170
23,20,7,1,136
13,34,6,1,181
18,21,5,2,157
21,28,11,1,102
7,107,9,1,165
17,36,6,1,151
22,37,14,1,149
5,112,9,2,135
16,48,13,3,109
22,58,2,1,117
11,39,14,2,132
17,24,13,6,173
8,51,14,1,158
39,17,9,2,114
14,17,13,2,115
27,17,3,3,152
1,76,9,1,161
12,44,9,2,124
6,67,5,2,180
14,9,8,3,122
12,138,6,2,151
22,47,13,1,118
9,19,13,1,192
16,10,16,2,190
18,29,5,2,161
18,49,16,1,118
11,149,12,1,137
14,20,11,1,156
10,102,13,1,175
16,21,2,1,106
11,10,13,1,130
5,159,14,4,170
19,107,16,3,170
16,163,3,2,163
13,96,14,2,130
15,167,15,2,156
16,98,14,1,171
23,99,16,5,135
18,23,6,1,112
20,116,12,1,158
9,103,16,1,154
17,178,6,1,154
18,36,14,4,146
15,49,10,1,135
14,61,9,3,135
18,50,2,2,193
15,63,11,1,147
19,127,10,1,171
15,112,15,1,194
18,26,7,1,115
18,114,12,1,114
15,115,15,2,150
16,100,15,2,155
8,40,5,3,121
16,85,4,2,101
11,205,5,2,164
16,55,11,2,126
21,28,7,1,201
22,141,2,1,156
16,43,11,1,144
4,143,7,1,199
12,43,3,1,180
16,29,10,1,139
16,129,13,1,100
12,93,12,4,144
28,131,8,2,179
11,227,5,3,123
17,114,3,2,198
17,154,10,1,127
24,97,2,4,102
15,98,4,4,136
17,16,11,1,131
18,64,10,3,145
16,16,7,2,166
16,101,15,2,104
11,102,13,3,179
17,144,16,1,107
16,124,7,1,152
17,250,11,1,105
32,168,15,1,165
16,169,15,3,146
14,51,2,2,181
16,172,5,2,127
15,69,11,3,132
15,52,4,2,109
16,53,13,3,192
17,155,3,1,146
17,111,2,3,201
14,135,9,2,168
14,271,10,1,175
17,73,5,4,134
30,55,13,1,198
17,162,15,3,105
17,140,8,4,153
28,117,6,2,194
17,189,8,4,116
17,38,3,1,142
17,76,4,1,162
12,77,14,2,108
19,291,2,2,198
11,20,4,3,148
19,196,14,2,198
15,59,5,4,171
7,298,16,1,166
8,100,12,2,180
14,101,6,2,201
15,20,15,1,201
20,82,12,1,127
10,128,12,1,149
18,21,14,1,107
16,42,12,1,163
15,157,13,3,152
20,105,12,2,154
15,64,8,2,170
15,213,16,2,130
23,322,2,1,195
15,216,11,1,128
15,22,13,2,176
27,136,14,1,166
15,22,12,4,164
15,193,12,4,152
21,111,5,1,183
17,22,2,2,174
6,67,8,2,176
15,198,8,1,138
20,91,3,1,115
13,143,16,1,114
12,23,4,1,194
11,202,10,2,156
36,70,5,1,112
13,23,15,1,120
15,94,15,1,201
18,95,11,1,176
13,119,15,1,106
15,24,12,5,189
18,24,13,1,113
26,72,3,3,116
34,97,6,1,106
19,366,2,3,117
17,25,3,1,119
14,185,14,2,118
13,124,15,1,113
21,218,13,3,106
20,25,3,1,149
12,50,6,2,121
15,25,3,2,137
13,102,13,2,115
14,192,9,3,114
15,26,10,2,111
15,194,3,1,101
9,78,7,1,118
18,26,5,1,168
18,229,13,2,189
20,198,12,5,107
15,199,14,3,119
21,399,14,2,117
18,134,9,2,117
20,168,8,3,164
5,236,14,1,136
17,237,6,1,145
22,273,13,4,196
24,55,5,1,105
13,138,6,1,200
16,276,5,1,184
20,278,6,1,191
12,209,4,1,148
16,28,8,2,201
16,211,8,2,195
19,212,15,1,152
12,28,14,1,197
18,143,8,2,135
18,115,8,1,151
23,86,11,1,127
17,253,13,3,116
8,182,12,1,105
15,182,14,1,127
17,59,16,1,103
10,221,3,3,182
15,89,10,1,190
18,297,15,4,193
14,186,5,1,151
22,262,4,1,133
12,60,2,1,169
16,227,7,3,102
15,91,2,2,146
15,191,14,2,192
4,153,7,3,143
17,231,14,1,119
15,154,10,1,185
18,124,7,1,121
16,62,6,1,151
16,274,12,1,108
16,196,9,2,116
19,197,7,1,140
19,198,9,1,166
11,238,9,1,200
16,96,4,3,103
20,160,7,1,171
19,161,16,3,200
16,283,3,5,147
15,284,2,1,140
15,163,4,2,170
12,131,14,1,160
9,492,13,3,153
10,329,8,1,154
32,248,13,1,187
19,66,4,1,138
16,133,13,1,167
12,209,8,2,169
16,101,14,1,115
4,169,2,1,159
10,34,13,1,124
13,102,13,1,117
22,512,7,3,159
9,214,14,2,114
17,34,6,2,113
19,172,9,1,139
22,260,6,1,177
14,139,13,1,200
19,305,4,1,123
16,175,13,1,151
15,35,13,3,128
11,176,5,1,174
19,142,16,1,166
25,71,14,1,107
13,143,15,3,179
23,143,5,1,132
24,269,8,2,136
17,270,13,3,138
12,271,16,2,185
20,272,16,1,184
16,546,16,3,161
17,73,4,2,149
20,147,14,1,155
14,368,10,2,183
13,37,3,2,167
19,371,7,2,191
17,558,15,1,110
15,560,2,1,183
17,328,5,1,142
15,235,16,2,179
16,330,2,1,174
16,378,2,2,108
14,380,7,1,101
20,381,10,2,192
23,574,11,3,120
16,192,3,1,115
12,241,11,2,191
21,386,11,2,138
14,388,14,3,123
13,194,15,2,129
17,244,13,2,149
14,157,11,1,149
23,196,10,1,178
14,246,16,4,116
16,346,11,2,140
15,159,12,1,173
22,80,16,2,174
26,249,12,1,196
16,300,10,1,150
22,251,9,2,142
16,81,6,3,147
9,303,10,1,186
13,355,12,1,153
6,122,14,1,192
16,163,13,1,191
19,82,4,1,190
15,411,7,2,144
13,82,12,1,176
16,620,9,2,102
24,415,12,1,171
18,83,9,2,122
5,42,2,1,198
26,314,16,1,135
21,367,2,1,110
25,42,5,3,199
20,127,11,2,177
15,318,10,4,160
16,42,3,1,126
20,43,12,1,187
24,641,2,1,112
4,429,10,1,105
12,215,4,1,104
16,173,5,1,195
15,130,10,1,199
19,217,4,2,130
18,435,4,1,143
13,273,11,2,102
14,88,15,4,116
