p,r,w,v,T
16,0,15,2,101
10,1,15,1,189
18,4,4,1,135
15,2,10,1,183
15,8,6,1,125
5,6,6,1,144
19,7,12,1,126
15,2,12,4,113
20,9,11,2,101
19,10,6,1,106
19,4,14,1,177
10,14,15,2,189
16,15,13,1,150
20,2,10,1,164
21,18,7,2,136
17,6,5,2,172
18,20,4,1,159
18,7,9,2,100
15,17,3,2,134
11,12,12,2,106
19,19,9,1,200
12,11,15,1,155
14,11,4,1,120
16,9,9,1,108
15,9,3,2,193
15,20,4,2,123
12,7,5,1,135
15,52,14,1,121
23,31,5,1,147
13,28,4,2,173
16,38,5,2,184
19,12,15,1,145
13,36,15,4,149
16,37,14,3,155
16,4,9,2,127
16,9,11,1,154
14,40,13,1,156
14,24,12,3,115
19,24,15,1,170
17,25,3,3,184
21,45,6,2,128
15,52,12,2,182
15,5,3,1,200
14,41,3,1,132
16,35,3,2,119
17,36,10,1,178
26,18,14,1,127
14,45,8,1,128
19,6,14,1,195
8,19,9,1,109
17,64,13,1,111
14,65,9,2,132
15,33,11,2,153
11,42,13,4,116
16,14,12,2,175
11,62,12,2,139
16,29,3,1,161
14,46,15,1,200
15,7,13,1,178
17,38,6,1,184
11,115,10,3,181
11,68,13,2,100
27,8,10,3,127
22,8,11,2,104
14,123,5,3,125
15,83,9,3,148
20,53,8,1,103
16,75,12,1,118
22,76,6,1,117
18,26,11,1,101
17,90,14,1,201
10,68,13,3,152
17,92,15,1,110
21,140,6,4,193
17,19,14,3,107
16,60,14,2,129
19,61,5,2,178
16,49,12,1,100
20,75,8,1,148
25,63,11,1,130
21,77,9,1,106
16,78,13,1,189
14,52,9,4,199
16,159,3,2,119
9,32,11,3,172
19,22,3,2,128
22,55,7,3,177
11,111,7,1,132
6,23,3,1,156
24,71,12,1,124
16,35,5,2,102
5,35,2,2,172
9,24,2,3,172
22,60,4,1,108
16,105,9,2,192
16,76,4,1,198
13,37,11,1,149
21,25,11,3,100
7,94,10,5,195
16,111,3,1,178
20,80,2,1,111
13,65,9,1,125
38,131,3,2,193
19,26,6,2,140
22,100,6,2,134
2,13,15,1,179
14,68,10,1,165
16,68,8,1,117
20,69,14,1,121
18,139,4,1,127
15,141,11,1,139
14,89,4,1,127
13,90,7,3,138
17,72,9,2,134
12,109,2,2,185
3,92,3,1,111
17,74,10,3,123
19,131,14,2,173
18,227,7,4,183
18,228,8,4,195
22,115,11,2,118
27,232,7,4,180
36,234,10,2,119
16,138,4,1,139
16,48,13,1,191
17,100,14,2,107
24,101,7,1,143
8,65,9,1,117
16,164,6,2,111
18,50,14,1,168
15,146,13,3,115
15,147,5,4,150
15,84,13,1,128
17,106,13,1,185
12,86,14,4,165
18,259,7,2,107
4,17,6,1,150
12,88,4,2,156
24,110,11,1,183
16,71,2,3,154
17,134,7,4,137
19,18,2,3,183
13,18,12,2,158
16,160,8,4,119
15,74,10,2,190
10,116,7,1,100
14,75,15,1,135
14,19,10,2,106
19,38,9,1,111
17,76,15,1,162
16,58,13,2,193
30,145,13,1,170
15,195,15,5,201
12,78,4,1,180
21,148,12,2,124
5,79,4,2,129
14,299,12,4,156
12,100,15,1,103
19,126,3,1,140
7,127,15,5,103
13,179,13,2,119
16,21,3,1,183
18,41,12,2,106
12,156,9,1,195
11,21,14,2,169
18,185,3,2,141
12,212,5,2,109
10,134,8,1,130
18,22,2,4,120
19,87,9,1,156
17,65,8,1,107
15,88,6,1,162
13,220,6,1,183
13,89,14,1,196
16,334,4,2,139
12,112,3,2,178
9,338,6,2,132
18,23,12,1,164
25,199,4,3,109
22,200,14,2,154
16,46,7,2,138
14,23,14,3,180
23,93,2,1,117
21,23,10,1,165
14,353,10,2,104
21,207,8,1,106
16,24,15,3,109
9,150,9,1,162
17,241,8,3,197
22,363,11,3,140
5,73,3,4,142
11,24,8,2,137
3,49,14,1,151
16,123,15,1,104
21,124,6,1,114
24,100,9,2,151
23,100,13,1,190
