p,r,w,v,T
16,0,15,3,199
18,2,15,1,165
12,1,14,1,159
21,1,21,2,140
11,3,22,2,157
32,10,19,2,175
10,2,22,2,128
12,8,19,2,120
26,4,15,1,159
16,6,17,1,131
14,19,20,1,179
22,21,17,1,113
17,3,18,1,113
17,15,22,3,106
18,5,16,1,132
17,19,16,2,179
12,13,15,1,160
11,4,17,2,189
20,5,23,3,186
7,24,14,2,200
16,5,17,1,157
30,8,18,3,115
12,25,21,3,196
29,26,21,1,152
16,12,20,3,156
2,10,21,1,150
18,25,18,1,109
11,26,22,2,103
13,14,17,2,175
19,7,20,1,136
18,58,16,3,112
13,35,23,4,138
18,21,22,3,125
16,17,21,2,116
21,38,14,3,150
16,14,15,5,151
17,19,18,1,147
4,10,23,1,122
8,24,21,1,182
16,5,21,3,117
23,32,15,1,191
15,53,15,1,134
2,47,19,1,173
18,35,23,2,119
21,28,15,2,131
19,87,15,1,171
16,24,17,2,167
21,53,15,1,186
14,25,14,3,152
17,39,23,1,123
16,48,16,1,148
24,66,16,1,139
9,27,20,2,164
21,43,22,1,133
22,52,17,1,179
15,71,17,1,135
17,63,16,1,151
14,110,18,1,186
12,22,23,1,147
26,15,14,1,151
16,116,20,1,119
17,31,20,1,137
15,16,16,1,194
16,32,18,1,113
17,72,18,1,160
14,84,19,2,193
20,64,19,3,135
19,54,20,1,141
13,35,16,1,192
31,133,16,4,195
14,90,23,1,107
16,91,15,1,125
11,58,14,1,176
14,47,17,2,139
18,19,18,1,151
15,48,16,4,120
16,29,22,1,194
19,10,16,1,152
22,50,19,1,180
25,102,20,2,101
15,90,17,2,131
15,156,20,1,161
17,66,20,2,130
16,53,15,1,142
17,32,21,2,115
15,82,14,4,181
11,22,14,1,135
16,84,16,2,164
11,170,14,1,180
10,11,20,1,158
16,58,16,2,113
14,117,21,1,183
16,12,16,2,195
29,36,21,2,172
15,24,15,2,176
20,92,21,2,147
12,93,17,4,192
18,78,16,1,164
4,38,16,1,182
17,191,22,1,147
4,13,20,2,127
19,39,14,1,185
5,197,16,1,128
14,116,15,2,164
16,84,14,1,134
6,84,18,1,161
2,136,19,1,152
15,14,20,3,155
21,87,23,1,119
5,210,17,2,141
15,14,18,1,156
10,89,17,1,179
16,216,14,2,113
13,44,16,1,138
13,29,20,2,157
29,111,17,5,171
15,75,18,1,104
15,60,22,1,118
12,76,22,2,187
21,115,23,2,141
11,135,18,3,181
20,117,15,3,192
13,63,20,1,188
16,139,21,2,185
15,120,23,3,161
21,161,20,1,136
5,243,15,1,176
3,245,20,2,199
36,165,14,1,148
16,33,19,2,182
20,105,23,1,149
16,67,22,5,149
28,127,23,1,106
17,128,21,2,144
23,129,21,1,146
15,174,20,1,160
15,263,18,1,117
16,110,17,1,184
16,266,17,3,102
19,157,17,3,142
15,270,20,3,125
25,18,23,4,130
25,73,21,1,118
15,138,22,1,148
16,37,20,2,194
10,163,18,1,151
16,94,16,1,201
22,57,19,2,176
15,76,17,1,178
17,168,21,1,115
26,169,22,3,147
24,194,22,2,133
10,147,23,1,100
10,148,16,1,167
16,124,19,1,121
19,299,19,3,155
14,60,16,2,189
18,101,17,1,118
11,153,16,5,135
25,61,22,1,136
2,62,15,1,177
41,21,23,2,143
14,83,18,1,177
15,63,20,1,178
15,317,19,3,177
13,133,23,3,135
15,134,23,1,111
16,64,15,2,140
16,86,19,2,106
17,87,17,1,139
17,219,15,2,113
10,193,14,3,120
19,22,20,4,155
18,334,16,1,178
12,168,23,2,131
15,90,21,6,164
15,170,18,1,190
12,228,20,1,173
16,115,19,1,184
20,115,20,2,142
17,23,16,5,171
23,204,21,1,142
8,117,21,1,109
11,24,16,1,121
13,47,23,1,175
17,95,23,1,130
18,150,22,3,131
15,361,22,1,130
31,73,21,1,158
8,97,21,1,158
26,24,15,2,197
31,49,18,2,167
11,185,23,1,195
20,217,16,1,137
19,25,16,2,110
22,25,18,1,161
18,189,19,1,117
16,254,20,2,124
16,159,15,1,193
16,256,21,1,177
19,225,17,2,156
17,26,14,2,193
20,78,19,2,108
17,52,23,1,149
18,230,15,3,144
20,26,20,1,150
15,265,16,1,194
19,107,19,3,132
10,268,21,1,127
18,168,20,1,101
14,236,20,1,176
17,81,18,1,125
14,82,17,1,193
2,411,19,3,191
21,55,23,4,174
15,277,18,1,142
16,243,14,1,175
17,244,18,5,189
20,175,14,1,108
13,423,23,2,162
27,283,23,2,106
16,249,19,1,131
22,29,20,1,194
21,430,14,1,138
16,288,18,2,131
16,290,18,1,178
27,145,14,2,173
15,183,17,4,201
15,88,17,1,179
16,258,20,2,150
9,89,15,2,131
13,59,19,1,127
15,119,16,1,177
17,150,16,1,108
11,90,20,2,147
14,302,18,1,145
17,152,20,1,107
22,61,20,1,114
17,92,14,4,117
18,31,14,3,107
15,154,14,1,145
25,62,15,1,149
16,62,19,3,134
12,31,23,1,118
12,126,17,1,172
10,126,15,2,148
3,475,22,1,101
20,159,23,3,195
30,160,18,1,154
16,96,17,3,144
16,161,23,1,129
14,202,21,2,186
8,162,17,2,201
16,98,17,2,158
5,286,18,2,162
10,492,16,2,101
17,33,23,3,172
16,248,15,2,131
25,291,16,1,188
8,250,14,1,125
12,134,19,1,133
19,67,17,1,139
12,34,19,7,122
20,68,22,1,106
16,212,20,1,163
16,171,21,2,169
23,137,21,3,112
21,69,18,2,196
8,216,21,2,109
17,173,21,1,196
17,174,14,1,105
16,262,19,4,104
16,35,14,1,201
15,527,16,1,198
20,353,14,2,172
16,177,19,1,102
16,142,18,2,185
19,143,22,1,191
15,268,19,1,100
17,359,17,1,196
6,36,23,1,104
11,145,15,1,131
7,272,16,1,167
11,273,16,1,157
20,365,16,2,179
14,110,23,3,134
11,184,18,1,173
17,231,17,2,104
12,185,21,1,121
18,37,15,1,192
17,187,19,2,167
14,37,19,1,116
16,38,21,1,201
17,75,19,1,139
21,236,19,2,111
5,38,17,2,128
10,381,16,1,168
17,382,18,1,160
27,38,18,2,150
15,241,19,2,175
16,116,22,1,198
17,339,21,2,196
14,291,17,1,192
16,39,16,2,151
9,78,22,4,141
21,79,16,2,189
16,591,23,1,179
7,79,18,6,111
12,119,15,2,193
16,40,18,2,108
