p,r,w,v,T
15,0,23,2,173
16,1,24,2,116
16,0,25,1,149
11,0,25,1,162
14,5,24,4,182
19,5,23,1,111
21,4,24,3,158
17,7,25,1,181
14,5,24,2,158
15,9,24,2,151
21,4,25,1,104
12,21,24,2,139
16,6,25,2,154
15,15,25,2,176
21,27,23,1,179
19,15,25,1,175
16,10,24,2,163
17,7,25,2,147
12,17,24,1,117
21,12,24,1,138
15,23,23,1,102
16,27,24,2,145
16,29,25,1,189
17,19,23,2,105
16,3,23,2,166
5,20,23,1,123
16,21,23,3,154
12,52,25,3,167
13,7,25,1,131
15,56,24,1,154
20,16,24,1,198
15,16,25,1,176
19,26,25,1,200
17,13,23,1,115
18,9,25,3,138
16,45,23,3,192
16,5,25,1,192
24,19,24,1,113
11,20,23,3,115
7,76,23,3,200
13,26,25,1,170
14,33,25,1,144
13,5,24,2,185
18,49,23,4,132
16,29,25,2,190
16,44,25,1,117
21,60,24,3,194
16,12,25,3,115
17,47,25,3,119
10,48,23,2,155
30,65,25,1,181
14,13,24,1,154
23,59,25,1,139
20,69,23,4,155
17,28,25,4,120
17,14,24,2,190
5,22,23,2,197
17,55,25,3,153
20,113,25,2,159
16,15,24,4,101
20,78,25,1,116
32,24,25,1,185
10,32,23,1,146
19,24,23,1,100
17,52,24,2,172
16,25,25,1,121
16,17,23,2,102
39,87,25,1,194
18,44,23,1,186
24,36,23,4,164
25,91,23,1,173
13,9,24,1,100
13,140,24,1,191
16,142,24,2,153
2,19,24,2,154
13,19,24,2,177
22,148,25,3,201
17,50,24,1,142
16,51,25,2,139
18,31,25,1,183
16,91,25,3,193
3,52,25,2,134
12,93,24,2,169
21,22,23,1,142
16,44,23,1,200
17,83,24,2,181
15,56,25,2,173
15,11,25,1,194
16,100,24,1,115
11,72,23,2,101
23,102,23,3,149
16,12,24,3,130
6,75,24,2,166
18,105,24,6,153
24,24,24,1,125
19,77,25,1,108
10,109,25,3,109
16,189,25,2,178
17,51,25,1,133
21,80,23,1,124
20,39,24,1,144
3,65,24,2,158
17,198,23,2,138
20,53,25,4,174
15,54,23,1,173
16,41,23,2,144
13,69,23,2,118
16,55,23,1,192
13,42,24,1,111
17,212,23,2,190
16,14,24,2,137
21,126,23,1,200
12,44,25,1,102
16,44,25,1,190
15,92,24,1,158
6,224,24,1,199
17,113,23,2,152
14,95,25,1,155
12,46,23,1,131
13,15,23,1,184
22,155,23,2,103
15,98,25,2,175
21,16,24,1,175
29,64,25,2,199
13,100,23,3,131
6,142,24,1,153
19,245,24,2,135
9,103,23,1,137
14,124,25,1,165
18,67,23,1,160
17,51,24,1,104
7,149,23,1,110
16,17,24,2,195
9,86,25,1,194
17,130,23,3,164
7,87,24,1,100
14,176,23,1,112
16,36,25,5,182
22,54,25,2,169
24,90,23,1,123
16,36,23,1,107
15,91,23,1,195
16,74,24,1,183
13,37,25,1,105
17,19,25,1,137
18,56,23,2,107
11,142,23,2,160
16,143,24,4,195
13,120,24,1,168
29,193,23,1,123
14,19,23,2,142
4,39,25,2,105
13,172,23,1,196
14,59,24,1,146
8,200,24,2,153
12,100,23,2,192
24,40,23,1,108
23,61,23,2,103
18,128,23,1,162
17,129,25,1,194
21,155,25,1,141
15,313,23,1,154
17,42,24,2,147
4,21,25,1,175
17,133,25,1,173
25,107,24,1,128
16,22,23,1,149
16,87,25,3,106
39,44,24,2,168
14,88,23,1,140
31,88,23,1,173
30,111,23,1,149
15,223,23,1,164
5,22,24,2,129
22,90,24,1,139
16,45,23,4,198
8,23,23,3,131
14,46,25,4,101
1,144,23,1,184
7,203,25,1,141
18,146,25,1,119
24,47,25,1,178
17,47,23,2,148
16,148,23,3,194
15,72,25,3,177
14,120,25,2,137
18,151,23,6,119
17,151,25,1,106
16,213,25,2,147
16,24,23,2,157
5,185,23,1,138
16,217,25,4,154
9,187,25,1,104
13,156,23,3,194
17,25,24,2,108
21,158,23,1,129
16,51,23,2,158
16,223,25,1,127
15,77,24,3,116
16,26,23,2,138
36,194,24,1,174
14,391,23,1,179
26,131,24,5,164
28,79,24,1,176
15,264,25,2,100
16,27,24,1,185
17,400,24,1,120
17,27,23,2,135
17,27,23,2,182
21,271,23,1,161
20,238,25,1,118
16,171,24,3,108
17,206,23,1,193
17,276,24,3,131
13,243,25,1,132
19,209,24,3,104
16,84,23,1,185
3,112,25,2,184
12,85,24,2,183
14,142,25,2,147
20,178,24,2,201
16,251,25,2,185
9,115,25,3,175
17,433,24,2,145
6,58,24,1,163
17,29,24,2,175
16,220,23,1,138
17,441,25,1,137
12,89,24,4,119
18,148,25,1,145
15,298,24,1,200
16,30,23,1,185
19,120,25,1,136
6,121,25,4,166
17,303,23,1,162
17,228,25,1,104
20,61,23,4,104
16,31,24,1,195
19,62,23,1,196
17,194,25,2,125
13,272,23,1,194
20,234,24,1,171
15,196,25,2,200
24,315,24,2,107
16,474,24,1,194
5,127,23,3,144
19,128,25,4,176
13,480,25,2,106
16,201,24,2,163
20,484,23,1,129
16,130,23,5,172
16,285,24,1,137
15,490,24,2,161
22,328,25,2,154
25,165,24,1,187
11,330,24,1,184
15,66,25,1,193
15,250,24,2,155
11,167,24,3,171
17,134,25,1,127
16,337,23,1,140
12,68,23,2,122
11,34,24,3,167
13,511,24,1,102
26,342,24,2,121
14,137,23,2,189
21,215,24,2,196
18,519,23,1,192
14,69,23,1,166
13,218,25,1,131
17,525,24,3,136
18,219,25,3,182
9,352,23,1,162
22,71,23,1,198
8,533,24,2,149
11,356,23,1,144
10,72,24,1,143
26,108,24,2,155
17,540,24,2,180
18,145,23,1,175
12,317,24,3,164
19,319,24,1,125
30,548,23,1,110
15,275,25,1,140
15,276,24,4,192
16,111,24,6,119
13,185,23,1,106
13,232,23,1,158
27,112,25,4,122
18,187,23,1,194
17,113,25,2,154
13,75,24,1,196
16,76,23,3,200
12,114,25,5,115
16,571,25,3,109
15,573,23,2,158
18,336,24,1,120
11,154,24,2,178
19,290,23,2,181
13,339,25,2,134
34,155,23,1,132
14,585,25,1,182
16,587,23,6,147
40,294,24,2,160
16,197,24,2,173
19,593,23,2,132
6,397,23,1,169
20,597,24,1,187
17,200,23,3,199
17,200,24,1,156
13,121,24,2,165
3,302,25,1,108
11,202,23,1,117
19,81,25,3,200
14,356,24,1,164
13,357,24,1,187
16,307,24,1,153
16,123,23,1,135
24,165,23,3,148
11,620,24,1,117
4,207,25,1,144
20,125,25,2,201
19,626,25,3,168
13,84,23,1,200
20,42,23,1,195
22,632,24,1,183
10,422,23,2,117
29,42,24,2,132
10,425,23,2,176
12,373,25,1,103
29,374,25,1,186
20,375,24,2,109
15,86,25,2,172
9,86,24,4,154
17,433,24,2,100
22,271,25,1,130
10,131,23,1,180
23,44,24,2,187
10,438,23,1,167
16,220,23,1,115
15,441,23,1,200
20,331,23,2,169
16,44,23,1,126
12,178,23,3,154
15,390,23,1,143
14,391,25,1,198
19,179,23,1,195
17,45,24,3,183
18,676,25,1,180
23,181,25,3,112
14,397,25,1,129
10,398,24,1,196
28,342,24,2,115
16,343,23,2,153
7,344,23,1,105
21,345,23,1,112
24,404,24,1,126
13,347,25,2,126
16,93,23,2,185
25,407,23,1,134
7,408,24,2,122
13,351,24,2,128
14,352,23,1,152
8,188,24,3,108
12,472,23,1,114
17,414,23,1,169
10,711,24,1,173
16,297,25,1,112
13,48,25,1,149
16,191,23,3,198
16,300,23,2,190
15,300,24,1,125
12,362,24,1,160
17,97,24,2,172
20,363,25,4,109
4,97,24,2,122
11,426,23,2,179
17,733,25,2,179
3,147,23,1,155
23,49,25,1,190
23,49,23,2,139
11,247,24,4,159
14,248,23,1,172
18,199,24,1,117
16,373,24,1,185
20,100,23,3,138
15,200,24,1,176
6,201,25,3,105
18,251,25,5,113
14,151,24,2,143
17,442,23,1,149
14,760,24,3,164
19,508,23,2,153
22,51,25,1,162
14,511,25,2,125
16,205,24,4,154
13,51,23,4,102
25,514,24,1,174
13,103,23,1,110
14,388,25,1,196
17,52,25,1,140
14,52,24,3,126
23,260,25,2,153
13,522,24,2,178
19,105,24,3,106
16,262,24,2,183
18,395,23,1,134
27,158,24,1,181
15,330,24,4,189
7,53,25,1,167
18,53,23,3,113
31,333,24,1,199
18,160,23,1,144
16,214,23,1,132
17,161,24,3,151
27,161,24,1,164
11,270,24,2,146
11,54,24,1,194
17,271,25,2,103
17,543,25,2,150
14,816,23,1,184
17,109,23,1,137
24,219,24,1,170
16,164,24,2,134
22,343,24,3,137
19,344,24,1,130
15,483,23,1,108
15,553,24,1,122
16,277,25,3,163
18,56,24,2,199
27,488,23,1,123
14,349,24,2,149
16,350,25,3,123
19,421,25,2,130
16,169,24,2,133
12,493,23,2,187
5,565,25,2,201
16,283,24,1,129
18,57,24,1,161
17,284,23,3,103
17,855,24,3,136
16,171,23,1,122
9,229,25,2,129
12,172,25,1,115
15,575,24,2,189
22,173,23,1,155
22,578,25,2,158
19,116,24,4,101
16,581,23,2,179
16,873,23,2,168
