p,r,w,v,T
19,0,15,1,158
13,2,11,1,135
12,1,16,3,200
13,6,12,2,199
16,1,12,2,103
18,6,16,3,134
26,4,14,4,155
21,2,16,4,138
19,16,16,1,131
16,1,17,1,119
23,19,12,1,121
7,1,11,5,162
12,5,13,1,182
23,13,14,1,145
19,9,15,1,131
13,12,18,1,149
20,18,11,1,160
17,7,16,2,201
16,12,12,1,151
16,2,13,1,128
18,16,11,1,167
3,14,17,1,101
19,25,14,1,139
12,15,17,1,143
11,47,13,2,137
16,24,13,1,123
17,10,16,1,181
16,52,17,1,161
14,36,11,1,159
15,28,16,1,123
15,34,16,2,131
18,40,15,1,148
16,8,16,2,154
18,32,12,1,165
23,66,16,1,197
22,23,16,1,108
5,9,12,1,156
15,19,13,1,109
18,5,14,1,169
14,76,17,1,141
15,10,16,2,122
20,27,15,4,148
13,5,12,1,172
20,35,12,1,154
21,17,18,1,139
18,87,16,1,156
26,60,12,1,168
16,46,13,1,164
13,12,13,2,121
16,95,11,2,136
15,65,15,1,196
20,20,12,3,158
14,51,14,2,128
24,21,14,1,101
12,105,18,2,153
18,36,15,2,173
16,22,11,2,128
17,30,15,1,106
15,47,13,2,173
11,57,18,1,183
29,68,11,1,185
20,49,18,1,136
16,70,12,2,199
16,122,15,1,177
16,52,14,2,149
11,63,13,1,160
14,53,17,1,146
10,76,18,3,142
19,9,13,2,116
20,134,13,1,129
19,27,18,1,103
17,80,14,1,162
12,70,18,1,158
17,95,13,1,149
21,72,13,1,118
16,39,12,1,134
21,30,12,3,152
23,87,18,2,102
11,152,18,4,113
17,154,13,1,197
21,21,15,2,158
14,10,18,1,176
21,21,14,1,144
19,43,14,1,139
7,109,18,2,178
16,44,12,1,164
20,45,15,2,107
17,23,18,3,165
13,57,16,1,196
16,58,12,1,111
29,102,12,2,152
14,177,12,1,131
20,36,15,3,120
25,60,15,1,109
13,24,15,2,165
16,25,15,3,186
14,50,17,1,111
12,63,13,1,115
13,38,15,3,191
16,26,13,1,157
16,13,16,2,191
12,82,16,1,150
11,198,16,3,160
12,27,11,3,147
3,135,15,3,133
16,41,16,2,116
11,206,15,1,190
21,42,11,3,127
16,105,14,2,150
22,212,11,3,180
20,89,18,1,200
23,14,12,2,117
7,73,13,2,163
20,59,18,3,179
18,15,18,1,179
16,130,17,4,172
14,132,15,3,139
11,114,14,2,185
16,115,13,1,148
20,77,17,1,188
16,233,13,3,198
19,78,11,1,186
13,158,14,3,163
6,239,15,1,122
26,121,15,1,170
9,142,12,1,126
15,102,11,2,106
23,247,15,1,144
21,124,15,1,126
2,146,16,1,188
14,17,14,3,118
16,34,13,1,153
16,34,14,1,134
17,108,13,3,180
20,174,11,2,153
31,17,16,1,170
