p,r,w,v,T
15,0,11,2,187
17,0,19,2,200
16,1,6,2,191
13,1,10,1,194
16,4,20,2,106
19,5,8,1,161
19,12,10,1,105
15,6,22,1,115
24,9,8,1,134
14,9,20,1,151
13,3,11,2,180
23,6,17,1,112
23,8,15,3,110
18,7,6,3,125
17,14,6,2,163
7,30,17,2,165
9,2,22,1,163
12,17,8,1,135
19,18,11,2,123
3,10,16,1,129
17,16,10,2,192
15,14,9,1,101
23,22,22,3,130
16,23,6,1,123
15,9,18,1,196
17,3,13,1,107
16,7,6,1,102
18,27,14,3,185
14,37,13,4,190
19,24,22,2,161
21,8,6,1,106
16,12,13,2,125
25,17,11,1,161
16,27,14,1,101
23,18,14,2,197
24,9,13,1,185
19,14,14,2,152
10,15,14,2,155
16,15,13,1,159
19,77,6,2,154
18,5,16,1,176
17,27,6,1,184
16,6,22,1,122
16,85,9,3,166
15,6,8,1,134
20,37,19,1,114
6,91,12,1,104
16,19,11,1,193
21,13,12,1,185
14,65,15,1,145
5,20,17,1,185
26,59,13,3,108
26,51,14,1,153
15,14,12,2,181
10,14,12,2,171
18,109,15,2,141
18,15,19,1,193
15,38,19,1,167
17,76,15,2,155
15,8,10,3,200
24,49,21,3,102
19,16,16,3,117
16,72,19,3,157
16,73,19,1,153
31,34,22,2,116
15,17,9,1,130
14,76,18,1,124
18,77,14,3,185
17,36,14,2,189
9,136,18,1,181
13,69,12,1,187
13,94,7,2,152
30,59,12,1,134
16,96,22,1,191
16,29,20,1,192
14,62,18,1,149
23,20,12,1,176
13,30,21,4,196
16,64,9,3,198
20,78,13,1,180
18,32,16,1,122
16,43,21,2,107
26,22,9,1,143
16,109,7,1,121
16,166,22,1,190
7,168,22,1,128
17,170,16,1,128
20,46,20,1,183
29,73,6,1,142
16,73,12,1,190
18,74,14,2,184
19,75,16,2,194
9,36,12,1,126
15,77,6,4,124
25,12,15,2,124
18,94,15,1,126
15,127,19,1,143
17,38,22,1,142
15,65,11,3,181
12,82,10,2,197
16,66,13,2,173
9,40,6,1,116
26,118,12,1,178
14,136,9,2,166
15,103,21,1,130
13,55,9,3,117
19,210,10,3,123
18,212,8,1,140
13,43,22,1,191
20,144,17,1,101
11,44,9,1,128
11,146,8,1,105
10,92,21,1,152
14,223,16,5,142
15,30,21,1,164
7,133,13,1,175
12,46,22,1,126
25,31,13,2,110
16,136,6,1,135
8,63,13,2,132
19,138,15,1,144
15,160,19,1,130
16,241,11,1,147
20,122,9,1,168
6,16,20,3,198
11,82,14,1,120
17,83,13,1,101
15,146,22,2,144
2,105,7,1,152
14,85,19,2,182
18,17,16,1,114
21,35,18,1,130
14,152,13,1,124
16,153,13,2,180
25,132,12,2,196
17,18,20,1,136
18,36,11,1,116
19,18,19,2,105
9,273,8,3,160
17,18,19,1,164
15,18,8,1,147
18,139,12,7,190
17,56,18,1,154
19,165,10,1,193
16,19,10,1,101
20,143,12,1,186
24,168,17,2,110
6,19,14,1,168
23,20,17,1,148
20,196,7,1,176
17,148,8,4,182
16,100,6,1,100
12,100,15,1,172
4,101,7,1,120
21,20,19,1,122
16,306,11,2,184
16,129,15,1,127
22,181,16,1,105
3,312,8,1,178
14,131,21,2,130
16,42,12,2,114
32,106,17,1,144
18,85,12,2,103
7,43,22,1,170
16,43,15,1,131
15,326,15,1,199
18,66,15,2,152
4,165,9,1,194
15,166,22,2,177
16,223,14,1,183
30,22,11,3,143
12,225,11,3,197
19,68,18,2,145
29,114,13,2,124
19,92,6,2,114
13,231,22,1,183
14,232,6,1,189
20,23,10,2,129
16,47,14,1,194
16,118,10,1,100
11,356,14,1,149
27,358,8,1,181
19,48,21,1,116
16,96,17,1,186
15,121,8,2,150
17,244,21,1,151
18,153,7,1,103
10,370,14,1,156
16,155,12,1,191
17,50,17,2,132
12,50,18,1,123
15,101,18,3,191
11,190,7,1,179
20,159,17,6,186
23,384,19,1,104
12,26,12,2,145
16,258,11,1,116
23,130,16,1,115
16,26,16,4,119
13,105,22,1,177
29,105,10,1,182
19,199,21,1,174
10,166,8,2,120
22,134,21,1,111
25,168,16,1,184
20,236,7,1,102
19,204,21,2,142
10,171,21,1,154
10,110,22,2,128
16,138,19,3,109
20,138,14,3,103
7,83,17,1,191
18,245,13,1,173
20,112,7,2,168
16,247,7,3,105
28,113,6,1,177
16,178,22,1,171
20,29,8,1,177
19,251,9,1,119
32,115,19,1,200
10,181,13,1,163
19,58,11,1,154
23,293,13,1,194
15,257,22,2,143
15,185,21,2,122
18,260,7,1,142
13,119,22,5,106
31,150,11,2,190
15,225,10,2,126
9,453,18,1,184
9,455,15,3,140
23,30,9,3,153
14,229,18,2,136
16,123,14,1,143
14,123,12,1,134
16,93,9,1,135
11,311,22,3,150
15,273,9,2,141
11,275,10,2,153
23,32,15,2,149
14,32,6,1,158
14,318,14,1,157
12,160,19,1,132
17,96,21,1,135
17,322,18,2,188
16,65,22,1,169
6,324,22,1,150
13,204,7,2,194
16,33,14,3,170
20,164,20,2,106
14,330,17,3,178
17,132,12,1,148
11,291,6,3,170
15,167,7,1,181
21,293,15,1,161
15,67,20,1,127
17,169,12,1,198
16,34,20,1,120
19,34,13,1,200
16,34,11,2,187
22,171,21,1,149
16,103,8,1,112
9,173,18,2,186
14,347,7,1,147
15,174,11,2,147
17,218,18,2,143
10,219,12,3,179
18,264,21,1,198
20,353,15,1,125
15,177,6,2,147
19,534,22,3,113
17,536,9,3,141
15,359,8,3,195
9,540,16,2,111
18,316,6,1,159
16,145,6,3,177
30,318,21,2,181
18,110,22,2,145
23,229,15,1,186
29,74,17,2,167
15,369,15,3,171
16,111,13,1,121
19,112,11,1,171
14,560,17,1,147
15,37,6,2,160
13,75,13,1,158
23,151,10,2,147
17,151,14,2,197
15,569,9,1,112
13,333,20,3,161
9,76,8,4,171
30,288,13,1,132
23,337,9,1,171
15,116,14,3,101
26,388,17,1,116
