p,r,w,v,T,d
22,0,19,1,108,365
13,0,13,1,148,479
22,1,16,1,194,152
9,2,21,2,117,379
21,3,16,1,194,458
13,1,13,1,164,21
19,2,7,2,186,200
20,1,23,1,166,115
16,17,19,1,117,614
11,13,12,1,119,184
9,21,7,2,129,547
14,3,10,2,113,340
8,8,18,1,163,656
21,2,24,1,187,515
14,4,10,1,198,551
19,6,21,2,151,209
15,7,18,2,128,246
16,5,15,1,145,642
19,5,11,3,199,457
8,3,15,1,107,375
29,8,16,1,144,183
9,18,16,2,193,374
9,6,23,1,125,129
26,48,23,1,201,237
17,13,11,1,136,494
29,7,7,1,166,244
12,18,24,1,166,207
28,24,9,1,172,223
25,20,16,1,117,503
31,61,12,1,185,703
11,63,16,1,106,772
16,38,11,1,157,63
14,45,22,1,192,283
20,69,18,2,190,416
25,5,10,1,183,647
30,20,21,1,162,416
18,25,7,1,189,473
9,21,9,2,104,453
8,27,17,1,124,506
29,48,24,2,104,439
17,17,7,1,108,519
9,36,24,2,199,172
12,51,13,2,186,455
14,30,12,1,125,448
22,12,17,1,151,40
20,63,25,1,136,340
16,13,8,2,162,325
23,13,20,1,157,382
14,50,9,1,126,569
20,21,15,1,123,421
9,52,8,1,108,358
13,28,19,2,160,486
12,36,7,1,134,420
20,37,25,1,154,391
20,47,13,1,187,247
23,58,23,1,119,149
13,59,17,1,197,562
10,50,10,1,108,359
22,61,8,1,189,352
30,72,19,2,159,481
15,84,25,1,186,420
26,128,7,1,170,320
1,43,20,1,112,371
19,77,19,2,112,399
22,89,13,1,161,546
24,79,11,1,150,275
16,46,8,1,136,281
20,70,8,1,103,473
12,47,12,1,178,645
22,39,23,1,140,601
29,61,10,1,170,182
20,10,16,1,198,597
16,10,25,1,131,271
21,41,14,1,184,490
23,41,12,2,106,755
26,21,8,2,116,313
14,32,16,1,164,458
10,11,18,1,110,402
9,82,20,1,160,764
18,11,17,3,142,144
30,22,16,1,160,560
13,170,13,1,183,764
25,172,25,1,107,246
15,12,19,1,175,265
