p,r,w,v,T,d
28,0,18,1,181,138
8,2,22,1,177,517
18,1,24,1,159,212
26,4,18,1,160,453
28,2,18,1,200,201
26,6,22,1,116,208
12,6,25,1,104,314
15,5,25,1,101,402
13,5,20,2,151,136
12,13,22,1,169,356
32,13,19,1,114,395
20,10,22,1,132,331
14,7,22,1,121,430
13,4,23,1,139,23
15,4,18,1,157,29
14,11,19,1,131,159
22,20,21,1,136,327
18,12,19,1,159,344
16,23,17,1,128,359
8,8,20,1,178,438
13,3,20,1,198,117
13,3,22,1,148,270
24,47,18,1,173,189
26,50,17,1,122,271
10,34,22,1,153,309
9,31,21,1,137,291
25,7,21,1,106,479
22,29,20,2,167,210
7,8,24,1,197,528
35,4,18,2,139,372
23,22,19,1,129,288
14,4,23,1,172,112
14,14,21,1,152,312
22,41,23,1,188,111
30,73,25,1,181,393
25,15,25,1,104,374
12,39,18,1,197,129
13,11,21,1,161,213
5,16,22,1,119,496
35,22,21,3,157,428
17,11,25,1,146,262
24,59,21,1,101,394
14,12,17,2,104,238
9,93,18,1,100,287
26,39,17,1,155,417
16,6,20,1,135,387
21,99,22,1,116,397
28,20,20,1,145,369
16,60,20,2,137,244
14,44,19,2,169,383
14,72,23,1,139,214
26,55,20,1,114,380
7,112,20,1,105,410
28,38,23,1,164,341
16,16,22,1,117,191
26,49,23,1,114,488
24,121,21,2,195,396
10,25,23,1,100,88
10,83,20,1,103,294
17,25,20,1,133,333
11,65,21,2,148,351
15,88,17,2,149,375
16,9,24,3,195,338
13,79,17,1,101,312
20,37,24,1,170,344
14,58,25,1,102,77
19,47,22,3,199,281
27,10,19,1,188,283
15,85,22,1,180,324
40,62,25,2,170,293
13,20,24,2,144,261
34,89,22,2,155,543
26,52,21,1,172,296
8,157,20,1,173,407
16,53,25,1,107,359
14,94,19,1,140,325
16,33,25,1,178,533
3,11,24,1,116,247
29,34,18,1,191,394
23,85,18,1,166,489
14,34,18,1,107,455
16,23,17,1,157,304
29,24,18,1,156,369
33,179,20,1,183,364
13,105,17,1,173,482
35,37,19,3,146,269
12,12,23,1,135,498
35,12,23,1,107,411
18,25,22,1,186,391
14,38,19,1,170,346
24,65,24,1,138,349
16,98,24,1,104,372
1,26,17,2,144,257
9,200,24,1,125,490
7,27,18,1,128,359
7,119,24,1,194,266
17,55,20,1,146,371
23,139,21,1,183,186
11,14,23,1,156,137
14,14,25,1,143,359
25,29,25,1,175,425
36,14,18,1,120,270
13,128,20,1,174,491
19,44,20,3,140,369
7,149,21,1,126,225
17,132,24,1,110,374
20,95,22,2,184,327
6,154,22,1,174,526
11,78,18,1,117,393
22,235,23,1,134,625
4,138,25,1,124,317
15,64,24,1,155,541
25,80,18,1,145,218
21,142,20,1,197,674
8,82,18,1,145,417
24,165,22,1,138,498
13,104,17,1,153,162
12,252,23,1,191,569
28,106,23,2,119,444
24,34,22,1,159,490
16,129,22,1,115,491
9,130,21,1,151,517
2,53,17,1,159,64
25,132,20,1,188,616
12,133,21,1,169,500
3,157,18,1,129,596
6,113,19,1,100,367
16,55,23,1,189,390
18,92,23,1,201,486
18,37,21,1,146,397
17,187,24,1,200,299
25,141,17,1,149,577
10,57,21,1,157,384
25,57,24,3,161,341
2,289,22,1,102,586
26,194,22,2,183,535
14,20,24,1,145,338
32,172,17,1,140,434
11,173,17,1,172,490
4,150,17,2,114,482
21,301,23,1,158,639
28,101,25,1,104,394
26,306,23,1,134,681
42,82,22,4,129,326
12,129,17,1,108,370
8,156,18,1,174,249
24,21,24,1,189,418
3,84,23,1,189,281
18,133,20,1,112,529
19,187,20,1,163,376
18,43,18,1,187,394
21,190,22,1,174,562
15,87,25,1,118,360
9,66,22,1,102,565
19,66,25,1,181,340
31,111,22,1,108,440
11,45,23,1,133,392
25,113,17,1,137,429
32,91,25,1,165,133
28,114,22,1,189,364
33,46,18,1,165,344
21,347,20,1,199,704
20,93,22,1,121,378
27,146,18,1,144,222
15,177,24,1,130,446
11,355,17,1,189,416
17,48,17,1,180,389
14,210,23,1,130,470
25,121,18,5,178,264
18,73,23,1,135,374
17,122,17,1,104,376
16,245,21,1,200,519
13,49,19,4,111,227
4,217,23,1,183,496
12,25,25,1,147,562
24,188,18,1,101,534
25,25,23,1,182,288
24,102,22,1,194,199
14,77,25,1,145,115
3,51,18,1,123,412
19,258,17,1,163,556
31,130,21,1,130,377
22,104,17,1,177,293
20,164,22,1,174,524
12,198,25,1,195,503
2,266,23,1,166,521
15,167,22,2,169,435
18,403,18,1,122,718
10,108,23,1,150,481
27,407,24,2,177,618
11,273,23,1,106,530
17,55,20,2,186,302
5,138,18,1,170,490
31,277,21,1,174,382
17,56,24,1,118,239
27,112,19,2,100,389
10,84,18,1,144,351
18,113,17,1,113,443
32,178,22,2,168,448
21,143,21,3,170,572
24,144,19,2,176,238
17,180,23,1,107,478
17,435,17,2,165,787
28,117,25,1,144,557
21,146,17,1,100,327
8,88,19,1,115,333
10,185,25,1,149,492
22,297,18,1,133,412
3,187,22,1,148,408
22,300,18,1,195,709
24,264,17,3,142,565
12,227,17,1,169,418
27,190,23,3,169,480
6,31,24,1,141,370
12,307,21,1,144,468
18,231,25,1,111,501
9,124,21,3,119,336
14,62,24,1,158,484
43,31,22,1,138,437
7,275,22,2,170,728
11,276,19,5,187,559
8,95,23,1,184,349
32,199,23,1,110,651
13,320,18,2,107,675
3,322,24,1,199,544
33,202,24,1,201,481
34,487,19,1,174,800
14,489,25,1,136,890
19,491,25,1,112,798
31,99,19,1,197,437
18,99,22,1,188,361
17,249,20,1,127,613
7,33,21,1,136,288
15,334,19,1,121,657
17,134,22,3,180,452
19,34,17,1,124,302
16,34,21,2,157,417
15,510,25,1,101,562
3,342,24,3,174,553
2,300,25,2,118,581
19,34,19,1,128,392
19,69,17,1,190,452
13,174,17,1,194,369
20,105,17,1,129,420
13,140,23,1,173,401
27,352,23,1,115,714
24,530,20,1,129,773
26,222,17,1,155,551
16,311,20,1,189,730
18,143,20,1,178,551
18,269,21,2,105,630
16,36,17,3,180,422
21,226,21,1,189,329
30,36,17,1,179,445
24,547,24,1,104,1070
22,549,17,1,122,777
26,37,18,3,189,306
19,553,22,1,141,682
20,111,19,2,175,457
13,74,23,1,141,276
30,149,23,1,187,587
19,112,20,1,157,272
12,188,17,1,121,375
31,283,17,1,100,563
26,237,20,1,106,480
25,152,22,1,103,396
21,573,22,1,166,922
19,192,21,1,135,323
13,192,24,1,138,700
33,39,21,1,126,419
23,291,17,2,130,534
20,389,17,1,151,545
15,244,19,1,147,544
24,118,18,1,125,309
17,157,19,1,114,459
25,592,23,1,200,850
30,198,23,1,129,572
15,119,24,1,194,365
24,299,23,1,119,607
12,250,18,1,160,339
22,402,18,3,108,841
7,40,24,1,100,555
15,162,22,1,175,375
13,254,17,1,114,624
19,82,17,1,192,397
21,164,23,3,157,405
30,359,25,1,141,667
23,360,25,1,163,768
1,83,21,2,151,499
9,259,24,2,118,275
28,208,25,1,121,542
14,209,25,1,106,413
18,42,20,1,194,385
7,421,23,3,155,485
9,633,21,1,140,947
26,265,17,1,120,481
22,170,18,1,169,589
18,426,17,1,197,717
31,86,23,1,103,345
33,86,24,2,165,290
32,43,20,1,165,427
24,130,24,1,103,470
13,173,21,1,185,567
14,43,22,1,111,216
19,382,20,2,161,585
5,383,20,1,106,626
22,132,23,1,116,295
19,44,19,1,114,278
13,133,24,1,185,225
13,177,23,1,177,601
7,445,24,1,134,741
15,89,20,1,200,336
17,280,25,1,149,705
17,337,20,1,189,757
39,45,18,1,103,180
11,181,22,1,156,425
16,340,23,1,148,695
1,683,24,3,175,1065
18,228,17,1,165,527
25,401,23,2,198,510
10,344,18,1,138,692
17,346,20,1,155,588
20,46,25,1,191,316
40,185,19,1,108,535
5,291,20,4,182,632
27,466,17,1,162,798
17,351,19,1,133,374
19,188,21,3,142,455
18,471,17,1,167,877
6,354,17,1,104,728
28,355,24,1,197,654
16,238,18,1,154,354
12,48,19,1,181,471
15,191,21,1,186,318
11,300,23,2,143,486
2,361,23,1,191,610
8,301,17,1,150,636
3,242,17,2,148,605
24,364,23,1,125,432
19,730,19,2,101,1176
12,98,18,2,101,441
19,734,23,1,190,1025
12,491,21,1,126,856
5,246,19,1,191,428
23,370,18,1,144,764
