p,r,w,v,T,d
15,0,17,1,163,253
18,1,21,1,159,185
19,0,16,1,176,73
17,2,13,2,155,247
15,2,14,1,187,262
15,4,18,1,110,154
18,8,19,1,117,280
18,8,14,1,115,233
10,6,21,1,194,136
13,9,15,1,159,88
19,13,16,1,178,257
13,6,15,2,166,249
20,11,15,1,134,200
9,25,15,2,100,124
17,13,19,1,161,281
15,19,15,1,156,366
11,30,13,1,172,260
18,2,17,1,107,126
13,2,14,1,172,207
12,5,15,1,147,297
11,5,14,1,199,231
15,17,18,1,143,191
16,11,17,1,103,227
16,29,18,1,169,120
8,30,17,1,116,350
18,13,20,1,142,166
18,13,19,1,157,112
18,7,17,3,148,347
14,14,18,1,196,363
21,4,14,1,138,234
13,24,21,1,135,287
16,16,21,2,131,202
12,20,14,1,177,242
15,42,17,2,160,236
27,27,13,1,175,251
18,9,19,1,192,202
15,18,14,1,165,146
15,70,19,1,182,159
14,72,19,1,126,313
13,37,19,1,134,317
12,32,18,1,101,367
18,10,14,1,160,187
13,33,19,1,176,344
20,11,17,1,137,323
23,42,14,1,128,331
13,36,20,1,118,104
19,87,18,1,142,319
18,52,15,1,137,302
20,6,15,1,169,337
19,93,16,1,153,206
20,55,21,1,112,276
10,26,15,1,198,207
19,33,20,1,122,186
14,13,18,1,155,304
14,103,20,1,187,150
15,7,20,1,110,342
21,7,16,1,179,267
11,22,13,1,111,234
20,22,13,2,131,273
6,37,18,1,158,162
16,8,15,1,171,359
22,31,15,1,170,358
17,16,14,1,160,39
10,120,18,1,149,270
9,51,21,1,171,167
22,33,15,1,116,291
16,25,16,1,166,187
14,74,16,1,139,410
19,26,17,2,135,233
18,26,14,1,170,326
15,27,16,1,145,200
7,135,21,1,138,379
15,80,15,1,122,281
12,93,18,1,186,110
15,28,19,2,131,385
16,83,18,1,120,285
14,72,20,1,113,128
15,29,15,1,104,293
21,74,20,1,185,277
22,50,14,1,124,242
18,41,14,1,128,352
19,21,17,1,113,358
25,78,21,1,132,416
17,32,14,1,189,323
13,80,19,1,121,262
25,81,17,1,139,324
11,109,20,1,200,410
11,55,15,2,181,234
11,112,21,1,201,401
10,23,21,1,157,212
13,100,14,1,147,208
7,35,16,1,199,97
11,23,21,1,150,238
16,118,14,1,192,476
13,60,16,1,174,337
18,48,17,1,140,284
20,49,16,2,178,301
14,25,19,1,188,102
16,78,15,1,110,390
16,38,13,1,147,291
15,95,18,1,193,325
6,96,15,1,151,395
14,26,21,1,120,186
11,26,21,1,139,266
7,82,21,1,189,382
10,117,14,1,176,437
11,54,19,1,140,304
16,204,15,1,179,573
24,137,13,1,164,291
17,104,19,1,107,221
9,42,16,1,168,249
15,211,20,1,105,349
21,142,16,1,196,304
18,43,15,1,198,321
14,29,13,1,190,252
9,44,18,1,139,307
17,59,16,1,145,332
12,111,16,1,146,373
27,112,21,1,104,359
19,60,19,1,167,368
19,15,14,2,154,160
11,46,18,1,108,238
10,135,18,1,146,233
22,117,15,1,159,440
21,236,19,1,118,550
23,238,18,1,125,452
21,80,13,1,147,175
14,101,15,1,169,315
15,162,16,1,100,186
21,16,20,1,199,217
