p,r,w,v,T
10,0,3,1,150
27,1,4,2,162
8,1,3,1,113
8,4,4,3,151
16,3,5,1,109
9,6,4,1,199
20,5,4,1,186
16,14,5,3,177
25,3,4,2,132
17,11,3,1,188
15,4,4,1,187
8,15,4,1,130
24,5,5,2,155
10,26,4,4,133
21,28,5,2,136
16,20,4,1,154
14,16,3,1,100
14,7,5,1,115
16,5,3,1,195
19,3,5,3,136
11,5,4,1,136
24,6,3,1,165
11,26,4,1,166
13,9,4,2,148
10,6,3,1,121
17,13,5,3,129
23,52,3,1,198
10,32,5,1,188
11,28,5,2,152
20,16,4,1,175
10,4,5,2,187
15,42,4,1,168
15,27,5,3,187
11,9,5,3,122
23,68,4,1,111
16,9,3,1,117
13,48,3,1,199
15,10,5,2,191
12,15,5,1,174
22,21,4,2,104
9,27,3,1,182
16,5,4,3,107
19,35,4,1,109
27,43,4,2,164
20,24,4,3,129
11,6,4,1,133
16,39,4,2,123
16,47,3,1,150
19,96,4,1,163
20,98,5,1,171
10,7,4,3,194
5,27,4,2,112
12,7,5,3,177
14,7,3,2,164
18,22,4,1,138
14,37,5,2,167
10,8,3,1,134
12,38,4,2,170
10,78,3,1,193
17,69,4,1,171
14,50,5,2,201
19,123,5,1,180
20,83,3,1,200
30,34,4,3,135
15,54,3,3,184
19,131,3,1,185
17,55,4,1,142
18,67,4,1,144
11,27,5,2,101
13,18,3,1,162
3,94,5,1,189
11,95,4,1,191
13,39,5,3,107
15,29,5,1,145
14,62,4,1,191
16,50,4,2,177
16,51,5,1,150
22,21,4,2,132
18,21,3,2,163
13,66,3,1,199
8,107,5,2,141
17,11,3,1,147
18,110,4,1,124
9,111,5,1,170
24,70,4,1,124
23,11,3,1,143
25,72,3,2,140
12,47,4,1,193
17,24,4,1,193
14,12,4,1,140
16,48,3,3,110
17,61,3,3,144
20,185,5,3,165
12,109,3,3,147
13,94,5,1,187
25,80,3,1,124
14,64,4,1,144
16,65,3,2,109
16,13,4,3,169
19,199,4,2,113
12,100,3,4,182
18,203,3,2,190
13,14,3,2,128
6,28,4,2,182
14,105,5,3,187
14,123,3,1,142
12,43,4,2,164
16,43,5,2,197
12,109,5,1,122
16,58,3,1,178
15,44,4,2,115
22,130,5,1,156
20,131,4,1,110
15,76,5,1,167
16,95,5,1,150
26,15,4,1,135
16,136,4,3,150
21,47,3,2,164
24,158,5,1,199
28,140,4,1,120
17,80,4,2,178
9,162,3,2,186
26,123,3,1,151
