p,r,w,v,T
16,0,21,1,154
14,1,20,1,108
11,1,23,2,173
25,2,23,1,152
9,2,18,2,162
8,6,21,1,199
10,8,22,2,106
15,3,18,1,193
14,8,22,1,171
12,1,17,2,132
16,3,22,2,191
16,10,20,1,160
15,15,23,2,126
14,7,18,2,179
21,7,19,6,154
18,14,22,2,198
8,10,18,1,131
13,11,18,1,116
9,34,21,1,173
14,21,16,2,116
25,19,18,1,175
20,11,23,4,125
16,24,23,1,176
31,26,20,1,185
14,6,20,3,170
16,48,23,2,133
23,13,20,1,155
13,51,22,2,156
10,11,23,2,100
5,28,22,1,107
6,8,17,1,167
16,8,22,1,178
17,12,18,2,166
16,31,18,1,124
17,4,19,1,186
2,28,16,1,123
13,69,23,2,113
16,29,19,1,184
13,72,22,1,143
19,43,18,4,164
8,15,19,2,196
11,46,19,1,119
16,21,20,1,124
13,5,18,2,151
4,84,21,1,162
9,43,17,1,112
10,44,22,1,104
14,52,21,2,119
27,18,18,1,136
15,6,20,1,114
16,6,18,2,101
15,19,16,1,128
16,41,20,1,127
14,59,20,2,140
14,69,23,2,162
18,105,17,1,176
6,44,16,2,136
13,45,18,1,138
7,111,20,3,160
10,56,23,3,122
21,8,19,2,122
16,116,17,2,187
10,79,21,3,173
22,120,23,1,168
17,24,20,2,176
37,124,23,3,101
17,34,18,1,182
16,64,19,3,158
13,130,20,1,158
11,66,21,3,168
18,36,17,3,178
16,27,19,4,134
18,137,20,4,188
16,28,23,3,162
11,38,18,3,190
18,95,21,1,106
15,39,17,1,148
10,86,21,1,117
15,50,23,1,118
14,10,21,3,103
35,31,20,3,185
27,64,16,3,133
17,104,22,3,158
18,32,16,3,146
17,160,18,1,195
21,54,23,5,190
15,44,21,5,139
16,83,18,4,101
14,34,19,1,144
16,11,21,2,130
21,114,21,1,109
36,101,23,3,160
16,35,17,1,189
18,118,21,2,105
11,179,17,1,102
14,75,20,1,126
14,49,22,2,137
14,25,19,2,144
18,25,20,2,139
13,110,20,2,161
18,64,20,3,122
17,193,18,1,157
28,65,21,1,125
13,98,16,2,118
16,132,16,3,100
9,67,18,2,106
20,67,18,1,155
17,119,17,3,177
15,14,22,1,123
16,121,22,2,197
17,122,19,4,119
17,42,22,1,146
3,107,16,1,193
5,126,16,1,171
8,29,18,1,150
12,29,17,2,149
