p,r,w,v,T
14,0,19,1,176
18,0,24,2,155
13,1,18,1,196
19,6,18,1,151
5,4,17,1,116
24,2,23,3,174
9,8,24,2,181
22,5,14,2,194
14,5,21,1,123
18,6,22,2,127
15,8,18,3,118
13,4,19,2,166
11,23,21,1,108
24,7,19,4,160
11,2,20,1,196
16,15,22,3,131
21,2,22,2,126
17,2,22,3,171
15,2,14,2,189
14,2,19,2,126
25,26,19,2,150
23,20,22,1,193
16,9,18,1,165
21,15,16,2,152
15,3,14,1,185
15,33,21,1,108
16,34,14,1,103
12,14,25,1,168
15,18,16,2,136
18,4,20,2,134
14,8,18,3,191
19,16,14,4,142
33,17,17,1,114
15,32,14,1,201
23,33,19,1,111
16,46,25,1,117
22,5,19,2,162
16,5,24,2,173
3,31,21,2,170
9,15,18,1,149
29,39,25,3,133
12,33,15,1,148
18,41,15,4,120
22,49,16,1,188
4,50,15,1,117
16,51,25,1,194
15,6,18,3,165
14,46,23,1,110
14,39,17,2,197
16,64,21,1,132
10,41,24,2,106
17,13,16,2,166
24,101,16,1,158
23,69,14,1,109
15,21,19,2,117
20,36,20,1,159
19,64,14,3,102
33,22,14,1,189
2,113,17,1,168
21,67,18,2,125
9,39,19,3,167
17,32,14,2,134
16,50,25,1,118
19,72,15,1,159
12,42,16,1,163
29,34,24,2,148
13,26,21,2,195
30,26,17,3,175
15,18,14,2,191
15,79,20,2,199
14,18,23,1,144
15,46,15,1,149
22,70,21,6,134
19,19,25,1,134
16,19,23,2,142
16,61,21,1,127
21,30,22,3,200
16,75,21,1,191
8,63,21,2,176
10,77,20,2,166
12,42,14,1,143
17,42,22,1,194
18,43,22,1,142
13,94,20,1,182
18,68,20,1,113
22,11,15,1,100
15,34,20,3,145
21,45,18,1,196
16,172,15,2,124
18,35,15,5,116
17,12,17,1,102
14,59,15,2,113
13,179,25,1,123
16,91,22,2,146
20,183,23,1,155
17,12,16,3,189
23,78,19,4,117
13,13,24,2,114
12,80,24,1,132
16,13,23,1,143
12,130,23,2,191
12,82,15,4,184
5,27,24,1,159
19,67,19,2,179
17,85,18,1,176
15,27,23,2,117
4,41,24,2,185
