p,r,w,v,T
8,0,25,1,173
20,0,23,3,130
17,1,23,2,103
15,1,25,1,102
16,3,24,1,109
7,10,24,2,176
18,3,23,1,132
15,4,23,3,135
2,10,25,1,173
16,1,25,1,163
16,10,23,3,117
16,7,24,1,155
10,11,24,1,187
16,3,24,1,163
23,4,23,1,118
11,10,25,2,129
16,2,23,1,198
14,11,25,1,105
15,2,25,2,199
20,2,23,1,176
15,16,23,1,132
16,23,25,3,126
2,11,23,1,133
17,15,25,2,143
16,23,25,1,101
36,24,25,1,148
16,25,24,2,114
15,30,24,3,128
16,11,24,2,162
14,23,24,2,154
16,38,23,3,137
18,4,24,1,164
11,61,23,2,128
7,26,23,2,119
20,32,24,1,176
16,13,24,1,169
20,46,24,1,119
7,19,24,2,116
18,48,25,1,187
13,10,25,1,112
11,20,23,2,148
20,46,24,2,176
26,5,25,1,122
17,41,23,1,158
19,28,23,1,148
19,36,24,1,100
16,18,25,1,162
20,24,23,1,113
17,53,24,2,163
24,19,23,1,117
16,64,23,1,132
7,6,25,1,124
24,26,24,1,178
19,51,23,3,153
17,103,25,3,128
13,14,25,1,127
17,62,25,3,190
18,14,23,3,176
16,111,23,3,172
7,113,24,1,117
13,48,25,2,171
19,8,24,3,175
16,39,24,4,174
19,120,23,2,177
27,81,23,1,163
13,33,23,3,149
20,8,25,6,156
9,53,23,1,157
26,35,24,2,146
16,18,24,2,183
18,67,23,1,141
15,18,24,1,139
9,27,25,1,169
16,9,25,1,169
12,82,23,1,151
19,72,24,1,148
18,72,23,1,166
17,147,24,2,109
20,99,23,2,159
13,20,23,1,174
17,76,23,1,137
18,41,23,2,103
6,156,24,3,136
16,21,24,1,178
9,107,25,2,140
21,108,24,2,135
26,55,24,1,171
16,44,25,2,151
16,45,25,1,172
19,113,23,1,158
17,11,23,1,100
19,35,25,2,141
17,58,23,2,103
7,24,24,1,107
16,75,23,3,163
23,75,23,1,163
26,183,25,1,148
7,123,25,1,120
17,78,24,3,148
12,110,25,1,119
14,191,25,2,129
24,39,25,1,116
17,130,24,2,186
25,131,24,1,144
14,66,25,2,104
13,117,24,3,172
17,13,24,2,139
25,85,23,2,155
29,86,24,1,132
5,104,24,1,142
18,87,24,1,114
17,71,23,1,139
13,57,24,1,134
16,126,25,1,120
17,127,23,1,138
17,15,23,1,172
11,221,24,1,130
19,60,23,2,113
16,75,23,1,187
17,45,23,2,182
11,134,25,2,174
13,62,23,2,134
14,16,23,1,131
12,63,25,2,116
17,16,25,1,182
17,119,24,2,157
17,16,23,1,141
16,121,25,1,125
15,122,25,3,151
13,66,24,3,145
14,145,23,1,142
19,104,24,3,155
15,126,25,2,187
17,254,24,2,198
16,106,24,2,118
15,51,24,1,181
17,35,23,1,121
10,70,25,2,126
20,35,23,1,157
11,133,23,1,113
17,89,23,2,173
19,134,23,1,176
14,113,23,1,155
19,182,23,3,113
17,137,23,3,159
17,184,24,1,109
14,278,25,2,147
21,164,25,1,195
13,94,24,1,167
15,284,23,1,178
20,119,25,2,110
16,58,23,4,145
16,39,25,1,126
13,146,23,4,200
16,196,23,1,147
13,197,24,1,128
1,60,25,2,156
15,80,23,1,103
24,151,23,1,113
18,101,25,1,130
7,305,25,2,172
17,307,23,1,143
10,41,23,3,173
13,181,25,3,157
41,209,25,1,154
18,210,24,1,110
20,42,23,2,151
16,21,24,2,188
16,107,25,2,122
12,21,24,2,176
11,43,23,1,180
23,109,23,2,139
17,66,25,1,124
15,137,23,1,192
17,194,25,1,197
14,334,23,1,145
15,22,23,3,116
20,90,24,2,126
16,91,25,2,104
16,199,23,1,149
18,172,23,1,194
14,201,24,1,134
19,202,25,1,169
16,93,23,2,195
16,351,23,1,195
21,353,25,3,173
20,207,25,1,131
12,95,23,2,138
16,48,25,2,108
17,240,23,1,155
6,181,24,1,161
15,364,25,1,157
20,98,23,3,163
17,49,23,2,140
