p,r,w,v,T
16,0,13,4,139
3,0,13,1,126
9,1,11,1,143
16,3,15,3,159
14,3,23,3,146
12,3,21,1,106
18,12,9,1,170
14,4,12,1,149
28,15,17,1,158
16,12,10,1,138
14,19,9,1,160
27,1,11,1,106
16,13,9,3,172
16,5,19,3,114
16,13,10,1,136
11,17,22,1,144
7,10,14,4,183
5,16,17,1,107
19,14,20,3,140
6,21,21,2,134
16,3,10,1,149
37,17,9,2,110
29,14,18,3,120
17,3,13,1,119
15,19,23,1,165
18,28,21,1,192
16,7,12,1,141
16,3,23,1,170
3,11,20,1,120
11,4,12,2,121
19,15,23,1,104
16,20,19,1,156
16,31,21,2,166
16,42,14,4,131
27,33,11,2,198
12,67,10,1,199
12,35,13,1,163
38,47,22,3,180
16,73,13,1,186
15,44,15,2,195
5,5,14,2,130
18,79,13,2,124
9,47,17,1,192
6,11,15,4,158
21,84,17,1,119
20,23,18,1,110
4,29,23,2,117
23,30,20,1,135
18,46,11,7,138
15,47,23,1,159
13,26,21,3,126
15,26,17,1,197
19,20,9,1,201
15,20,13,4,149
25,35,9,1,193
20,7,15,4,150
23,36,23,1,133
12,109,16,5,172
5,30,10,1,185
14,47,14,1,112
13,38,16,2,101
12,68,20,1,194
16,8,15,2,143
19,60,9,1,138
13,33,19,3,161
13,73,21,1,170
16,63,22,2,197
16,86,12,4,187
12,9,16,1,165
16,9,17,4,164
27,18,21,1,197
16,57,23,1,107
3,58,12,1,156
26,93,22,3,135
22,47,21,1,185
25,48,18,2,162
28,10,20,2,184
19,99,17,1,198
26,30,18,4,162
15,40,9,2,150
14,154,13,2,152
15,52,12,1,142
32,31,14,2,199
14,53,23,3,162
18,107,10,1,139
16,109,22,1,100
16,33,23,1,100
17,33,21,1,197
17,70,23,1,192
27,23,23,1,162
17,72,15,2,141
17,116,14,1,138
16,103,9,2,100
14,89,21,1,124
20,24,22,2,126
16,36,20,1,163
16,92,17,1,117
15,37,11,1,102
14,63,10,1,111
15,13,16,1,131
24,80,13,1,165
17,81,12,1,121
16,98,18,2,119
7,198,14,1,198
26,83,23,2,126
21,202,12,3,122
18,27,22,1,108
4,41,19,4,117
20,55,9,1,137
17,122,9,1,182
17,88,10,2,112
16,142,22,2,111
13,57,9,2,120
12,29,15,1,111
16,128,14,1,184
16,59,20,6,101
19,30,9,3,166
5,225,11,1,100
7,75,12,3,184
27,46,17,4,144
16,61,21,2,173
19,15,23,1,196
16,62,17,1,177
15,138,10,1,167
16,63,21,1,155
11,16,19,1,154
15,81,18,1,182
17,16,18,2,199
20,33,10,1,142
15,165,17,1,189
28,104,18,2,183
17,17,23,2,155
10,253,14,2,123
22,51,22,1,195
25,150,11,1,121
13,35,17,1,193
14,261,23,2,151
29,18,13,1,102
16,155,13,1,125
15,89,17,1,133
10,134,22,2,120
19,90,18,2,102
15,18,16,1,123
18,91,20,1,100
9,115,13,1,124
15,278,22,1,196
6,75,13,2,129
22,282,16,3,116
17,95,12,1,108
16,143,11,2,172
16,77,20,3,175
8,19,17,1,161
7,39,10,2,132
16,39,19,2,117
10,79,17,3,110
9,40,22,2,175
17,40,23,1,154
8,151,21,3,149
20,202,22,2,196
14,81,11,1,123
15,179,20,3,193
23,309,19,2,184
13,311,20,2,116
13,42,13,2,149
16,21,17,1,112
14,185,21,1,102
15,319,19,3,102
14,160,19,2,201
20,64,23,2,120
15,135,17,2,165
21,22,11,1,183
17,219,11,2,132
18,330,18,1,141
16,332,11,2,121
17,223,11,1,188
9,140,9,3,156
16,90,13,2,176
19,170,22,3,137
10,91,15,1,122
16,23,21,2,119
15,230,9,1,113
18,203,23,1,190
15,175,12,1,128
16,47,12,3,163
11,118,15,2,153
17,237,11,1,173
13,119,16,2,156
15,239,18,3,186
17,180,16,4,161
19,48,19,4,161
8,182,22,1,108
19,73,22,6,123
24,123,13,2,153
20,74,19,1,120
5,217,21,2,161
16,218,20,2,156
25,75,13,1,115
16,50,10,1,122
38,25,16,3,153
17,127,22,1,111
23,224,23,1,143
13,386,9,1,139
15,226,22,1,124
17,104,21,2,162
15,104,18,2,162
18,164,10,1,149
20,165,22,3,193
12,106,17,2,192
23,53,13,1,121
6,134,9,2,180
15,202,20,1,132
4,169,15,3,185
5,136,9,3,201
22,204,10,3,183
19,27,23,3,200
23,55,10,2,123
16,111,23,1,135
18,174,17,1,133
24,28,18,1,146
10,84,16,1,121
16,211,14,2,114
12,283,17,5,161
18,284,16,4,172
14,114,12,1,176
16,29,19,3,186
34,252,21,4,196
13,217,15,1,132
13,182,21,1,130
18,146,21,4,132
1,117,15,2,167
9,258,17,2,172
16,89,12,1,135
12,148,23,7,199
18,298,15,1,140
16,90,23,2,105
17,451,10,3,113
22,302,16,1,190
16,265,13,3,162
3,457,12,1,195
21,92,18,2,106
15,230,12,2,184
15,31,20,1,107
4,194,15,2,178
14,233,9,1,112
16,94,16,1,119
17,196,10,1,170
18,63,22,1,184
12,32,22,2,188
18,238,18,1,160
16,199,17,1,142
16,320,15,1,135
16,281,14,1,198
15,161,23,3,101
13,97,15,1,189
35,33,21,1,124
15,326,14,5,181
12,328,18,2,108
17,247,14,2,164
16,248,12,1,114
16,33,11,3,179
19,291,10,1,141
21,292,12,4,100
24,251,22,3,196
16,101,12,1,126
32,169,19,2,166
13,34,9,1,200
12,340,21,2,190
16,214,21,2,189
15,514,22,1,172
17,69,11,2,192
18,69,19,2,167
14,69,9,2,177
23,348,20,1,162
4,262,16,1,190
18,351,23,1,189
11,352,22,1,155
16,106,18,2,175
5,532,20,1,118
27,142,10,1,184
9,107,9,2,185
11,107,9,1,128
35,315,17,3,182
23,36,15,2,148
13,317,12,1,158
23,318,15,1,148
26,547,16,1,130
15,320,12,3,170
21,147,21,2,170
14,74,10,2,182
17,74,23,2,192
8,325,14,1,119
14,186,23,2,197
19,112,9,2,192
19,375,9,1,188
12,329,23,4,114
15,330,23,2,195
19,189,20,1,130
4,333,14,2,196
21,286,10,4,106
15,115,14,2,152
11,115,20,1,184
18,241,20,1,128
16,338,23,1,127
13,39,17,3,184
16,78,15,1,161
15,244,12,1,157
16,78,16,1,113
13,246,22,1,164
12,591,11,1,116
13,395,11,1,117
18,79,10,2,138
19,597,10,1,107
21,299,10,1,127
32,350,16,4,167
17,251,9,2,183
15,161,14,1,124
14,121,20,1,176
15,122,18,2,195
21,41,10,2,196
17,255,15,2,176
10,41,17,1,130
17,616,9,1,135
17,412,9,1,115
17,83,20,2,177
26,124,13,3,136
9,83,22,1,154
17,83,18,4,102
16,418,17,2,189
16,420,20,3,106
16,421,11,1,194
6,264,16,1,140
15,85,18,1,130
16,85,14,1,199
21,128,21,2,201
12,128,18,1,143
16,643,11,2,142
11,172,16,2,101
12,172,20,2,119
20,216,23,1,188
11,434,12,3,173
16,174,23,1,116
17,327,14,1,193
16,383,21,3,174
12,44,19,1,189
17,275,19,1,164
9,88,13,1,119
17,277,14,1,176
23,222,20,2,156
16,178,13,2,150
12,335,15,1,195
17,45,23,1,165
17,225,11,1,135
14,225,10,1,101
16,181,10,1,154
18,181,20,1,193
9,182,14,2,133
9,456,22,2,134
23,91,9,1,132
22,92,15,1,126
17,184,22,2,121
24,230,23,2,165
17,346,15,1,143
17,185,13,2,164
9,465,9,1,193
6,291,23,1,177
16,140,12,2,110
5,47,9,1,101
13,235,21,3,194
13,294,22,2,161
16,295,17,3,149
12,142,20,4,184
18,712,18,1,137
23,476,10,3,144
3,716,19,1,157
16,239,10,2,163
19,720,23,1,173
24,361,13,2,161
27,362,11,1,195
16,97,10,1,181
17,242,17,2,146
21,425,18,1,108
7,98,18,1,199
14,196,16,2,197
12,429,15,3,104
31,197,16,1,190
15,739,9,1,126
17,741,12,2,121
15,248,15,1,166
17,248,13,2,176
19,498,16,2,165
15,312,13,1,199
16,150,17,2,185
15,50,9,1,127
12,754,21,2,116
15,101,18,2,141
18,51,11,2,167
10,760,13,1,145
16,381,22,3,119
14,764,20,1,160
7,255,20,2,192
14,256,21,1,196
15,154,18,4,184
26,772,9,2,101
8,206,17,1,139
10,517,10,4,155
19,324,21,1,122
11,455,21,2,166
16,781,13,1,104
17,392,21,2,138
16,209,13,1,158
11,393,9,1,108
21,789,17,1,171
16,791,13,1,150
15,330,16,3,147
13,530,20,1,175
8,159,16,1,139
17,466,12,2,179
21,534,10,3,123
2,535,13,3,163
11,161,19,1,179
22,107,14,1,190
16,162,18,1,162
11,162,18,1,198
21,474,16,2,200
13,339,9,2,122
12,340,11,4,102
14,55,21,2,179
21,342,19,1,104
14,55,14,4,115
20,55,18,1,146
