p,r,w,v,T
16,0,20,3,192
23,1,20,2,176
22,1,21,1,158
16,2,19,1,150
18,5,21,2,198
12,4,19,1,161
12,2,20,1,172
18,2,20,3,166
19,5,19,1,149
18,1,21,4,139
15,5,21,1,183
18,4,19,1,182
8,6,21,1,156
22,10,19,2,156
20,16,21,1,139
18,2,20,1,188
17,15,19,1,155
13,14,20,1,129
15,35,21,2,122
17,18,19,1,130
17,13,21,1,199
16,41,20,2,121
13,18,19,1,138
7,26,21,3,185
18,12,21,1,119
15,20,20,3,143
14,7,21,1,152
16,26,20,2,119
11,32,19,1,136
17,33,19,2,110
15,29,21,2,136
21,60,21,2,120
12,31,19,3,147
16,17,21,1,180
8,44,19,3,107
25,45,19,2,112
5,35,20,2,109
15,36,19,1,190
17,37,19,1,175
10,31,20,3,173
3,15,21,1,130
27,79,20,1,112
22,34,19,1,118
16,17,20,4,181
13,35,21,1,196
16,29,20,3,156
16,30,19,1,174
17,60,19,1,199
13,12,19,4,120
18,47,19,3,109
17,64,20,2,124
13,13,20,3,109
17,33,20,1,175
16,102,20,1,132
23,7,20,1,175
17,21,19,1,103
7,7,21,1,137
10,29,21,1,146
13,30,21,2,185
22,47,20,1,108
13,116,20,1,109
19,39,21,1,126
15,80,20,1,158
6,71,19,2,124
10,82,20,1,177
16,17,19,2,169
13,74,20,1,193
14,75,19,2,121
27,55,21,4,170
17,44,20,1,173
20,56,19,1,153
28,9,21,2,152
23,58,20,2,109
26,38,20,1,180
16,48,19,1,118
18,84,19,1,195
14,29,20,3,104
8,87,19,1,109
5,50,19,1,196
21,89,21,3,178
17,31,20,1,139
7,78,20,1,147
8,11,20,3,113
21,53,20,1,169
17,81,19,3,191
21,96,19,4,144
14,111,20,1,189
13,84,20,1,130
20,57,20,3,123
3,46,20,2,171
18,116,19,3,117
23,176,20,1,155
13,89,21,2,134
19,105,19,1,185
27,24,19,1,137
14,61,21,2,200
16,62,20,1,160
15,50,19,2,111
13,79,19,1,190
15,80,19,2,142
12,113,19,1,198
16,97,19,2,159
12,66,21,2,142
16,53,20,4,150
14,134,21,1,110
15,84,20,2,100
14,119,19,1,145
21,69,20,2,138
15,208,20,3,186
7,28,20,1,109
19,212,21,1,120
16,14,20,4,154
17,58,20,3,101
12,73,19,2,124
18,59,19,1,165
16,129,21,2,192
20,75,19,3,107
11,113,20,1,191
18,228,21,2,115
13,230,19,1,100
13,46,19,1,168
20,234,19,1,150
15,63,20,2,120
14,158,20,2,187
24,239,20,1,129
16,48,21,2,183
21,65,21,3,132
6,245,21,1,147
19,103,20,1,121
13,249,20,1,190
16,251,20,2,182
12,84,19,1,114
16,68,20,2,118
16,34,19,2,139
22,129,19,2,189
13,109,20,1,167
19,70,20,3,116
14,35,19,2,116
13,18,21,2,101
16,156,20,4,112
1,54,20,2,185
21,54,20,2,102
17,274,21,1,106
12,115,20,2,103
9,139,20,1,126
15,280,21,1,138
3,282,19,1,153
15,284,20,2,104
17,19,19,2,158
16,168,21,3,155
25,77,21,1,193
19,78,19,4,172
25,122,19,4,127
18,148,21,1,173
17,297,21,1,186
14,150,20,1,179
15,80,20,2,179
16,61,21,2,127
27,102,21,3,179
16,102,19,1,118
17,129,20,3,148
15,21,19,1,148
17,182,21,1,164
15,84,21,2,157
15,132,21,3,175
16,106,21,1,198
9,187,21,1,139
7,64,21,2,165
16,189,19,2,172
13,136,20,2,141
14,219,21,3,174
16,22,19,1,167
20,44,21,5,114
17,223,19,1,116
23,67,21,1,154
18,225,19,1,122
14,68,19,4,112
14,228,20,1,114
19,344,21,1,201
12,23,19,1,188
14,174,20,1,113
11,47,20,3,128
6,47,20,2,197
23,353,20,3,160
21,178,21,1,162
14,119,19,1,186
31,24,21,1,166
15,96,19,2,169
16,24,20,3,169
17,122,20,2,184
14,98,21,1,101
22,74,21,3,136
12,216,19,1,146
19,50,21,1,166
6,75,19,2,154
12,100,19,2,148
21,25,19,1,122
16,101,20,3,142
16,25,20,2,170
20,51,19,1,104
10,225,19,1,105
15,162,21,3,124
16,104,19,1,154
14,163,20,2,118
17,394,21,1,139
22,198,19,2,156
7,232,19,2,195
18,233,19,1,118
2,54,19,1,178
15,269,19,1,172
17,270,20,1,174
32,238,20,1,138
24,27,21,1,195
17,240,21,1,200
15,241,20,1,159
25,83,21,1,166
17,56,19,3,137
15,279,20,1,163
11,56,21,2,114
17,85,19,1,116
7,212,20,1,134
16,57,20,1,182
17,57,19,1,133
11,287,20,1,132
17,432,20,1,133
19,181,21,1,139
14,182,19,1,107
19,146,21,1,139
4,440,19,2,173
14,59,21,1,164
20,185,21,1,158
18,186,20,2,148
13,30,19,2,132
16,60,19,1,154
17,188,20,1,150
9,91,19,1,116
19,266,19,3,177
21,305,20,1,124
14,31,20,1,199
15,92,19,1,191
17,309,20,1,142
18,155,20,2,152
16,156,20,1,150
25,31,19,3,114
18,31,19,1,187
20,158,20,1,135
28,198,21,2,198
18,477,19,1,108
15,239,21,3,189
17,481,21,1,158
16,281,21,1,143
26,283,19,1,110
22,284,19,1,109
11,244,19,4,175
18,204,21,3,138
17,33,19,2,156
15,99,19,3,135
16,66,21,1,167
18,133,21,2,158
15,250,21,1,106
16,33,19,1,157
15,67,21,2,181
11,34,20,4,177
16,254,21,1,116
17,297,20,2,157
14,136,20,1,197
13,214,20,1,186
15,137,21,1,139
15,215,21,1,182
20,303,19,1,197
14,139,19,1,164
16,105,19,2,130
21,105,20,2,174
22,307,19,1,186
24,353,20,2,173
17,177,21,1,158
14,222,21,1,116
15,107,20,1,140
14,179,19,1,181
16,36,19,3,151
12,540,20,1,188
10,226,19,1,148
11,73,20,1,130
14,319,21,2,179
20,320,21,2,117
12,367,21,2,173
17,230,20,1,115
16,369,19,3,129
14,148,19,1,108
31,232,20,1,172
20,149,21,1,174
11,281,20,2,107
15,376,20,3,200
10,38,19,1,156
20,113,19,1,154
19,332,19,3,146
27,152,19,1,108
19,76,21,1,191
16,115,19,2,178
14,115,19,1,148
24,154,20,1,145
18,77,20,4,176
16,340,21,2,145
7,341,19,2,107
21,293,19,3,102
29,157,20,2,179
11,394,20,1,166
27,39,20,1,117
25,594,20,2,177
19,298,19,3,191
11,249,21,1,147
19,40,21,3,191
19,40,21,3,163
17,403,19,1,154
13,162,21,3,131
17,405,19,1,150
13,407,21,2,143
31,122,21,1,177
20,614,21,2,118
14,123,21,3,131
22,165,19,1,157
17,413,19,1,112
28,414,21,2,128
14,208,21,1,122
11,42,21,6,156
7,418,21,1,160
11,168,19,1,121
30,210,21,2,145
18,422,20,2,131
20,370,19,1,144
12,85,20,1,115
30,319,21,1,137
16,85,19,2,194
9,86,21,1,109
11,322,19,1,139
13,86,19,2,141
13,324,19,1,191
6,217,20,3,161
17,43,21,3,103
17,654,20,2,101
16,44,20,4,139
24,219,19,1,109
11,220,19,2,138
27,132,21,2,140
16,387,21,2,144
19,222,19,2,149
17,668,19,2,185
16,45,21,1,135
23,179,21,2,195
14,224,19,4,159
16,45,20,2,179
16,135,19,2,148
13,396,21,1,112
11,136,19,2,119
16,91,21,1,122
16,685,20,1,178
12,92,20,1,160
16,459,20,1,119
17,691,19,3,126
18,92,21,1,160
17,232,21,3,186
10,348,19,3,200
16,349,21,1,115
16,701,19,2,180
14,187,21,1,197
20,141,21,1,176
14,353,21,1,190
