p,r,w,v,T
19,0,12,6,167
17,2,19,1,119
13,2,11,1,142
18,3,17,2,142
16,5,13,1,134
9,4,19,2,102
16,8,20,2,161
15,2,18,2,112
17,3,14,3,126
13,2,11,1,141
19,1,17,1,200
16,9,14,1,119
9,6,15,1,144
24,7,15,2,168
19,11,12,1,168
18,17,17,3,199
25,8,18,1,158
16,7,13,4,198
15,12,13,1,104
24,5,19,3,139
16,13,15,2,115
11,24,12,1,179
13,3,11,2,108
17,45,19,2,137
1,3,20,1,161
19,10,11,1,116
7,25,11,4,129
15,31,19,1,155
16,54,12,2,138
14,28,20,2,191
15,24,13,1,141
13,40,12,2,190
7,41,11,3,138
11,64,17,3,175
21,66,15,1,172
9,28,16,2,163
29,19,13,3,148
15,48,15,1,124
16,20,18,2,165
17,50,21,2,188
9,5,12,2,116
16,53,13,1,101
16,48,13,1,143
15,35,20,1,190
12,43,16,3,166
15,23,16,2,144
23,30,17,2,152
17,53,12,1,200
16,39,15,2,147
9,6,16,1,115
36,19,18,1,126
19,58,12,2,150
12,42,15,1,138
15,103,17,1,111
15,44,20,1,171
20,36,19,1,111
22,22,15,1,135
3,46,12,1,123
18,113,13,2,190
12,115,13,3,135
18,68,11,1,143
6,32,16,2,125
13,70,12,1,169
23,33,16,1,166
18,62,16,2,100
16,34,16,2,142
13,53,19,1,141
28,54,21,1,116
13,55,20,1,107
20,36,21,2,143
20,136,19,2,100
13,138,18,2,156
21,37,12,2,109
25,59,14,1,176
19,10,16,1,178
16,49,20,3,163
12,20,13,1,162
12,100,11,1,155
18,50,11,3,133
18,64,21,2,178
13,31,11,1,151
18,52,15,4,177
19,42,11,3,146
16,94,13,3,157
8,82,13,4,167
13,165,13,2,177
21,111,15,2,130
17,11,19,1,172
18,57,14,1,179
16,46,14,1,113
10,23,19,2,167
17,118,18,1,188
13,24,19,1,185
16,75,21,3,177
13,61,14,5,127
18,108,20,1,126
26,62,18,1,112
19,110,11,1,103
17,51,14,1,136
18,51,16,4,166
16,113,14,1,103
11,26,16,2,172
16,82,14,1,161
26,40,19,1,201
10,101,12,1,126
21,85,21,2,167
14,27,14,3,189
26,138,11,1,135
23,70,21,3,188
21,106,17,2,145
17,71,12,2,183
16,90,19,1,149
13,29,13,2,121
15,73,15,1,125
22,148,11,2,107
13,74,12,1,200
16,60,11,2,131
16,61,19,3,121
20,95,15,1,124
16,115,11,2,121
16,233,17,1,155
15,63,15,2,101
16,47,15,1,174
14,119,16,1,121
7,64,18,2,168
22,142,20,3,161
17,143,21,1,193
19,144,13,1,124
21,248,11,2,174
16,146,19,1,146
24,50,12,2,178
23,34,19,4,200
16,17,18,1,140
19,52,11,1,117
13,173,17,2,138
9,131,11,1,137
12,70,13,1,177
20,177,20,2,138
20,89,14,2,135
13,18,15,2,151
14,91,15,1,113
11,182,20,1,103
