p,r,w,v,T,d
22,0,2,1,149,336
11,2,6,1,134,40
16,2,4,1,100,298
20,1,9,1,173,305
22,6,9,1,156,493
21,2,9,1,145,244
1,7,8,1,189,250
23,3,3,1,107,353
31,6,5,1,201,140
24,14,6,1,187,530
17,16,2,1,143,433
20,15,10,4,153,281
9,9,9,1,110,305
27,6,5,2,125,239
10,4,9,1,178,297
26,9,6,1,108,536
17,16,7,1,173,281
16,11,2,2,127,302
15,21,7,2,185,191
26,22,10,1,105,285
13,9,10,2,201,210
25,10,3,1,147,119
31,17,4,1,156,140
17,4,7,1,169,422
21,28,3,1,142,146
24,39,8,1,182,348
7,36,6,2,107,344
25,64,4,1,188,443
28,44,5,1,191,358
16,40,4,1,122,472
20,71,7,1,129,331
23,30,3,1,182,228
23,10,3,1,150,382
30,26,5,1,151,227
18,54,8,1,139,397
13,83,7,1,189,398
18,17,5,1,154,337
21,58,8,1,178,356
21,90,2,1,138,491
25,54,7,1,197,209
22,39,6,1,152,275
4,48,5,2,115,502
45,58,6,1,191,315
24,59,8,1,191,287
35,52,9,1,191,126
19,35,2,1,173,310
7,63,8,1,183,432
26,111,5,1,143,177
19,15,4,1,176,468
38,39,5,1,173,217
31,16,10,1,115,330
10,60,4,1,145,273
8,61,6,2,114,400
2,63,3,1,182,262
33,74,6,1,134,455
9,130,2,1,177,240
15,55,6,1,156,341
28,90,4,2,194,565
4,9,9,1,191,312
12,70,10,2,166,309
26,71,5,1,184,210
31,19,8,1,169,344
4,61,6,1,114,136
26,149,3,1,151,261
34,63,8,1,101,324
28,64,2,2,122,123
23,42,10,1,109,356
6,42,3,1,160,112
34,161,5,3,197,666
14,54,4,1,131,158
17,44,3,1,148,383
13,70,4,1,164,121
27,57,3,1,142,251
9,86,10,1,154,607
33,58,5,4,131,192
19,24,5,1,133,252
36,12,2,1,107,350
16,182,4,1,123,727
25,61,5,1,185,380
11,186,10,1,158,424
25,13,8,1,199,244
19,25,7,2,127,262
16,129,10,1,133,517
25,98,3,1,166,375
1,132,3,1,147,500
9,40,6,1,134,445
27,54,4,3,196,222
37,137,9,1,105,480
14,104,5,1,109,414
36,140,8,1,103,679
5,142,8,1,183,283
26,29,7,1,189,434
14,14,5,1,177,234
29,128,8,1,193,367
26,15,4,1,149,259
21,60,10,1,190,220
27,15,2,1,131,393
10,134,3,1,114,530
21,135,8,2,170,288
18,47,8,1,128,295
26,236,10,1,156,525
12,32,4,1,130,220
21,161,8,1,127,673
23,81,2,1,147,594
14,123,2,1,155,220
14,33,7,1,145,399
37,104,8,1,158,422
17,67,2,1,132,463
18,255,7,1,178,679
13,86,10,3,158,582
38,35,3,1,161,381
23,52,9,1,123,190
13,70,4,1,121,489
30,53,10,1,199,357
36,135,8,1,160,518
34,54,10,1,181,434
13,18,8,1,193,377
26,184,5,1,107,495
8,279,6,2,194,304
6,37,5,1,157,417
14,283,9,1,175,307
