p,r,w,v,T
21,0,22,1,168
16,1,21,4,121
16,2,21,2,189
17,0,20,2,173
14,3,20,1,123
16,5,23,2,174
3,3,24,1,148
15,9,20,1,198
18,3,20,1,136
18,1,24,1,198
11,7,21,1,134
23,13,21,3,164
35,2,22,2,148
16,17,23,1,127
15,9,21,1,108
13,15,22,3,186
16,6,22,1,132
7,22,21,2,126
16,12,25,1,134
14,12,25,4,191
16,5,21,1,164
18,17,22,2,126
16,18,22,3,162
18,26,25,4,111
21,13,25,1,151
15,7,21,2,100
23,7,24,2,120
13,4,25,2,108
18,4,24,2,134
24,33,24,1,121
26,29,22,1,129
12,16,20,1,197
12,13,23,2,129
12,13,22,2,174
21,4,20,5,147
13,5,22,1,139
19,19,22,4,171
18,72,22,2,122
12,74,25,1,105
5,38,23,1,164
14,10,20,2,174
9,53,23,3,149
17,55,21,3,160
19,35,22,2,159
12,86,25,1,189
15,51,25,1,151
16,30,25,2,193
21,18,25,4,133
19,94,24,2,144
15,48,21,3,132
17,57,20,1,168
16,100,20,4,148
14,68,20,3,151
32,14,24,3,108
26,14,20,2,196
14,7,24,2,163
29,22,24,2,176
16,22,24,2,190
18,76,21,1,115
16,38,25,2,143
17,16,23,2,112
4,70,20,4,157
15,16,25,1,173
21,82,22,1,143
18,125,24,3,164
12,8,24,2,163
17,34,20,1,109
21,9,20,3,188
17,35,21,1,186
15,45,25,2,123
16,27,22,3,186
15,18,20,1,187
10,28,21,1,101
21,29,23,1,153
17,145,23,2,144
23,49,22,2,100
18,87,25,3,107
25,63,24,2,181
28,51,21,3,123
15,103,21,2,165
8,42,20,2,109
12,21,25,1,131
19,80,25,1,144
23,54,22,2,144
20,109,22,3,112
16,83,23,2,162
16,84,21,1,100
16,11,22,3,117
17,46,20,1,155
8,12,25,1,102
2,103,24,4,100
21,89,20,2,154
18,75,23,2,132
6,76,21,3,128
13,184,25,1,185
15,77,21,1,181
10,94,21,1,171
15,38,25,2,104
20,13,21,2,105
9,81,25,3,104
29,52,21,2,120
10,115,25,2,113
16,27,24,1,144
20,101,23,2,196
18,203,25,1,107
17,85,20,3,126
16,41,25,3,190
20,105,21,1,139
19,70,24,1,193
16,71,25,1,129
20,125,21,1,147
21,217,25,2,198
27,58,22,1,129
16,129,23,2,164
20,130,22,2,163
16,60,21,2,109
16,15,20,3,125
16,133,25,2,120
13,96,24,1,164
13,15,20,1,114
13,234,23,1,134
19,47,24,1,153
14,48,20,1,171
17,64,23,1,146
16,32,22,1,148
21,65,22,2,179
15,66,22,1,123
12,83,21,2,133
27,125,22,3,126
22,168,21,1,192
16,106,20,2,111
11,107,23,1,133
15,258,23,1,163
21,69,20,1,121
22,52,25,1,184
14,18,22,1,169
20,266,21,3,118
14,54,24,1,169
14,135,23,1,151
18,181,22,2,186
12,273,20,2,109
15,161,24,2,140
16,92,22,2,171
13,186,25,1,193
14,19,24,2,196
16,19,25,1,190
15,285,22,2,120
33,191,24,3,133
13,19,21,1,162
21,39,22,4,149
19,293,25,1,180
32,98,20,1,144
14,124,20,2,142
18,299,25,3,147
16,40,22,1,198
16,81,24,1,186
14,305,22,1,116
19,128,20,2,193
13,154,21,1,107
16,21,21,1,134
9,182,22,3,157
8,131,21,4,130
12,316,23,2,107
18,133,20,2,104
18,160,23,1,116
21,161,24,1,139
17,65,24,2,193
15,43,23,1,200
16,88,22,3,110
13,22,20,3,156
14,332,21,1,135
15,223,23,2,103
16,196,22,1,170
8,113,25,1,134
20,227,20,1,136
16,171,21,1,166
14,92,21,4,195
19,115,23,3,191
15,23,22,2,154
15,350,24,1,156
17,176,20,2,150
