p,r,w,v,T
8,0,20,3,141
15,0,20,1,118
16,2,23,2,142
19,1,19,1,115
23,3,19,2,130
17,2,25,3,154
17,1,19,1,166
23,8,21,1,178
13,9,20,2,201
15,4,21,1,161
25,8,15,1,154
23,9,17,1,194
16,2,16,3,114
13,8,24,3,143
19,5,20,2,177
16,2,20,2,191
17,16,15,1,125
37,2,17,1,128
16,21,19,1,101
25,22,17,2,170
16,23,25,1,160
15,17,16,2,114
19,18,21,2,173
13,15,15,2,159
15,20,23,2,144
21,3,24,5,195
24,25,16,1,120
15,18,22,2,126
19,55,16,2,134
15,15,17,1,135
11,24,20,3,166
16,25,22,1,129
19,36,24,1,159
12,27,16,1,181
11,44,17,1,174
16,18,15,1,121
14,70,19,2,196
15,72,20,3,146
8,25,22,1,184
17,25,16,2,183
18,39,17,1,102
29,40,20,1,159
12,11,15,1,104
22,49,25,1,134
16,17,20,1,144
16,51,21,2,132
4,45,18,4,128
16,31,17,4,142
14,25,15,1,138
25,56,15,1,134
14,26,16,2,156
18,42,22,1,100
14,7,18,1,162
16,14,20,1,112
30,14,19,2,105
22,22,16,1,184
15,46,18,1,119
22,111,16,2,168
24,76,18,1,166
15,77,24,1,125
11,59,17,1,197
21,60,20,2,122
20,16,15,2,153
3,41,22,1,104
15,52,25,3,106
14,85,17,1,137
11,17,16,4,121
39,17,22,1,156
21,35,16,1,158
15,36,18,2,109
19,91,16,2,154
17,93,24,2,158
16,94,23,1,181
17,59,24,3,152
14,29,18,1,104
18,29,24,3,133
15,20,16,2,101
28,10,18,1,177
13,153,19,1,102
12,10,23,2,197
6,78,22,1,106
15,32,25,1,135
17,160,24,1,191
11,11,19,1,198
18,44,21,1,186
7,44,18,1,151
7,34,23,2,152
27,85,21,2,114
16,86,25,1,143
16,12,15,3,114
16,47,19,2,171
18,47,18,1,172
14,60,21,1,196
15,91,25,1,106
15,92,21,2,162
9,108,18,2,102
20,109,22,1,149
12,126,17,1,111
9,51,24,2,151
19,194,16,3,188
12,130,15,1,161
18,66,18,3,185
16,13,18,1,125
19,40,23,1,101
5,203,17,1,126
21,27,20,2,197
13,28,15,3,129
24,87,24,1,121
13,141,24,4,149
18,142,21,1,159
31,14,19,1,162
6,90,24,1,176
12,58,20,1,103
6,110,16,1,166
22,223,24,2,149
21,131,23,2,158
28,45,24,3,193
14,229,19,3,182
12,15,21,1,162
16,155,22,3,119
14,98,17,2,201
16,138,18,1,157
12,64,18,1,178
17,32,22,2,167
16,162,15,3,177
6,102,23,1,155
26,82,24,2,116
21,50,25,4,115
12,146,20,2,183
21,50,25,1,103
13,169,23,2,181
16,85,22,1,170
12,172,17,1,164
29,52,16,4,112
