p,r,w,v,T
9,0,2,4,133
20,1,3,2,185
15,4,3,1,126
16,6,2,2,103
18,2,3,1,117
18,5,2,1,171
17,8,2,1,156
22,8,2,1,147
7,3,2,3,171
23,12,2,3,109
21,20,2,2,102
37,7,3,1,188
31,10,3,2,104
14,2,2,2,201
29,6,3,1,131
16,15,3,1,195
19,13,3,2,198
13,22,3,2,111
17,5,3,1,155
15,22,2,4,181
37,20,2,2,149
7,8,3,3,126
15,18,3,1,191
10,27,2,2,116
20,47,3,3,160
22,29,2,2,120
12,21,3,1,201
17,53,2,2,187
15,55,3,1,137
17,57,3,2,139
15,25,3,2,151
11,16,2,2,165
19,26,3,1,145
25,4,2,1,133
12,45,2,2,193
6,29,2,3,177
19,71,3,1,198
17,20,3,1,115
17,44,2,3,129
12,51,2,2,157
18,16,3,2,140
17,5,2,2,199
15,83,2,4,151
18,6,2,2,176
18,44,3,1,151
17,24,3,1,100
17,38,3,2,143
24,12,2,1,192
18,25,2,1,139
16,32,3,1,171
14,49,3,4,176
17,67,3,3,180
14,7,3,1,122
16,52,2,4,161
16,14,2,1,147
19,73,3,1,126
7,22,2,4,102
19,66,3,2,169
13,48,3,2,140
28,39,3,3,159
17,24,3,2,194
5,70,2,1,117
9,61,2,1,193
15,8,2,2,161
31,8,2,1,161
7,9,2,3,175
14,76,3,2,120
15,9,3,4,122
21,9,3,1,154
18,57,3,1,164
19,69,3,3,128
21,70,3,1,103
11,9,3,3,128
25,96,3,1,127
14,85,3,2,173
13,62,2,1,193
18,40,3,2,151
18,89,3,2,130
18,90,3,3,196
13,10,3,1,189
11,32,2,4,184
23,93,2,4,138
15,32,3,1,126
17,44,2,1,122
11,33,3,5,117
16,168,3,2,165
14,99,3,1,185
17,11,2,1,140
27,87,3,1,112
16,88,2,3,118
16,119,3,3,131
4,36,3,1,175
17,24,3,2,144
9,25,2,2,194
23,37,3,1,197
17,63,2,1,159
8,25,2,2,123
23,96,3,3,145
21,81,3,1,133
4,65,2,2,178
13,99,2,1,177
16,27,2,4,116
28,134,2,1,122
16,27,3,2,161
16,69,2,1,131
23,104,2,2,168
14,105,3,2,191
22,28,2,1,144
10,57,3,3,104
19,29,3,2,127
14,145,2,1,101
26,110,2,3,135
13,221,3,4,186
6,60,2,2,124
22,131,3,1,126
21,227,2,1,189
23,61,3,1,183
