p,r,w,v,T
8,0,9,2,126
16,1,12,1,176
18,0,11,1,133
21,4,9,5,105
14,4,18,2,187
24,7,14,2,117
21,2,14,2,128
16,1,12,5,199
3,2,9,3,144
10,5,10,2,115
14,3,9,2,143
22,1,16,1,102
23,3,13,1,189
14,13,13,2,130
14,16,9,2,191
6,4,15,2,178
14,18,17,1,186
15,4,18,1,105
38,7,18,2,155
15,10,17,2,123
16,8,14,3,132
16,21,12,1,167
16,14,19,2,167
5,26,14,2,125
13,27,9,2,122
16,13,15,1,171
13,10,9,1,154
4,22,19,3,113
15,15,9,2,142
22,33,15,1,190
20,12,19,2,150
23,20,17,1,178
18,8,12,1,102
21,65,14,2,178
14,22,11,2,107
24,5,15,2,190
25,29,14,3,126
24,73,19,1,188
14,75,19,1,172
14,32,16,1,109
10,5,10,1,142
22,5,14,4,142
26,11,14,1,175
16,49,9,3,106
27,58,14,1,179
21,59,14,3,158
16,38,12,1,194
35,31,16,2,120
14,13,18,2,105
14,13,11,1,200
17,49,13,4,114
20,67,13,2,149
8,20,15,1,103
20,104,19,2,151
3,7,15,4,126
14,36,16,2,145
19,55,19,1,151
17,7,10,3,136
9,114,18,1,187
17,58,9,1,117
20,49,13,3,125
16,120,18,1,149
21,16,18,2,109
18,72,13,1,184
16,84,18,1,127
7,34,18,1,107
14,43,18,2,113
11,9,16,1,145
15,67,18,1,153
17,36,9,4,181
16,80,10,2,141
16,37,9,2,143
17,19,9,2,104
19,29,14,1,162
13,10,11,2,180
17,10,12,1,191
16,40,16,4,135
10,63,15,1,129
20,41,12,1,174
11,52,17,1,146
18,105,16,2,180
14,42,10,1,145
11,161,11,2,194
14,11,12,2,161
18,82,11,1,103
10,22,15,3,169
17,56,10,1,162
9,85,9,2,186
13,35,13,2,185
9,175,10,1,143
15,74,12,5,153
14,74,12,2,126
16,105,19,2,183
16,36,11,2,195
16,12,16,2,153
20,37,15,1,157
13,63,15,1,195
16,79,12,1,182
13,128,14,2,119
14,13,13,1,195
21,26,17,4,126
16,53,18,1,142
18,40,14,3,134
13,27,13,2,109
16,54,16,1,199
24,103,11,1,199
11,121,11,1,178
10,56,12,1,124
16,212,19,1,128
16,89,10,1,103
23,43,16,2,192
20,218,18,1,151
3,59,14,3,122
17,92,17,1,150
19,30,13,1,146
13,94,15,1,165
17,228,16,1,191
9,134,16,2,185
11,154,12,3,134
16,62,15,1,113
16,31,18,1,170
8,32,15,1,192
16,16,9,2,165
15,121,9,2,135
15,32,11,1,132
19,123,15,1,106
11,82,18,2,142
14,145,18,1,121
18,33,15,3,151
10,105,19,3,104
13,170,11,1,102
15,86,10,1,165
22,52,10,4,113
14,52,9,2,164
15,88,9,2,118
14,132,10,4,130
2,36,9,3,192
17,269,9,1,127
24,181,18,3,176
6,55,9,2,152
21,55,15,2,141
24,277,9,1,124
22,116,10,1,174
13,37,18,2,104
17,283,17,2,124
15,166,19,2,140
6,57,9,1,177
12,192,18,1,185
15,290,11,2,174
16,58,19,1,200
18,294,10,2,161
20,296,13,1,113
11,149,10,3,192
22,20,17,2,188
15,176,15,1,200
24,177,16,5,166
20,82,12,1,172
15,180,19,1,159
12,21,17,1,104
16,156,10,2,198
25,84,16,1,141
11,42,11,2,142
26,106,13,2,192
14,320,18,1,194
17,322,17,1,116
8,108,13,2,154
17,190,17,2,169
6,87,18,2,103
22,165,12,1,123
15,193,18,1,167
9,195,15,1,134
21,196,14,3,131
15,67,9,2,137
34,45,9,3,152
13,228,15,2,166
