p,r,w,v,T
28,0,13,2,112
25,1,13,3,192
24,2,18,3,167
14,3,25,2,182
26,8,24,2,133
13,3,23,1,173
20,8,23,1,127
18,9,19,2,168
12,8,10,2,180
9,9,10,1,130
14,13,16,1,152
14,14,16,1,127
17,24,18,2,140
17,8,13,2,148
36,11,17,2,175
16,6,11,2,185
16,6,18,1,201
3,14,25,3,199
16,12,13,1,177
14,25,18,2,190
18,23,21,3,199
18,41,24,1,187
16,22,20,1,157
16,30,21,1,102
22,9,17,1,105
19,33,14,3,177
12,10,10,1,148
19,14,15,1,197
3,23,19,2,144
21,15,13,1,137
17,59,18,3,119
19,4,16,1,154
15,42,18,1,189
17,13,21,1,196
13,18,13,1,182
9,34,13,1,133
12,14,21,2,165
15,30,14,2,153
15,37,18,1,170
16,5,13,1,194
24,52,19,1,183
13,40,16,2,132
15,48,15,2,181
13,49,20,4,144
17,6,15,2,105
16,12,25,2,104
24,45,13,3,107
12,38,24,2,194
14,55,12,2,128
10,6,21,1,194
19,20,23,1,190
16,27,20,3,158
14,7,11,1,183
19,61,14,1,149
11,21,12,2,125
16,108,11,3,149
15,22,25,5,151
18,112,17,3,155
15,38,11,1,198
11,15,14,1,190
14,118,12,2,174
12,120,13,1,138
21,122,17,2,143
16,124,24,3,197
15,84,18,2,166
16,53,14,1,101
16,35,25,1,188
20,44,20,1,143
14,27,23,2,180
20,56,10,2,182
14,9,19,1,180
13,9,12,1,132
18,38,24,1,101
19,48,14,1,182
16,48,20,2,166
21,74,13,2,137
13,74,24,2,107
20,30,16,2,155
15,153,23,1,166
13,10,23,1,147
16,105,12,1,140
14,11,23,2,106
11,11,17,1,126
16,81,20,1,169
21,11,18,1,178
14,167,19,1,178
15,11,16,2,193
16,23,15,3,106
26,115,14,4,117
16,35,17,1,104
18,103,12,2,195
8,104,10,4,140
17,48,25,2,121
18,24,14,1,138
9,12,13,1,164
17,25,21,1,201
23,50,13,2,100
16,13,24,1,159
6,192,14,1,190
12,81,14,2,199
16,52,19,1,141
19,132,23,1,196
20,13,16,2,101
21,67,20,2,107
1,136,10,2,123
16,69,13,3,190
16,28,17,2,123
2,56,23,3,174
14,124,14,1,183
17,28,13,2,186
9,144,16,4,181
3,44,18,3,121
21,220,21,2,171
23,59,14,2,144
14,30,23,2,174
16,15,14,1,113
20,61,15,1,174
4,153,15,3,133
13,46,18,1,196
16,97,16,2,200
22,31,24,2,161
7,237,24,2,173
15,16,23,1,100
12,161,11,1,169
15,32,24,1,138
15,82,21,1,158
21,124,19,2,158
20,50,21,1,156
32,17,22,2,180
21,253,16,1,173
14,106,15,1,135
16,34,19,3,192
11,86,11,3,144
10,17,14,2,177
12,109,18,2,200
13,88,16,1,178
24,133,11,2,159
16,90,13,1,153
15,36,14,1,110
23,182,13,3,116
22,114,15,1,197
25,161,19,2,164
17,56,21,1,166
22,19,11,4,152
11,94,12,2,186
6,76,20,1,154
21,57,20,1,168
12,192,18,1,102
16,39,15,4,196
16,292,21,1,191
27,39,10,1,107
15,148,11,4,172
15,124,13,2,156
18,300,14,1,102
17,201,25,2,125
18,127,21,1,184
17,204,22,1,161
19,21,20,2,102
8,62,15,1,166
19,62,17,4,162
16,314,18,1,168
17,84,24,3,107
25,318,13,3,106
30,186,15,1,154
23,321,15,4,180
16,323,23,1,113
25,43,10,1,145
14,136,22,1,141
15,88,11,1,196
12,110,20,1,154
23,194,13,2,173
21,168,18,2,199
17,169,18,1,111
16,198,16,1,167
5,68,22,1,174
11,143,12,3,111
18,46,13,1,177
15,202,13,1,109
11,116,11,1,194
13,23,17,1,175
18,176,17,1,129
17,95,12,4,143
12,48,19,1,114
17,209,21,2,119
24,24,12,1,126
18,151,16,3,180
12,243,18,1,172
12,24,15,2,176
8,184,21,1,165
21,25,25,2,161
18,155,23,3,108
13,50,12,3,157
17,25,10,1,147
11,252,21,2,110
17,127,24,1,119
13,76,21,1,150
14,192,24,1,106
6,225,25,2,182
13,226,13,1,183
17,78,18,2,161
16,52,22,2,124
17,53,14,5,196
20,231,14,1,156
7,80,16,2,183
16,233,24,2,138
18,167,23,2,200
16,404,11,2,171
17,108,12,1,103
14,238,21,2,103
16,55,14,3,122
12,274,22,1,194
16,110,17,1,190
15,83,25,4,147
16,418,14,2,110
20,28,11,1,197
19,211,21,2,163
11,28,11,2,175
15,142,19,1,120
15,85,25,5,121
18,215,21,2,129
22,58,10,2,139
16,29,19,3,152
16,87,12,2,129
15,87,14,3,164
15,439,18,1,164
16,59,13,2,179
8,30,16,3,119
15,223,22,1,122
19,149,21,1,102
15,449,10,2,161
14,188,15,1,135
9,226,13,2,124
11,121,15,1,142
14,152,10,2,138
17,92,21,1,108
14,230,17,1,117
14,270,16,3,103
17,155,11,3,185
8,272,15,1,161
16,62,19,1,120
16,196,13,3,129
24,236,24,3,140
16,127,16,2,169
16,318,12,2,145
14,159,14,2,119
14,96,18,1,157
16,161,10,1,197
13,129,16,2,118
9,284,24,1,136
11,325,13,2,180
7,327,17,2,125
19,205,16,1,174
10,247,21,1,173
20,248,20,1,190
11,66,23,1,175
16,100,14,2,180
13,209,25,2,165
14,168,16,1,128
16,135,22,2,132
14,68,22,3,152
4,136,22,1,118
17,68,22,4,188
13,257,12,4,164
20,258,21,1,200
13,302,24,1,100
14,346,20,4,171
18,304,22,2,120
17,105,25,1,116
17,175,21,1,180
21,527,18,1,179
16,35,20,1,166
18,142,14,1,128
13,533,12,1,166
17,36,23,1,132
11,72,18,1,110
4,108,13,1,177
16,271,15,1,133
5,317,12,3,193
21,363,15,1,168
16,319,17,1,177
17,274,18,2,179
23,147,15,2,184
17,184,19,2,132
16,231,16,2,131
1,186,23,2,172
21,149,25,2,189
17,374,20,1,167
20,38,15,1,120
17,565,17,2,199
14,283,16,1,193
22,76,12,1,106
21,380,11,1,156
18,38,13,2,201
24,115,10,2,192
17,576,21,1,100
18,39,13,3,174
17,290,23,1,153
19,39,12,3,152
9,292,17,1,154
14,293,11,2,201
14,196,22,2,165
14,79,13,1,179
16,592,16,1,136
22,158,22,2,115
28,298,17,2,153
15,349,14,2,170
16,250,17,3,117
23,602,11,1,171
12,121,22,2,100
21,252,10,1,167
14,162,20,2,190
8,203,12,3,184
19,255,12,1,142
20,41,20,4,142
13,410,24,1,102
18,257,14,3,114
4,41,15,3,107
17,311,16,2,154
7,208,21,3,134
44,625,14,2,150
19,167,25,1,105
19,168,16,3,126
39,84,12,1,117
9,84,20,3,139
19,212,22,1,102
21,372,12,2,141
22,266,16,1,111
11,321,24,2,107
8,86,23,1,122
16,430,15,1,176
18,323,24,3,198
28,87,20,2,168
16,271,16,2,191
3,381,17,1,156
28,44,13,3,102
17,88,15,3,191
20,384,13,3,190
8,440,17,2,186
9,387,24,2,131
19,388,25,2,190
18,389,21,3,177
15,668,12,2,146
3,335,11,1,161
20,90,20,1,183
15,225,14,1,128
19,225,20,1,132
16,678,21,3,158
15,227,25,1,195
14,227,13,1,155
16,285,18,2,197
16,183,14,1,178
13,183,20,3,183
15,460,23,1,189
20,346,16,3,154
7,139,15,1,143
26,186,12,1,194
22,349,24,1,198
14,187,21,1,189
17,187,25,4,199
6,235,22,2,107
23,412,14,1,115
22,708,24,3,160
16,355,18,3,165
16,415,17,3,195
10,238,10,2,174
14,358,22,1,137
19,191,17,1,144
7,96,17,2,116
21,361,11,1,119
6,482,19,1,198
7,48,19,1,185
16,424,12,3,169
