p,r,w,v,T
11,0,14,2,137
15,1,12,2,153
14,4,12,1,190
8,4,12,1,118
28,1,13,1,149
15,1,12,1,114
14,4,14,1,150
16,9,14,2,128
4,6,13,1,142
6,17,13,2,201
13,9,13,2,113
17,10,14,1,193
10,9,12,1,173
28,2,14,1,104
12,4,14,1,174
7,12,12,1,141
19,30,12,2,184
23,2,13,3,154
16,23,12,1,105
19,2,12,1,184
16,8,14,1,173
14,17,14,1,117
32,8,14,1,158
15,18,14,3,144
15,30,14,1,165
15,9,12,2,123
12,20,14,3,188
16,25,12,1,132
17,22,13,1,133
16,11,12,2,135
26,19,13,2,137
8,29,13,1,140
28,12,12,3,129
18,8,14,1,137
18,64,13,1,121
14,66,12,2,144
19,40,13,2,106
18,35,13,2,162
14,19,12,3,187
16,43,12,2,130
6,10,12,1,181
18,45,14,2,112
25,53,12,2,185
16,22,12,1,126
16,22,13,3,189
16,50,13,1,112
13,36,14,1,157
14,52,14,3,183
16,91,12,1,154
15,62,14,4,121
8,47,13,1,116
17,40,13,2,156
16,49,14,1,110
17,20,13,1,117
15,59,12,2,137
20,43,13,2,114
14,28,12,2,148
17,29,12,1,131
18,22,13,3,174
8,65,14,1,150
20,23,13,1,180
15,38,12,1,155
12,68,13,2,132
33,119,14,1,110
14,40,14,1,160
16,33,13,1,142
16,17,14,1,161
16,25,12,1,186
13,128,12,2,110
8,9,12,3,199
20,18,13,2,146
20,36,13,2,195
15,27,12,1,108
2,69,12,2,155
14,37,12,1,105
16,47,13,2,131
16,10,12,1,184
1,61,14,2,198
19,86,12,2,102
15,30,12,2,178
9,101,13,1,185
16,89,14,3,154
16,52,13,2,123
8,65,13,1,169
13,32,12,2,189
15,21,13,4,165
11,108,13,3,125
12,33,12,2,101
9,166,14,1,191
15,34,13,1,144
22,71,13,1,166
15,100,13,2,162
16,35,12,3,180
23,176,12,2,191
18,12,13,1,199
16,12,13,2,138
14,12,12,1,194
11,12,14,2,168
17,49,12,1,187
16,12,14,2,196
23,94,12,4,144
9,111,12,2,120
17,128,14,1,148
12,65,13,1,101
17,52,12,1,192
18,40,12,2,113
11,83,13,1,142
16,202,14,2,116
18,136,14,1,124
16,103,14,2,123
19,14,12,4,187
4,28,14,1,184
12,56,12,2,144
11,28,14,5,187
5,72,14,1,171
19,145,13,3,197
17,110,14,1,108
14,221,14,1,181
20,130,12,2,177
12,112,14,2,132
15,76,12,1,170
8,133,14,2,199
6,77,14,1,134
19,31,12,1,194
6,98,14,3,149
22,236,12,1,144
22,119,14,2,151
21,140,12,1,172
9,101,14,2,126
1,142,13,1,167
14,143,14,2,135
5,124,14,1,152
11,50,14,1,193
11,167,13,1,193
14,51,12,1,141
20,255,13,1,134
17,17,12,1,143
18,108,12,1,109
16,17,12,1,109
16,35,14,1,190
14,176,12,3,174
26,266,13,4,170
22,71,13,1,197
13,36,13,1,187
2,18,13,1,103
22,160,14,2,137
13,184,14,2,126
16,278,13,4,143
9,56,12,2,101
27,117,13,2,120
17,19,13,1,141
20,119,13,2,118
17,77,12,1,196
10,120,14,2,119
28,19,13,1,153
17,293,12,1,181
16,59,14,2,146
16,124,12,2,113
4,99,14,4,121
16,100,12,2,102
1,101,12,3,162
34,127,13,1,167
27,153,13,1,191
16,154,13,1,148
16,206,14,2,132
9,104,14,3,157
21,183,14,4,160
28,315,13,1,111
22,132,12,1,140
16,160,14,3,106
11,187,14,1,102
18,188,12,3,160
7,189,12,1,103
16,22,12,1,179
16,88,12,1,184
9,138,12,2,154
16,222,14,1,142
17,89,13,1,104
16,196,13,3,160
19,225,13,2,147
17,227,13,1,109
19,46,13,1,198
25,115,14,2,119
9,115,12,2,179
17,347,12,1,107
13,146,13,1,136
14,94,12,1,103
14,94,14,1,183
17,47,12,2,197
25,71,12,1,189
23,48,13,1,140
15,72,12,1,147
16,211,13,5,134
16,49,14,2,137
22,366,12,1,195
8,215,14,1,114
15,74,13,2,195
15,50,14,1,117
15,374,12,3,122
16,100,13,1,201
14,50,14,1,129
16,253,13,5,145
16,222,13,2,201
18,256,13,1,151
7,26,12,2,166
16,387,14,2,181
14,104,13,1,133
33,78,13,2,123
16,52,14,2,198
20,164,14,4,158
7,53,13,1,180
15,53,13,1,142
29,267,14,1,187
26,27,13,1,194
23,135,14,1,182
15,271,14,2,152
16,109,13,3,137
19,273,12,1,165
23,206,13,1,119
15,55,14,4,186
23,83,13,1,104
40,111,13,1,137
18,140,13,3,109
14,211,12,1,190
14,28,13,2,198
20,283,14,1,127
19,249,14,1,135
15,29,14,2,198
15,115,12,1,104
17,144,13,1,101
19,217,14,2,110
16,436,13,1,148
10,183,13,3,165
8,257,13,1,142
16,118,12,1,100
19,89,14,2,101
23,260,14,1,196
11,119,12,3,190
12,30,12,1,167
15,451,13,1,135
11,227,14,2,116
15,228,14,1,174
14,91,14,1,144
24,229,12,1,153
8,230,14,1,152
22,123,12,4,135
7,271,13,1,122
18,93,13,2,125
18,312,14,1,161
16,31,14,1,131
14,157,12,2,135
4,95,12,1,136
14,476,13,1,135
17,64,14,2,174
12,320,12,1,169
15,481,14,1,120
25,161,13,1,197
6,97,12,1,141
20,130,13,2,129
29,285,13,3,122
13,131,12,1,105
11,329,13,3,121
10,330,13,2,111
30,207,14,2,187
16,249,12,3,117
15,67,12,3,140
17,251,12,1,112
12,67,14,1,141
20,506,14,2,184
10,212,14,1,128
19,68,12,2,194
10,34,12,1,153
17,103,13,4,156
17,515,12,1,149
18,69,14,2,193
16,173,12,1,106
16,35,14,2,175
13,218,14,3,163
14,35,12,1,133
18,307,14,1,151
9,35,14,3,188
17,106,14,2,138
18,355,13,3,186
16,534,13,1,100
14,536,13,4,115
19,36,14,1,143
6,72,13,1,152
8,181,13,2,140
12,73,14,1,155
14,273,14,1,160
24,37,12,2,181
14,110,12,1,100
16,276,13,1,187
17,111,14,1,189
19,148,14,4,196
14,371,12,1,122
15,186,14,2,109
19,112,13,3,146
24,375,13,2,198
19,188,14,2,137
24,378,14,1,115
16,332,13,1,136
26,285,13,2,128
21,114,12,1,103
11,383,12,2,155
16,384,13,2,134
15,289,14,1,120
17,580,14,2,192
11,194,13,1,167
14,194,14,1,180
14,341,14,1,158
18,78,12,2,173
17,344,14,1,108
7,246,14,2,152
6,296,13,5,156
11,198,14,1,177
16,298,12,1,133
15,200,12,1,183
11,120,14,4,175
16,402,13,2,144
7,40,13,4,185
17,202,14,1,123
20,81,13,1,103
17,203,13,2,128
10,612,12,2,102
15,164,14,1,153
6,616,13,2,187
17,41,12,2,181
21,165,13,1,186
10,362,13,1,113
14,260,13,1,199
19,260,12,1,149
10,84,14,1,200
15,126,12,1,122
17,210,12,1,114
13,422,12,2,160
13,211,14,1,163
12,42,13,2,186
28,213,14,2,160
19,373,14,2,115
16,171,13,1,174
14,172,13,2,122
7,43,13,3,160
14,648,13,2,197
10,43,12,1,198
11,271,12,1,135
20,174,14,3,119
28,655,14,1,137
15,88,12,1,185
19,659,12,1,174
22,441,13,2,127
16,133,12,2,109
12,222,14,2,148
21,278,14,1,137
16,278,12,2,142
5,45,14,1,120
12,672,12,2,126
16,135,14,1,135
24,338,14,1,190
27,395,13,1,116
16,283,12,2,111
9,454,12,2,145
20,46,12,1,187
14,183,14,2,200
16,687,13,1,132
12,345,14,1,103
7,184,14,4,114
27,231,13,1,195
12,463,12,2,161
15,232,14,1,177
16,233,13,2,186
12,233,12,3,143
8,94,12,1,148
22,235,12,1,199
15,706,12,1,174
17,47,14,1,129
16,95,12,3,196
13,297,12,1,107
21,95,13,1,101
18,358,14,1,176
16,191,14,2,155
4,360,13,1,101
11,192,12,1,139
16,193,13,2,166
17,97,12,1,138
17,48,13,2,104
17,425,13,2,172
17,195,13,3,110
23,195,12,4,127
14,367,12,1,193
14,307,12,1,154
22,431,12,1,131
18,99,14,1,123
14,495,12,1,188
21,248,13,1,131
20,99,13,1,146
12,150,13,1,154
14,100,13,1,173
20,438,13,1,197
25,377,14,2,121
24,101,14,2,160
16,757,12,3,121
16,506,14,1,110
15,51,14,3,183
16,381,12,2,159
