p,r,w,v,T
14,0,8,3,160
17,1,20,3,143
29,1,13,2,105
1,1,20,1,148
10,2,25,1,159
21,3,16,2,139
15,2,21,3,179
19,7,17,1,129
20,6,15,2,169
16,3,19,5,105
18,19,10,1,105
15,9,25,1,171
12,15,24,1,186
16,17,17,2,144
13,11,21,3,185
20,12,16,1,151
32,2,15,2,174
21,16,8,1,196
11,35,16,1,142
2,24,21,2,164
10,5,20,1,125
14,11,17,1,125
18,3,22,1,191
16,3,14,2,159
11,19,9,1,181
16,3,13,1,179
14,17,17,1,161
15,26,18,1,170
17,54,22,1,193
9,37,8,1,164
18,39,14,1,199
15,20,22,3,142
16,31,14,2,105
18,37,23,2,146
25,33,19,2,143
17,28,11,3,135
16,14,22,1,173
16,42,21,1,124
12,20,20,1,180
23,15,17,4,197
14,51,12,1,118
12,33,19,1,138
20,22,14,3,175
20,83,24,1,142
22,57,22,1,147
15,51,19,2,192
4,52,11,1,126
19,24,17,4,165
19,19,23,2,163
19,55,11,1,133
16,56,17,4,200
12,41,8,2,138
19,67,23,2,189
14,102,11,3,149
13,43,16,1,190
16,14,22,1,119
16,22,12,2,133
15,37,12,3,105
19,56,18,3,128
14,47,16,3,167
5,77,15,1,151
16,39,14,1,141
16,8,16,4,132
21,61,18,2,160
14,82,14,3,165
19,8,8,1,100
22,42,16,3,144
3,43,20,2,171
16,87,13,1,109
8,27,25,1,201
16,68,10,2,124
20,37,8,1,130
14,37,13,3,168
20,59,14,1,166
9,29,9,1,141
16,72,15,2,102
14,39,16,1,165
12,149,20,2,111
17,100,19,5,166
20,64,16,1,120
18,154,14,2,133
10,91,25,4,102
20,106,21,2,129
26,43,19,5,130
14,95,13,1,160
9,82,10,1,119
14,22,17,2,201
14,22,12,4,138
17,99,23,2,119
6,11,21,1,132
16,174,23,1,201
21,102,10,2,179
17,89,11,2,139
16,48,19,3,186
17,91,16,4,132
17,122,12,2,142
20,77,20,2,141
18,187,24,2,168
21,63,16,1,102
20,51,17,2,141
24,13,18,1,175
16,195,19,1,145
18,66,11,1,181
17,13,15,2,195
9,40,9,1,170
16,41,22,2,172
12,14,14,2,148
20,120,23,2,133
6,208,17,3,173
16,105,15,2,128
17,28,15,3,109
13,143,8,2,116
16,216,16,1,133
18,58,20,1,122
10,128,9,5,116
19,59,11,2,177
15,149,24,1,148
10,30,15,1,102
28,95,17,1,104
9,15,17,2,142
18,154,16,2,110
8,47,16,1,117
17,118,24,1,145
16,32,11,1,199
1,32,17,3,182
9,161,9,1,121
18,65,22,2,185
15,49,24,5,191
13,49,15,2,145
13,66,21,1,171
24,84,22,2,197
18,126,15,4,105
13,127,23,2,113
14,86,25,3,153
14,259,17,1,106
10,152,23,3,102
18,35,9,2,153
16,176,10,1,188
17,18,21,1,180
15,179,11,1,163
24,36,9,2,168
15,91,21,1,158
13,137,11,1,117
23,115,12,1,190
14,19,10,1,138
18,19,20,2,182
12,75,23,4,129
15,57,19,2,142
11,57,13,3,191
22,38,15,1,177
22,39,14,1,124
18,121,8,1,184
17,122,25,3,129
16,59,23,1,113
14,79,25,1,161
17,80,19,4,169
16,151,18,5,158
15,202,10,2,173
14,102,18,1,201
16,179,22,1,110
15,103,14,3,127
8,311,24,1,105
20,313,12,3,182
15,42,25,1,137
12,132,14,2,166
11,106,24,1,132
18,160,12,1,126
15,64,10,2,116
18,216,25,3,108
13,109,25,1,121
19,22,11,1,142
18,330,14,1,140
14,66,23,1,128
14,223,16,2,131
31,67,19,1,105
9,338,14,2,122
15,340,15,2,189
13,342,11,1,124
17,172,18,1,116
34,46,23,1,184
19,93,24,2,185
17,116,11,2,164
15,176,22,1,136
13,353,11,3,184
13,355,11,2,130
17,24,16,2,180
17,120,13,1,168
16,211,12,2,159
21,181,17,2,200
16,213,12,1,191
22,183,20,3,162
7,154,19,1,127
14,25,25,1,144
24,217,13,4,160
17,250,25,1,147
16,50,18,2,156
9,76,18,1,129
25,222,17,1,168
11,223,20,2,193
16,51,20,1,183
12,26,17,3,196
9,52,11,2,108
20,130,13,2,100
25,78,20,2,170
19,164,23,1,169
19,26,16,1,159
10,106,14,5,194
15,107,16,3,188
16,27,21,2,135
18,403,9,2,106
16,108,14,1,180
17,81,25,1,141
17,136,25,2,109
20,411,11,1,170
17,55,24,1,195
19,28,18,1,143
17,139,24,2,173
15,419,19,1,192
21,175,13,1,157
14,176,11,3,187
38,28,10,4,144
20,249,23,1,176
14,86,16,2,142
17,143,15,1,197
16,180,20,1,149
12,253,15,3,189
2,116,17,1,143
7,256,15,1,158
14,59,14,1,168
15,118,20,1,163
12,222,20,2,117
15,149,23,2,139
13,187,25,2,180
19,262,21,2,186
20,30,18,1,154
16,454,17,1,201
13,190,23,1,170
16,30,13,1,161
20,92,8,1,149
14,92,9,1,102
18,93,21,1,190
16,310,21,2,102
21,62,15,1,163
12,94,20,1,125
18,63,15,1,105
12,63,8,3,201
15,127,14,2,201
9,278,11,1,148
13,64,8,2,168
14,481,23,3,163
11,241,14,2,124
16,323,19,1,171
7,65,8,1,143
15,65,25,2,176
15,33,22,1,195
24,246,10,3,190
17,165,16,2,200
35,331,17,6,193
15,290,21,1,180
16,500,19,6,138
15,209,15,2,101
20,336,18,1,195
26,253,12,4,165
14,508,24,1,128
16,297,10,1,131
19,341,24,1,137
22,214,15,1,150
15,215,8,3,195
16,216,21,1,197
15,35,20,1,198
24,139,12,3,103
18,305,12,4,145
15,35,15,1,174
15,263,20,1,131
3,106,17,1,190
20,177,25,1,123
20,311,20,3,136
24,71,19,2,114
11,143,16,1,121
24,144,19,2,129
24,180,21,1,141
18,145,9,1,194
13,145,23,2,146
17,182,22,1,115
9,320,25,4,195
16,183,17,1,119
13,184,25,1,190
16,37,10,1,168
22,111,13,1,156
12,558,17,3,147
21,149,16,1,115
14,37,20,1,178
16,564,12,1,177
7,283,15,2,104
20,331,8,2,199
18,380,20,1,198
15,76,14,2,149
17,191,13,5,107
22,240,14,2,105
28,38,23,2,149
