p,r,w,v,T
15,0,18,1,123
20,1,18,2,122
43,2,17,1,169
16,1,10,4,176
21,2,15,1,164
12,6,22,1,122
7,4,18,1,134
14,13,12,1,132
12,5,11,1,105
17,9,20,1,105
12,8,24,2,135
16,12,22,1,157
14,13,22,2,158
15,5,19,2,182
9,2,18,2,159
19,14,23,1,134
16,18,22,2,163
20,6,12,1,150
16,34,24,1,153
15,7,17,4,150
10,3,24,1,109
9,40,14,1,199
16,3,25,2,127
16,44,17,2,191
14,19,14,2,197
16,20,21,2,196
16,7,21,2,181
20,14,25,5,134
19,27,18,3,184
16,7,16,1,127
2,29,23,1,191
16,16,19,2,166
21,8,23,2,154
13,42,22,4,175
11,4,12,1,161
6,39,15,3,152
16,5,21,1,124
25,24,14,1,144
17,48,14,1,133
12,20,18,1,168
14,51,20,2,199
12,39,13,1,147
18,27,15,1,119
31,11,18,1,142
13,6,25,1,116
18,36,18,1,135
16,58,22,1,122
17,90,25,1,139
14,24,16,2,150
11,62,15,1,145
9,19,10,1,192
15,32,10,2,191
17,50,19,2,185
13,59,10,1,124
16,21,20,3,160
10,28,15,1,196
12,107,19,2,141
18,29,10,2,111
17,55,25,1,160
12,7,15,1,152
20,48,16,2,158
15,39,19,3,119
15,118,14,3,185
13,120,22,3,113
18,24,13,3,157
16,25,16,1,180
16,34,16,2,175
16,128,10,1,170
16,76,17,1,177
16,77,10,2,163
17,67,23,1,126
21,9,11,2,171
19,80,25,1,161
23,28,15,2,108
17,19,12,1,169
14,143,18,1,125
10,19,20,1,138
14,98,16,2,117
19,30,22,1,192
25,75,25,1,111
15,20,24,2,131
12,103,21,1,118
15,65,11,1,110
16,21,18,1,177
17,11,11,1,140
17,108,13,1,130
20,96,16,1,144
15,33,21,1,105
11,98,25,3,141
17,11,17,2,124
6,46,19,2,171
15,116,22,1,112
17,73,22,3,124
12,118,14,1,157
17,105,10,1,115
19,75,23,1,127
17,37,25,1,119
6,123,22,1,101
17,12,20,1,125
15,25,23,1,129
17,95,16,1,139
10,39,17,7,155
25,26,10,1,119
16,65,16,3,172
20,53,25,1,115
22,133,22,2,170
11,84,12,1,119
16,68,11,1,156
15,120,23,1,181
22,121,13,4,197
7,210,10,2,132
18,88,14,3,164
15,14,20,2,134
26,144,10,2,120
10,109,13,2,185
7,15,12,1,106
32,111,10,1,191
14,30,21,3,196
12,225,19,1,188
22,132,12,1,151
22,95,25,1,109
12,231,21,1,101
15,116,12,1,150
17,156,15,1,168
17,63,21,2,162
25,48,11,1,116
16,160,20,1,164
14,48,19,1,174
26,142,24,3,176
17,143,25,2,109
27,83,17,2,182
24,67,19,1,135
16,147,24,1,187
27,127,12,1,150
24,68,16,1,196
11,150,16,1,112
16,52,22,2,135
10,261,19,2,103
17,263,23,2,161
11,71,21,1,128
14,111,23,1,102
25,54,15,2,151
9,135,16,3,130
14,136,15,1,139
15,183,17,2,124
16,138,16,3,197
15,93,18,1,153
17,75,15,1,175
14,165,17,2,101
16,76,21,3,117
16,95,22,1,142
21,77,24,1,122
12,97,10,2,190
11,122,24,1,154
22,294,10,1,194
17,123,25,2,191
13,59,22,2,101
9,125,24,2,182
14,100,12,1,152
16,126,24,1,100
13,127,14,2,154
17,307,23,1,148
16,206,12,2,171
18,104,23,2,172
19,42,19,1,195
24,131,22,1,108
18,105,11,2,133
17,42,16,1,136
18,187,20,3,175
3,107,19,2,151
15,324,16,1,102
15,217,19,1,139
13,66,10,1,123
22,22,22,2,165
13,166,20,1,135
17,44,16,1,122
13,335,18,2,124
21,67,12,1,150
17,68,20,2,128
17,91,15,1,112
25,229,19,1,168
15,201,22,1,156
16,347,17,2,173
15,174,21,2,152
12,117,22,1,123
16,353,17,1,143
14,95,17,3,180
14,149,17,1,115
13,149,11,2,150
17,24,23,1,184
21,181,25,3,104
13,212,16,1,170
16,122,19,1,138
16,184,20,4,177
26,74,21,1,177
16,124,11,1,146
26,50,16,1,169
16,100,15,2,124
24,75,21,1,107
15,51,23,1,173
34,191,24,1,133
15,383,15,1,114
16,160,18,1,140
9,226,25,2,143
14,130,20,1,123
13,52,19,1,175
21,393,16,1,128
18,26,19,2,146
21,132,18,5,100
14,106,17,2,196
15,107,20,2,116
13,134,14,1,155
23,135,20,1,134
