p,r,w,v,T,d
24,0,22,1,178,114
23,2,20,1,182,111
21,0,23,1,103,117
26,1,21,1,177,122
28,10,25,1,146,106
21,8,23,1,129,236
19,10,23,1,200,283
20,2,22,1,102,271
19,3,21,1,106,191
22,4,22,1,149,199
13,10,21,2,175,333
23,5,22,1,105,283
21,4,21,1,111,294
22,31,21,1,134,366
21,9,21,1,123,270
21,5,24,1,105,274
17,22,23,1,153,351
19,3,20,1,181,30
28,9,20,1,149,213
22,19,22,1,141,234
19,16,23,2,192,255
17,50,20,1,134,339
20,4,23,1,179,404
22,28,22,1,191,263
17,8,24,1,138,55
23,16,20,1,175,251
20,42,23,1,158,353
25,4,25,1,173,233
23,9,20,1,127,196
23,41,25,2,145,282
23,30,25,1,183,213
23,43,23,1,100,365
18,32,23,1,125,409
17,16,23,1,116,235
21,22,22,1,103,338
22,6,25,1,192,215
19,11,23,1,200,190
18,30,25,2,122,210
22,6,23,1,108,103
24,54,21,1,140,88
21,56,23,1,118,224
25,65,25,1,189,220
22,7,20,3,144,323
19,43,24,1,110,206
23,53,23,1,124,449
19,22,20,1,191,256
21,22,23,3,114,171
15,47,22,2,181,257
19,57,23,1,145,284
17,16,22,1,198,387
18,70,24,1,151,367
20,122,21,2,125,161
21,42,23,1,187,81
19,74,23,1,153,320
20,17,23,2,164,289
19,9,25,1,186,196
17,27,22,1,107,300
15,80,25,1,108,313
21,93,20,2,182,419
17,47,25,1,152,290
21,48,23,4,129,119
25,85,25,3,135,357
26,149,24,3,137,270
15,50,25,1,198,476
19,20,24,1,108,158
22,21,23,3,122,224
26,21,25,1,133,251
23,67,23,3,148,100
21,11,24,1,194,277
21,11,22,2,153,39
22,70,24,1,138,371
17,85,20,3,176,348
20,72,20,1,123,422
18,12,24,3,131,287
19,103,23,1,106,281
23,180,22,1,113,515
26,182,25,1,177,436
14,37,25,2,171,228
22,78,24,1,105,367
19,126,23,2,125,152
18,26,24,1,118,280
23,39,23,1,154,295
23,196,23,1,172,280
20,13,24,2,152,264
19,134,25,1,101,238
19,41,20,1,101,349
25,206,24,1,170,362
19,14,22,1,157,284
15,211,24,1,191,372
17,213,24,2,141,533
24,126,25,1,190,357
25,73,20,1,115,349
17,73,25,2,181,271
20,111,22,1,135,322
15,113,25,1,147,330
20,30,22,1,105,317
24,96,20,1,180,268
23,31,23,1,128,390
19,31,23,3,102,241
24,99,21,1,139,291
13,64,23,3,147,355
12,141,24,1,191,273
19,102,22,1,201,163
21,66,24,1,180,461
19,83,20,2,129,243
20,126,21,1,196,504
22,68,25,1,181,192
24,34,23,1,133,240
20,52,22,1,161,304
18,35,22,1,139,335
19,110,23,1,114,401
19,266,24,2,114,314
18,268,22,3,117,526
24,135,22,1,123,218
13,137,22,1,186,500
14,275,23,1,189,378
26,37,25,1,103,368
20,93,22,1,146,475
20,141,24,1,189,416
19,119,20,3,195,412
20,77,22,1,168,394
17,58,20,2,150,234
21,170,22,1,175,503
17,98,20,1,132,483
23,173,25,2,102,458
13,80,24,1,137,407
16,201,21,1,169,324
22,101,21,1,171,397
21,153,25,1,112,465
19,21,21,1,182,293
24,42,20,2,163,434
17,209,23,1,133,232
24,63,20,3,145,333
17,319,20,2,127,565
14,134,23,1,155,350
18,162,20,3,185,309
14,43,23,1,118,347
12,109,21,1,139,298
23,22,23,1,144,329
15,22,22,1,193,288
22,67,23,1,167,288
14,141,20,1,168,288
22,170,21,1,134,558
20,228,25,2,157,258
17,115,20,2,178,504
18,93,20,1,182,142
17,175,24,2,126,400
19,94,22,4,186,244
16,236,24,1,184,418
17,119,22,1,156,173
26,24,21,1,109,304
25,121,20,5,164,423
19,121,20,2,137,417
14,73,22,2,171,199
21,25,23,1,137,324
16,217,20,1,105,437
24,125,21,3,163,405
17,75,21,1,127,277
23,252,23,1,138,358
21,222,21,1,124,507
21,26,21,1,116,312
14,193,20,2,187,487
20,259,22,1,165,458
23,130,24,1,154,231
17,164,20,1,141,571
26,198,25,1,148,544
16,199,24,1,128,503
16,200,22,3,179,490
19,54,20,1,117,311
25,236,22,3,165,314
22,109,23,3,186,276
20,27,22,3,110,100
17,412,20,2,170,705
18,111,21,1,145,193
20,111,25,1,200,258
25,84,25,2,164,261
20,28,22,1,154,58
17,141,21,3,176,394
21,249,22,1,142,527
24,250,23,1,142,561
18,115,23,1,188,323
20,289,22,1,113,398
22,436,20,1,112,672
12,292,25,1,149,581
19,88,20,1,146,374
16,89,24,1,201,203
25,446,21,1,190,657
16,149,24,1,145,295
20,120,21,1,146,277
18,60,21,1,126,132
21,228,20,3,151,575
17,122,23,1,111,440
23,307,25,1,141,540
