p,r,w,v,T
16,0,7,2,159
19,1,15,2,172
16,0,15,3,131
14,1,7,3,168
19,3,10,2,178
14,1,5,1,132
16,8,15,2,190
7,4,4,2,154
39,8,13,2,193
15,5,15,2,175
17,8,3,1,190
18,6,14,1,175
10,3,2,2,101
13,3,8,1,143
20,5,2,1,106
19,12,5,1,102
15,13,10,2,127
16,4,13,2,145
14,2,12,2,188
10,12,5,1,191
21,39,12,2,156
15,20,11,1,125
30,25,7,1,195
13,26,8,1,155
12,6,8,2,144
16,24,12,1,127
13,30,14,4,100
12,14,2,2,113
29,32,4,1,115
17,56,7,1,100
17,29,9,2,151
11,35,5,1,106
15,36,15,2,111
16,9,3,2,161
19,39,5,1,161
16,5,15,1,165
8,23,5,2,190
29,36,9,1,105
6,37,8,1,148
17,5,2,2,138
16,32,10,4,184
27,80,6,1,133
14,55,12,2,148
16,22,13,1,138
21,43,13,1,166
14,58,13,1,110
16,60,3,1,162
17,46,4,1,131
29,47,7,2,163
10,13,15,2,179
11,32,5,2,195
18,13,8,3,200
16,20,8,1,140
8,69,8,2,104
21,7,3,2,184
15,14,7,1,113
16,36,9,3,125
16,46,11,3,176
16,66,5,4,189
23,23,4,1,182
17,31,11,2,167
11,32,8,2,185
16,81,3,1,157
16,51,9,2,176
11,125,3,3,165
18,53,4,1,161
13,86,13,2,163
15,76,6,2,148
19,77,11,3,154
6,9,2,2,183
25,91,9,1,156
23,28,14,3,145
18,37,10,2,107
25,47,5,1,145
11,10,8,2,198
26,10,5,1,125
20,20,8,3,160
11,150,7,1,199
20,10,12,3,143
15,51,13,1,130
14,156,14,1,199
18,105,12,1,174
16,93,11,1,124
23,162,7,1,127
11,55,10,4,107
20,83,2,3,102
16,168,13,1,178
22,23,6,1,125
16,71,8,1,107
24,173,4,1,122
20,117,11,1,119
17,47,5,3,143
27,48,11,2,139
20,91,15,1,131
15,92,9,3,104
12,77,10,1,120
8,37,2,1,138
19,110,3,3,117
25,64,11,1,113
19,51,15,3,175
10,195,5,3,138
17,13,15,1,142
16,116,3,2,142
16,84,14,1,143
16,27,5,3,156
23,205,8,1,197
15,86,3,1,169
22,122,9,1,143
16,14,15,2,190
17,142,13,1,197
18,43,9,2,108
9,72,15,1,137
16,109,5,2,171
16,29,6,2,142
11,44,13,2,115
11,149,8,2,152
18,75,10,1,189
12,76,3,1,130
13,61,13,1,121
20,155,10,4,155
19,117,11,1,175
26,138,9,4,187
23,16,14,5,154
23,48,14,1,187
15,48,7,2,142
16,142,7,1,112
12,82,11,3,153
18,49,13,2,112
15,166,7,1,131
16,168,5,1,180
16,17,10,1,185
25,34,4,3,129
16,69,3,1,127
10,259,5,1,192
17,70,12,3,115
10,110,10,4,115
21,71,14,1,111
15,53,8,1,174
24,157,15,3,105
14,36,6,2,180
18,18,3,1,177
20,160,3,5,182
14,18,4,2,199
17,279,10,3,171
18,94,12,2,131
15,188,9,2,130
11,95,2,5,183
21,95,14,2,182
16,58,15,2,158
23,58,4,1,180
39,78,6,2,171
12,123,4,1,188
17,197,14,3,158
16,40,15,2,170
17,300,5,3,144
7,151,13,2,133
6,81,13,2,183
15,306,2,1,151
13,82,2,1,127
20,310,11,2,145
15,156,7,1,104
16,314,7,1,115
16,158,7,2,152
19,212,7,3,146
19,85,11,2,108
19,86,7,3,161
7,108,8,2,174
16,43,13,1,162
13,191,10,1,115
8,88,9,1,106
7,66,2,2,135
21,44,6,1,200
18,140,9,2,155
17,337,15,4,124
16,90,3,1,198
10,91,6,1,195
18,114,13,2,135
14,230,12,1,110
17,231,3,1,119
16,70,10,2,112
18,351,2,1,125
14,118,13,2,142
22,24,7,3,140
20,48,14,2,157
8,119,2,2,158
14,96,15,1,198
15,72,7,2,102
16,121,11,1,106
18,183,9,2,127
7,98,11,1,123
16,123,8,1,166
16,50,3,2,155
18,156,6,1,121
16,125,12,1,115
16,189,2,1,148
21,222,4,3,162
7,382,13,2,181
13,51,14,3,137
18,225,2,3,133
15,103,14,1,114
16,104,14,3,198
15,104,14,1,173
33,79,4,1,118
5,165,9,1,124
14,397,8,1,121
27,80,14,2,121
16,201,5,1,154
17,235,5,1,111
13,54,14,1,159
22,81,6,3,172
20,136,7,1,165
18,411,10,2,164
13,83,5,1,129
17,242,11,1,186
16,139,11,1,136
18,279,6,1,185
9,140,11,2,174
14,56,3,2,114
13,28,4,2,100
22,284,8,1,107
11,429,8,1,123
15,179,14,1,151
12,144,9,2,170
23,29,11,1,129
24,87,2,2,182
15,183,4,2,124
12,29,2,1,181
21,295,2,2,145
17,296,6,1,201
16,149,9,2,149
18,448,7,2,173
16,300,12,2,146
20,188,2,1,178
18,265,14,1,131
17,122,10,1,122
19,31,11,3,104
16,123,8,5,189
5,62,11,2,182
14,31,3,2,109
16,233,11,1,106
8,234,14,1,200
11,469,10,1,140
22,31,2,1,101
12,237,5,1,169
9,238,10,2,105
30,32,12,2,199
16,280,2,1,200
17,321,5,4,125
18,282,5,1,192
7,202,9,3,150
15,244,6,2,118
1,204,9,3,114
18,33,3,2,191
22,33,3,1,146
15,247,10,2,170
17,66,2,1,167
9,249,10,3,100
15,250,7,1,146
13,134,2,1,140
12,210,15,1,136
12,295,14,1,152
14,136,4,1,165
16,68,10,1,117
21,342,7,2,119
5,300,9,3,149
9,172,11,1,168
19,345,5,1,201
17,520,15,1,123
13,522,11,1,163
11,140,6,2,170
7,263,5,1,192
29,220,13,3,156
12,265,2,1,139
17,310,9,2,194
15,107,12,2,196
13,223,12,1,119
21,36,3,1,187
15,108,8,2,175
10,72,3,1,163
15,181,10,2,110
19,182,8,1,122
12,547,9,1,129
9,110,11,4,100
18,230,6,1,184
16,277,4,2,108
9,278,6,2,191
18,111,4,4,124
12,112,4,1,103
8,75,5,2,181
15,235,3,3,110
15,235,12,1,184
14,331,11,1,129
3,237,6,2,148
17,238,11,2,164
32,76,7,1,141
17,383,11,3,199
16,240,12,1,123
12,338,9,1,101
16,77,13,2,126
26,388,9,1,132
8,195,12,1,189
16,244,13,2,178
30,588,14,3,116
7,590,4,2,173
16,39,5,2,117
21,79,8,1,132
9,119,15,2,123
6,80,7,1,164
24,400,7,1,139
17,401,8,2,192
8,604,12,1,102
25,81,13,3,201
17,355,14,1,115
10,254,3,1,119
27,612,15,2,103
20,41,2,1,159
15,123,12,2,115
18,124,11,1,130
9,124,8,2,124
19,207,15,1,118
22,42,3,3,195
15,365,7,2,105
23,418,8,1,192
4,42,15,1,192
13,42,13,2,153
16,211,4,3,130
18,423,12,1,166
17,319,6,2,170
24,213,8,3,128
17,43,14,1,129
18,643,4,1,147
15,376,6,4,153
16,43,9,1,125
16,130,3,2,201
18,130,5,1,170
22,272,3,1,195
12,327,2,1,121
16,88,14,3,120
16,658,12,1,144
16,440,6,3,145
13,662,8,1,151
22,221,8,2,115
10,89,10,1,144
16,390,10,2,164
24,45,3,2,138
17,134,13,2,167
15,180,9,1,172
8,282,2,3,131
31,136,9,2,103
20,91,3,1,132
