p,r,w,v,T,d
18,0,17,1,124,242
20,0,11,1,120,291
13,0,13,2,163,256
17,0,15,2,193,262
11,1,13,1,160,203
23,3,15,1,100,95
15,7,11,2,102,58
4,5,20,1,142,287
14,5,19,1,200,311
15,15,17,1,190,246
12,2,10,3,154,195
19,3,20,1,195,301
5,10,16,1,151,154
12,15,10,1,138,60
17,10,11,1,156,194
22,9,15,1,103,185
18,16,20,1,127,299
18,2,11,1,141,136
8,21,16,2,134,166
14,22,12,1,128,245
4,20,12,1,129,135
19,7,16,2,108,291
13,25,11,1,195,196
19,20,11,3,112,173
11,27,15,1,187,192
12,9,10,1,159,60
18,26,20,2,103,237
7,6,15,1,128,283
16,13,12,2,139,159
16,25,13,2,116,215
12,34,14,2,175,243
12,18,12,1,193,275
14,18,13,1,199,179
12,24,10,1,101,202
14,8,11,1,140,203
11,16,14,2,190,156
21,62,13,1,135,296
16,17,10,1,195,130
21,27,15,2,168,214
13,28,10,2,149,333
24,68,12,1,193,154
14,14,14,1,165,188
11,10,10,2,101,297
12,37,16,1,130,233
16,10,19,1,117,284
11,10,19,1,134,112
13,79,18,1,186,305
20,80,14,2,111,244
16,82,18,1,113,181
10,35,17,3,162,274
11,11,20,1,197,27
16,23,17,1,190,275
15,18,12,1,169,267
19,6,14,1,171,304
14,6,18,1,106,333
13,94,14,1,128,266
17,40,14,1,169,215
10,20,16,1,164,152
13,13,17,1,152,194
16,7,14,1,142,163
13,43,20,2,113,246
20,7,15,1,161,37
12,21,11,1,160,87
10,22,16,1,103,181
19,37,18,1,158,312
12,37,14,2,194,86
15,30,10,1,180,193
13,115,20,2,122,310
16,68,20,1,141,163
18,8,11,1,199,131
13,80,19,1,100,272
12,24,16,2,160,317
12,25,14,2,121,220
18,8,14,1,137,184
9,63,14,4,195,342
16,34,14,1,113,132
6,43,18,2,177,219
12,55,15,1,101,297
21,44,16,1,143,238
13,56,16,1,131,139
13,137,10,1,104,333
15,92,11,1,108,213
12,37,18,1,108,212
16,71,15,1,144,371
14,60,18,1,132,210
14,29,12,2,131,282
16,74,12,1,181,311
10,20,11,1,104,212
13,100,20,3,173,195
7,41,16,4,177,255
13,77,13,2,118,233
18,10,14,1,104,217
4,157,13,1,180,194
13,66,11,1,136,328
16,11,12,1,123,101
12,163,11,1,112,337
12,33,15,1,104,288
16,111,10,1,154,243
9,45,17,1,111,294
20,45,13,1,154,261
3,71,19,1,174,253
15,23,15,1,193,158
13,58,20,1,146,334
17,12,17,1,152,206
20,74,13,1,124,351
11,12,14,2,117,237
13,60,18,1,183,250
23,49,19,1,168,257
15,77,18,1,105,284
6,187,10,1,192,368
15,94,18,2,173,336
11,95,17,3,164,266
15,128,17,1,136,169
18,97,14,1,117,161
10,81,10,2,149,348
15,115,15,1,152,306
7,99,13,1,122,287
15,67,15,1,130,273
13,84,18,1,112,119
17,14,16,1,141,81
14,68,17,1,171,219
18,69,16,1,147,298
4,104,14,1,185,289
17,123,11,1,163,234
10,71,11,2,181,118
11,107,19,1,119,200
9,90,18,1,167,146
15,109,18,1,153,245
17,219,18,1,169,321
21,110,10,1,164,426
15,74,13,1,165,171
15,149,17,1,180,367
18,132,13,1,119,455
16,46,18,1,118,187
10,46,16,1,131,173
13,77,17,1,114,185
21,47,10,1,122,240
13,63,15,1,101,283
13,138,16,1,116,250
19,159,18,1,178,357
13,140,10,1,101,270
8,48,20,1,162,105
19,65,15,2,180,256
13,143,17,1,101,418
21,49,17,1,151,287
15,124,11,1,162,291
12,67,13,1,163,360
17,34,16,1,100,59
14,51,20,1,139,255
13,34,13,1,183,149
14,34,15,1,104,152
15,108,19,1,131,130
18,152,13,1,108,270
18,131,15,3,169,280
19,154,18,1,176,347
25,35,17,1,172,193
20,89,10,1,166,256
11,36,10,2,129,239
10,135,14,1,108,360
9,181,16,2,181,268
12,91,19,1,134,333
10,73,12,1,102,214
8,18,19,2,154,54
14,116,18,1,131,256
9,281,10,1,172,563
15,94,17,1,105,178
10,284,20,1,151,452
11,76,13,1,112,250
12,120,13,1,115,349
13,58,12,1,135,199
17,78,12,1,104,248
16,195,10,3,141,411
14,294,14,2,143,331
22,296,11,1,154,378
17,99,14,1,113,297
17,60,12,1,103,263
13,60,17,2,179,202
14,177,14,1,133,313
12,203,17,1,153,352
15,179,20,1,159,324
23,21,14,2,173,274
16,206,17,1,138,403
12,104,16,3,132,294
12,157,16,1,179,308
8,157,11,1,178,217
13,84,11,1,156,189
18,212,13,1,101,436
16,160,13,1,198,334
14,214,17,2,116,436
15,135,13,1,151,263
14,190,11,1,119,421
15,109,19,1,129,186
19,44,14,2,154,265
15,138,15,2,129,248
13,194,15,2,200,464
16,195,20,1,182,406
17,168,16,1,106,266
9,197,15,1,199,388
10,226,19,1,146,325
12,340,17,1,179,460
14,46,11,2,126,135
21,201,13,1,136,405
17,173,13,1,128,317
8,347,15,1,175,450
20,93,14,1,180,234
7,23,14,3,153,104
7,94,12,1,105,204
15,207,19,1,188,331
16,24,16,3,197,253
14,48,15,1,189,362
17,210,18,1,144,343
21,211,17,1,189,264
18,363,15,1,121,490
16,152,15,1,182,352
9,183,19,2,127,425
11,215,20,2,157,244
5,246,19,1,167,457
19,124,10,1,198,313
18,249,20,3,149,443
18,187,14,1,135,273
14,50,15,1,159,234
14,158,11,1,165,376
18,25,19,1,150,239
16,76,16,1,196,205
19,383,14,2,177,545
19,26,10,2,198,67
12,226,18,1,175,561
9,26,12,1,102,228
13,78,12,1,105,235
14,52,13,1,167,377
10,230,17,4,140,247
15,79,19,1,128,234
13,397,15,3,122,577
12,80,14,1,149,321
20,107,14,1,124,320
18,402,13,2,125,607
18,269,11,1,143,405
10,108,13,1,199,242
13,271,10,2,181,438
19,239,10,1,138,390
3,27,12,3,176,205
19,412,20,1,178,632
20,83,10,1,184,309
14,173,19,1,152,225
9,28,13,1,195,211
19,28,12,2,151,273
7,56,12,1,199,261
13,282,20,1,148,406
11,28,16,3,193,245
12,28,19,1,128,202
16,143,14,1,137,347
21,143,10,1,138,447
19,115,15,1,118,399
20,87,12,1,194,413
15,58,19,1,184,124
16,116,14,1,149,361
11,117,16,1,191,205
15,29,11,1,163,158
13,441,12,1,139,531
