p,r,w,v,T
22,0,17,1,200
12,1,16,2,159
18,3,14,1,172
31,4,15,2,166
18,2,16,1,170
23,1,18,2,143
22,3,16,1,139
16,4,16,2,139
15,16,15,1,180
4,5,17,2,176
8,11,14,1,110
21,3,15,1,198
17,6,17,1,185
16,17,16,2,103
16,2,14,1,135
17,2,16,1,140
24,31,17,2,189
13,33,16,1,153
16,9,14,1,194
12,2,17,4,184
18,39,18,2,117
15,3,14,1,157
14,9,15,1,172
16,26,15,2,181
20,47,18,1,125
10,10,14,1,138
18,30,17,2,144
16,22,15,1,196
21,32,15,2,107
14,38,18,1,112
11,19,14,2,114
18,40,14,1,105
28,36,14,1,145
21,37,14,2,165
12,44,18,1,141
15,14,17,1,193
20,14,18,1,118
17,42,16,1,197
35,5,15,5,132
20,44,17,2,189
15,10,17,1,140
14,80,14,4,167
4,5,15,1,108
5,84,16,2,170
5,57,17,5,126
16,12,18,2,157
11,89,14,3,152
19,24,14,1,154
23,31,14,1,182
10,13,16,3,172
18,49,15,1,110
16,13,17,2,181
18,67,18,2,127
12,27,18,1,111
9,21,17,2,163
15,71,15,1,121
16,7,15,3,102
11,37,17,1,123
16,8,14,2,180
17,23,15,2,184
19,117,18,3,195
12,40,14,3,106
12,32,16,1,166
24,71,18,1,149
16,125,18,1,130
10,53,14,1,162
15,17,18,4,150
20,65,15,3,183
14,55,16,2,174
13,134,17,1,189
15,18,18,2,155
20,138,18,2,165
2,93,14,2,148
16,142,15,2,125
17,84,18,3,149
22,39,18,1,144
13,74,15,1,160
6,150,15,1,133
24,51,16,2,194
12,31,17,1,102
17,52,14,3,185
13,105,14,3,102
19,106,14,3,160
18,67,14,4,111
18,82,16,2,111
21,69,15,3,194
19,98,18,2,123
21,34,17,2,108
20,86,18,1,126
13,12,15,2,186
14,47,16,1,128
16,59,14,3,121
2,60,14,2,137
3,90,15,1,129
24,61,16,2,117
15,62,14,1,101
20,25,17,2,134
17,189,15,1,176
16,79,17,3,101
16,39,15,1,156
15,39,14,1,173
18,52,16,3,194
16,53,14,3,141
17,13,18,1,161
10,202,16,1,184
17,27,18,1,189
12,120,18,2,169
11,69,17,1,198
18,140,15,1,167
21,106,17,4,123
25,14,16,3,170
23,58,16,3,114
22,29,15,1,175
21,73,17,2,157
32,15,14,1,182
15,60,14,2,198
16,30,17,2,145
14,46,17,2,125
15,134,17,1,130
21,31,14,1,181
22,16,15,1,130
20,98,15,1,116
20,237,16,2,183
15,48,18,3,163
20,80,14,1,167
20,122,15,1,191
11,49,14,5,185
14,165,16,4,150
10,33,15,3,141
18,84,18,2,156
18,84,15,2,185
15,170,18,1,141
13,107,18,1,134
17,86,16,1,100
12,109,17,3,154
16,88,17,1,146
15,88,15,2,165
