p,r,w,v,T
16,0,25,1,109
14,2,25,1,135
11,0,25,4,148
16,1,21,4,144
19,7,18,1,148
25,2,25,1,157
14,1,25,1,191
14,1,18,4,125
20,7,24,4,163
13,11,25,1,197
15,12,25,4,144
9,4,24,2,169
18,14,25,2,117
23,10,25,1,149
22,15,25,1,117
15,7,24,1,137
14,14,25,1,181
19,6,25,1,190
15,2,25,1,117
18,17,25,2,113
11,12,15,4,144
13,10,25,2,155
19,8,25,2,180
12,24,19,2,120
7,6,23,1,129
16,12,25,1,186
20,9,25,1,161
18,10,25,1,196
17,3,25,1,118
16,17,25,2,138
17,18,25,1,179
16,28,25,2,142
10,34,25,1,190
11,12,15,4,105
19,16,25,2,196
17,17,23,2,190
19,38,25,2,121
16,4,25,1,105
15,18,17,1,151
12,47,25,4,105
14,5,25,2,102
17,31,25,2,188
13,44,19,1,146
22,45,25,1,124
18,5,25,2,138
14,27,25,1,143
14,6,25,2,131
16,49,25,1,147
23,58,25,2,140
20,88,25,1,141
19,30,25,1,165
21,54,25,4,136
20,94,25,2,115
16,96,25,2,125
13,32,18,1,137
16,41,25,1,131
8,101,25,1,109
21,68,25,2,147
12,52,20,4,152
11,62,17,4,104
19,54,25,1,100
12,110,22,1,144
14,37,18,4,111
19,15,25,1,118
17,38,22,4,109
11,49,15,1,146
13,24,25,4,159
16,121,25,2,104
14,33,25,2,139
17,8,23,2,125
17,17,25,2,117
20,34,22,1,192
7,76,25,2,177
23,26,25,2,100
18,67,25,2,176
13,9,16,1,195
13,18,25,2,165
15,28,23,4,113
17,70,25,4,176
15,19,25,4,144
14,29,25,4,102
20,73,25,2,117
22,99,25,1,138
17,75,25,2,105
9,40,20,1,138
15,51,25,2,115
22,21,25,2,108
9,21,20,4,159
17,79,24,2,157
13,43,15,2,199
14,68,25,4,153
16,11,25,4,136
18,55,25,1,102
15,56,25,4,195
17,71,22,2,184
18,114,25,4,182
17,101,25,2,128
13,23,25,1,186
18,177,25,1,190
22,24,25,2,145
15,120,25,4,179
18,91,25,1,173
13,92,22,1,132
17,77,22,4,163
12,12,23,1,163
14,126,25,4,173
15,111,25,1,167
8,193,16,1,104
12,97,25,4,200
11,13,25,1,163
19,53,25,1,200
11,40,25,1,100
12,27,18,4,200
9,68,24,2,158
20,27,25,1,126
14,14,15,2,154
15,87,16,4,189
11,70,25,1,168
15,124,25,2,194
14,71,25,1,136
12,144,25,1,134
14,58,25,2,135
14,44,22,4,112
15,44,25,2,169
15,74,25,1,104
13,30,20,4,138
11,132,22,2,164
14,61,25,2,138
11,154,18,1,133
18,77,25,4,191
20,117,25,2,103
16,31,25,1,182
12,238,25,1,144
17,64,25,4,185
17,64,25,1,196
21,101,25,1,132
16,16,18,2,120
18,16,25,1,107
10,17,16,2,120
17,17,25,1,168
6,147,15,1,158
17,169,25,2,125
18,17,25,2,122
18,172,25,1,189
11,17,25,2,186
13,261,25,1,108
21,263,25,1,135
10,35,19,1,110
11,133,20,2,105
20,36,25,4,161
19,72,25,2,161
18,272,25,1,149
11,18,25,1,192
11,55,25,1,172
17,55,25,1,124
18,163,25,2,189
13,37,15,1,104
16,189,25,4,122
6,19,16,2,152
11,287,15,1,119
15,120,25,4,114
10,121,25,1,153
14,170,25,1,166
14,171,23,4,154
20,20,25,4,140
9,149,25,2,147
16,150,25,2,150
20,40,25,1,200
12,61,25,1,178
16,41,22,1,177
9,82,17,2,138
15,180,25,1,133
13,62,25,1,194
4,130,22,1,138
28,131,25,1,175
9,315,16,1,192
13,63,25,2,141
18,85,25,2,158
15,321,25,2,147
22,323,25,1,171
6,216,23,1,156
12,65,25,2,117
16,44,25,1,119
6,220,16,4,112
20,138,25,2,138
22,222,25,1,199
10,22,25,1,172
9,168,18,2,121
11,339,25,1,112
13,114,22,1,104
14,171,25,2,113
13,23,25,1,145
10,115,25,2,145
11,145,25,2,143
16,93,25,4,171
18,94,25,1,101
11,47,16,1,121
19,148,25,4,173
9,24,25,1,155
17,72,25,1,131
15,48,25,1,152
16,362,25,1,124
10,212,16,1,133
16,366,25,2,190
12,153,23,2,138
14,74,22,1,197
24,217,25,2,119
8,218,20,1,137
23,75,25,2,198
13,220,20,2,141
12,189,25,2,172
12,101,25,1,198
15,127,25,1,113
23,224,25,1,183
8,103,15,2,180
19,387,21,1,117
17,389,25,2,187
13,130,25,2,201
22,105,25,4,184
14,395,24,4,119
24,231,25,1,165
13,398,25,2,172
19,267,25,4,100
15,402,25,1,123
14,269,25,1,122
14,27,23,4,175
16,54,25,2,117
12,109,25,4,126
26,411,25,1,180
16,275,21,4,101
17,55,25,1,194
12,83,25,2,200
15,174,25,4,168
9,56,25,1,100
10,141,25,1,152
11,113,16,1,151
10,284,25,1,157
7,178,25,4,152
15,57,25,4,137
19,215,25,4,114
20,86,25,1,195
24,145,25,4,143
12,291,16,1,110
12,438,18,4,171
17,29,25,2,142
10,184,25,4,121
16,185,25,4,147
11,89,25,4,197
16,149,25,2,193
12,30,25,4,118
15,30,25,2,122
19,264,25,1,138
19,30,25,4,123
16,61,25,2,187
23,305,25,4,130
15,123,25,2,195
21,62,24,1,171
11,463,16,1,192
18,465,25,1,102
24,467,25,1,115
9,234,25,2,131
12,470,25,2,167
9,197,25,1,106
15,474,15,2,194
15,198,25,4,185
12,64,19,4,189
13,96,25,4,120
19,160,25,2,147
21,282,25,1,193
11,65,25,1,195
9,130,17,1,123
17,244,25,2,198
12,245,25,1,130
12,131,18,1,102
7,288,19,4,199
25,289,25,1,116
18,33,25,2,140
17,333,25,1,132
24,334,25,1,172
16,101,25,2,198
19,336,25,1,166
20,211,25,2,201
17,296,25,4,193
18,255,25,1,141
15,102,25,4,192
19,300,22,4,109
18,215,25,1,140
11,69,17,1,168
16,173,20,1,134
13,260,16,1,112
7,139,22,1,201
11,524,25,1,115
16,70,25,1,114
9,352,16,2,178
11,353,25,1,156
12,142,25,1,169
10,356,25,2,180
17,357,25,4,118
14,268,21,1,147
7,269,15,2,109
16,144,25,4,184
17,226,25,1,131
11,181,16,1,175
16,36,25,2,168
8,73,25,4,173
18,366,23,1,156
7,230,17,4,151
16,277,25,1,155
18,148,25,2,169
18,278,25,4,152
20,326,25,2,187
7,327,22,2,186
18,112,23,4,165
17,235,19,1,122
9,236,23,2,127
18,237,25,2,200
24,190,24,4,197
15,286,25,1,183
17,239,24,1,145
15,575,25,2,101
23,77,25,1,107
13,578,21,4,193
10,116,25,2,143
14,291,20,4,167
15,292,21,4,165
8,117,20,4,122
11,343,21,1,160
19,344,25,1,160
6,394,25,1,189
15,40,25,1,177
22,198,25,1,149
18,249,25,1,192
20,299,25,1,118
17,160,25,2,168
8,80,17,4,135
12,352,25,1,150
13,121,24,1,113
13,607,25,1,169
9,41,15,1,177
14,204,25,2,155
7,255,19,1,197
14,82,25,2,104
10,308,25,1,157
11,258,21,1,130
19,165,25,4,128
20,166,25,1,169
16,42,25,1,184
15,208,20,4,154
7,418,21,1,149
14,126,25,2,123
18,126,25,1,170
17,169,25,4,196
9,42,16,1,148
17,85,25,1,187
17,425,25,4,159
18,213,22,2,176
19,321,25,1,175
13,214,25,4,170
13,215,19,2,118
14,431,25,1,104
8,216,25,2,137
21,379,25,4,166
23,272,25,1,101
20,218,25,2,107
13,175,25,1,135
15,219,19,1,103
13,132,25,1,124
19,276,25,2,132
15,442,22,1,163
21,277,25,2,124
