p,r,w,v,T
13,0,25,1,192
15,1,25,1,133
9,1,18,1,182
17,2,23,2,154
11,2,25,1,189
12,1,23,2,164
19,7,25,2,140
13,1,25,1,174
9,14,25,1,174
10,5,20,1,142
10,12,25,1,133
15,8,25,1,162
13,1,21,2,107
16,11,25,1,188
17,8,25,1,101
11,3,24,2,131
24,6,25,1,132
12,2,25,1,191
14,31,25,2,177
8,2,17,1,144
13,9,18,2,176
13,24,25,1,136
15,26,25,2,158
13,5,25,4,134
21,42,25,2,199
9,44,17,4,130
8,23,16,1,137
11,13,25,1,118
12,33,25,1,185
19,17,25,1,109
18,31,25,1,130
23,7,25,4,194
14,56,23,1,182
10,8,17,1,132
23,59,25,2,193
9,25,25,2,113
14,37,25,1,144
14,17,25,1,128
12,22,25,2,184
16,14,25,1,171
10,35,25,2,174
8,48,16,1,116
23,10,25,1,101
11,44,25,4,162
15,51,25,2,174
8,10,22,1,180
17,11,25,2,129
9,34,18,2,125
11,42,25,4,167
16,29,25,1,171
15,44,25,1,169
10,6,25,1,156
15,91,25,1,105
8,6,25,4,141
13,47,25,4,161
15,48,25,1,108
14,57,25,1,183
19,42,25,2,172
9,34,25,1,190
10,69,25,2,167
19,7,25,2,193
17,7,25,1,128
15,63,25,1,197
14,73,25,2,115
22,112,25,1,178
18,57,22,1,169
20,58,19,2,101
20,49,25,1,143
15,79,15,1,106
9,40,25,1,197
17,61,25,1,133
8,33,25,1,130
12,84,18,1,103
6,53,25,1,180
9,129,16,2,113
19,66,25,4,125
17,66,25,2,164
16,135,25,1,166
24,18,25,1,178
21,46,25,1,144
14,58,25,1,127
16,47,20,4,100
23,29,25,4,190
24,29,25,1,182
22,86,25,1,106
15,99,18,2,101
18,30,25,2,179
17,51,24,2,168
11,51,16,1,165
16,91,25,1,110
15,10,25,1,123
14,32,25,4,131
19,32,25,2,114
13,11,25,4,104
14,55,25,2,148
17,69,22,1,138
15,98,25,4,103
22,11,25,4,123
11,71,19,1,130
13,46,21,1,182
7,35,17,2,166
17,118,20,4,110
21,178,25,1,120
12,180,25,2,131
15,121,23,2,163
13,61,18,4,179
16,62,25,1,200
9,94,25,2,124
17,13,25,2,118
13,64,18,1,114
11,13,16,1,198
13,52,21,2,135
10,114,25,1,171
15,66,25,4,127
12,53,25,4,107
13,134,25,1,102
28,54,25,1,184
13,14,15,2,127
8,41,23,4,182
12,28,19,1,130
15,28,19,2,126
21,14,25,2,182
14,14,25,2,120
13,90,25,1,122
17,29,25,1,200
15,127,24,1,160
16,92,22,1,178
27,148,25,1,182
24,45,25,1,159
19,75,25,2,116
12,15,25,2,124
12,115,25,1,156
12,135,25,4,149
17,136,25,1,186
23,16,25,1,199
4,31,25,1,115
22,16,25,1,115
14,80,25,2,149
13,32,15,2,171
17,243,25,1,154
23,65,25,1,150
17,82,25,1,127
19,124,25,1,179
17,125,22,1,195
10,105,20,1,114
12,254,17,4,132
11,128,16,4,146
14,69,22,2,110
17,52,25,2,143
17,52,25,2,188
9,153,25,2,192
9,53,25,1,131
12,89,25,1,154
21,156,25,2,141
14,180,20,1,169
20,181,25,1,114
16,273,25,1,113
14,37,25,2,185
14,18,24,4,158
18,56,25,1,129
14,280,25,1,107
14,56,25,4,201
16,57,25,1,125
17,142,25,1,182
4,76,25,4,154
10,96,15,1,117
20,77,25,2,181
20,122,25,4,103
16,294,24,1,161
14,148,25,4,107
10,40,24,1,120
10,174,25,2,176
12,175,23,1,188
11,60,22,2,153
11,41,25,2,133
9,178,25,2,189
16,128,23,1,175
14,103,20,2,121
16,130,25,1,155
13,313,25,1,156
22,157,23,1,194
20,158,25,1,140
17,106,25,1,100
15,160,25,1,102
16,86,25,1,158
6,216,25,2,162
14,136,23,2,109
11,136,19,2,197
13,219,25,4,190
16,110,25,2,161
17,89,25,1,107
22,139,25,4,155
10,224,25,4,168
11,141,25,1,128
10,90,25,1,199
7,199,15,1,156
14,23,24,1,184
10,23,25,1,116
12,46,17,1,155
19,174,25,1,111
25,350,25,2,173
17,205,25,2,151
10,71,20,4,131
14,71,19,2,139
13,238,25,2,201
15,358,25,2,130
10,360,25,1,153
16,241,25,2,164
20,152,25,1,107
13,213,20,2,179
9,214,25,2,171
6,369,18,1,190
20,49,25,2,158
16,124,25,2,158
20,100,25,2,151
15,219,25,2,188
18,25,25,2,167
12,76,19,2,159
8,381,21,1,130
16,26,25,1,115
21,51,25,1,179
14,386,25,1,101
18,78,25,1,189
19,390,25,4,152
10,104,17,2,160
16,164,25,2,108
8,105,16,4,107
15,397,22,1,191
15,266,25,1,199
14,267,22,1,100
8,107,25,1,106
18,54,25,2,135
13,169,21,1,108
15,109,25,2,155
16,55,25,2,108
13,82,18,2,141
11,241,19,1,195
16,111,25,1,122
22,208,22,2,132
11,28,25,1,132
20,84,25,1,115
20,84,25,2,141
9,176,25,1,173
18,57,25,1,127
19,114,23,1,157
13,214,25,1,108
14,86,21,2,132
8,180,25,1,149
15,289,25,1,104
11,58,25,1,168
20,437,25,1,186
8,59,15,4,191
23,59,25,4,195
9,184,24,1,120
13,185,25,4,183
15,59,25,2,105
15,60,21,1,148
17,90,25,1,200
9,120,18,2,157
13,121,22,4,149
14,189,25,4,123
19,266,22,1,148
12,305,25,1,189
11,230,25,4,192
25,269,25,1,173
17,31,25,2,197
14,124,25,1,128
11,272,22,1,179
17,234,25,2,201
6,125,16,4,106
