p,r,w,v,T
15,0,23,1,145
11,0,25,1,163
16,4,25,1,103
10,1,25,1,194
13,2,23,1,169
11,5,25,1,144
15,3,25,2,175
17,2,25,4,115
17,9,25,1,138
16,3,25,2,100
23,4,25,2,184
14,8,18,2,135
22,15,25,1,186
8,8,25,1,140
18,11,19,2,199
18,7,25,1,115
12,20,24,4,159
13,31,25,1,175
9,2,25,1,126
12,12,25,1,118
14,37,20,2,194
13,5,22,1,127
22,14,25,2,169
17,6,25,2,199
20,22,25,2,192
16,27,22,4,195
22,3,25,1,189
15,50,25,1,191
10,3,25,1,144
8,18,19,2,121
17,15,25,1,140
16,15,25,1,137
21,12,25,1,102
7,12,25,1,153
20,31,25,2,181
14,4,25,1,196
4,13,25,2,188
19,34,25,4,136
15,9,25,1,193
16,42,25,4,197
20,43,25,1,199
12,25,25,1,169
19,39,24,2,101
19,53,25,1,167
10,16,25,4,120
16,22,25,2,162
15,35,25,1,174
18,87,25,1,123
14,12,25,1,201
21,45,25,2,173
21,19,25,1,100
17,31,25,1,163
12,48,25,1,168
23,65,25,2,151
12,42,25,2,161
20,51,22,1,101
11,28,20,4,113
18,106,25,1,167
12,7,22,1,201
16,64,18,1,100
16,56,25,1,107
16,8,25,2,112
16,77,25,4,101
11,39,25,2,132
13,8,25,1,175
22,32,25,2,120
17,61,25,1,122
13,25,21,1,186
15,17,19,1,198
13,43,25,2,116
12,54,17,1,134
17,9,25,1,173
15,9,25,1,163
7,18,16,1,158
17,18,19,4,156
23,93,25,1,145
15,70,25,1,115
22,95,25,1,156
25,19,25,2,106
9,49,25,2,121
16,99,25,2,168
19,30,25,2,177
12,10,19,1,180
19,10,25,1,160
19,21,22,4,108
14,21,25,1,164
21,66,22,2,154
21,161,25,1,112
16,43,25,1,141
12,33,25,4,139
8,44,25,2,110
21,112,25,1,135
14,170,22,1,171
19,172,21,1,173
15,12,25,1,102
24,12,25,1,170
18,47,25,1,185
16,180,25,1,130
7,91,15,1,163
12,92,25,4,186
21,123,25,1,167
18,78,25,1,108
15,189,25,2,110
8,64,17,1,186
18,96,25,1,102
18,113,25,1,141
11,131,25,2,197
17,13,25,2,185
9,13,22,4,112
11,84,18,1,144
15,204,25,1,120
21,86,25,4,107
19,14,25,4,114
14,87,23,2,120
14,141,25,4,147
18,106,25,1,153
9,107,25,2,194
20,72,25,1,190
14,127,25,1,148
21,92,25,1,177
11,74,17,1,141
15,131,22,4,124
18,151,25,2,100
15,30,25,1,144
14,153,16,2,102
12,96,22,1,146
13,117,25,1,155
15,235,17,2,161
21,138,24,2,112
18,16,25,1,104
10,241,25,2,148
14,243,19,2,182
11,33,25,2,131
9,33,25,1,133
16,66,25,1,120
14,104,23,1,111
11,126,16,2,120
14,68,25,4,108
18,85,25,4,157
12,129,18,1,113
18,35,25,4,109
13,174,25,4,176
10,35,18,4,117
23,154,25,2,106
23,111,25,2,103
10,157,24,2,107
14,270,25,1,185
8,73,25,1,160
19,73,25,1,169
16,184,16,1,154
17,56,23,2,114
14,140,25,2,192
7,75,25,1,114
19,189,25,1,130
3,119,25,1,165
22,96,25,4,151
15,120,25,1,167
20,97,25,1,138
14,78,25,2,173
12,172,25,1,192
14,59,25,2,107
19,79,25,4,190
13,40,25,1,201
19,201,25,2,131
18,61,25,4,159
17,127,25,2,175
17,179,21,2,180
21,82,25,1,101
18,156,25,1,130
14,83,25,1,154
8,84,25,2,161
19,317,25,4,107
6,64,25,1,196
15,43,25,1,121
8,215,19,4,115
15,65,25,1,103
16,109,25,1,132
22,66,25,4,156
16,66,25,1,177
8,110,25,2,113
24,333,23,1,138
15,223,22,1,190
10,197,16,2,161
15,45,24,4,118
7,142,25,4,102
17,228,25,1,181
10,344,22,2,193
18,173,25,1,181
13,70,25,2,131
15,70,20,1,188
11,23,15,1,142
13,47,25,1,153
16,148,23,2,101
21,71,25,1,169
19,120,25,1,113
15,361,18,1,178
18,212,25,1,171
13,213,25,2,201
8,367,25,1,102
14,368,25,1,177
15,216,25,2,196
18,248,25,1,132
25,50,25,2,109
17,157,25,1,187
18,25,25,2,117
19,76,25,1,107
12,51,18,4,118
17,128,25,4,155
18,385,25,2,188
20,226,25,4,144
23,162,25,1,123
14,130,25,1,175
22,196,25,1,187
14,230,25,1,126
13,79,25,1,189
14,232,20,1,187
16,27,25,2,131
16,107,23,1,150
9,168,16,1,175
19,237,25,1,166
13,136,25,4,195
20,109,25,2,120
21,274,23,4,194
12,172,25,4,173
21,28,25,4,146
11,56,20,1,148
18,28,25,1,155
22,245,25,4,116
14,28,25,4,161
15,247,25,1,181
