p,r,w,v,T
9,0,25,1,155
20,1,25,2,189
18,2,25,2,148
10,3,25,2,123
17,0,25,2,173
18,6,24,2,181
8,5,25,1,171
14,5,22,2,118
9,10,15,1,147
14,11,25,4,192
16,1,25,1,162
20,7,25,1,183
19,11,25,2,169
11,16,25,1,184
10,13,18,4,173
18,2,25,2,200
14,8,25,2,107
12,21,16,4,109
18,7,25,1,121
18,5,21,1,123
9,15,21,4,179
18,13,25,1,183
19,13,25,1,190
14,14,25,1,130
10,18,17,1,101
10,12,25,4,178
16,13,25,4,163
16,29,25,1,111
9,14,16,2,129
15,4,25,2,170
13,32,22,1,187
20,11,25,1,138
11,39,21,1,132
15,4,25,2,190
10,17,25,1,153
23,9,25,2,113
15,13,25,2,186
14,4,23,1,132
13,40,25,2,127
22,30,25,1,133
12,15,17,4,186
18,75,25,2,165
20,38,25,1,143
17,21,25,1,112
18,21,25,1,148
14,27,22,4,162
11,42,25,1,171
14,86,25,4,145
19,51,25,2,189
11,45,25,1,123
15,18,18,4,190
15,19,25,1,130
8,95,25,1,167
9,26,15,1,165
13,49,25,4,166
16,100,25,1,147
13,43,25,1,140
13,69,25,1,144
16,44,25,2,187
23,72,25,4,152
13,7,21,4,173
13,46,25,2,198
2,23,25,4,151
16,8,25,2,166
9,8,25,1,110
10,8,19,1,137
15,32,23,1,169
7,33,15,4,114
12,72,25,1,121
14,63,25,2,116
17,74,25,2,102
14,26,25,2,117
16,9,25,4,143
18,78,25,1,154
17,18,25,1,140
15,68,19,4,112
10,58,25,1,159
12,70,20,1,168
15,59,25,1,110
16,29,25,1,157
21,39,25,2,155
19,61,25,2,198
18,20,25,2,120
17,20,25,1,166
11,64,23,2,194
12,10,25,4,157
10,65,25,1,118
15,158,24,2,101
14,80,23,4,174
22,162,25,2,199
18,109,25,2,172
13,83,25,2,160
12,98,22,1,162
11,169,25,2,160
15,114,25,1,147
19,87,25,4,110
16,12,25,1,200
18,103,25,2,197
16,179,25,4,148
21,24,25,2,129
14,24,25,4,200
16,25,25,2,194
15,77,25,1,119
19,188,25,2,168
20,38,25,4,151
21,96,21,1,160
17,97,18,1,136
11,195,25,1,195
14,197,24,1,107
15,53,25,2,101
14,13,25,1,172
13,135,25,2,129
16,119,25,4,144
19,41,21,2,120
16,87,25,4,108
10,87,16,4,179
22,211,25,2,113
22,71,25,1,191
21,143,25,1,157
20,72,25,1,130
17,219,25,2,188
13,129,24,4,127
17,30,25,1,191
20,30,25,1,186
19,15,25,1,172
9,95,25,2,193
11,31,21,2,195
18,135,25,4,143
15,117,25,2,115
20,157,20,1,166
20,79,25,1,131
12,32,25,4,167
12,80,19,2,145
11,48,25,1,126
21,16,25,1,167
11,49,25,1,152
19,66,25,1,117
15,33,25,1,105
13,34,22,1,180
8,169,18,1,189
20,149,25,2,156
13,150,25,1,149
14,259,25,1,105
12,69,18,1,129
18,87,25,2,175
21,176,25,1,148
16,266,25,2,145
18,268,25,1,180
20,270,25,1,155
14,36,25,1,198
10,91,25,1,130
13,92,25,4,157
13,74,15,1,129
23,93,25,4,194
20,140,25,4,124
15,94,25,2,186
9,76,25,2,138
12,95,25,4,186
21,77,25,2,151
17,58,25,2,195
15,291,25,4,110
9,147,25,1,169
22,98,25,1,168
14,20,25,1,125
16,174,24,1,200
18,40,25,4,120
15,60,18,2,177
23,41,25,2,120
14,102,23,1,149
13,82,22,4,126
16,155,25,1,158
15,21,25,1,120
29,183,25,2,133
19,184,23,1,172
21,132,25,2,149
10,106,25,1,105
21,43,25,1,116
17,215,25,1,141
16,324,22,1,145
13,22,25,2,122
20,137,25,1,182
5,66,15,1,180
18,66,25,2,185
8,67,15,4,137
10,45,15,4,126
11,90,25,1,165
15,226,18,2,154
13,227,25,2,171
17,114,25,2,179
17,69,23,1,140
