p,r,w,v,T
4,0,16,1,128
6,1,17,4,122
4,4,25,2,119
8,1,18,1,185
15,7,25,1,172
25,5,25,1,114
17,3,25,1,192
25,1,25,1,113
15,3,25,1,129
15,7,25,2,112
12,10,25,1,198
14,6,25,1,161
10,9,15,4,117
9,8,25,4,175
16,10,25,2,116
12,13,25,1,141
17,16,25,2,187
19,8,24,2,141
24,4,25,1,201
18,33,25,1,178
17,35,25,2,122
14,18,25,2,138
15,19,25,1,159
11,3,25,1,125
22,14,25,1,153
16,6,25,2,160
18,9,22,1,119
12,9,18,4,122
7,10,22,4,134
16,7,25,4,128
21,35,25,2,103
13,32,25,1,139
17,19,25,4,171
13,29,20,1,123
12,20,25,2,112
11,8,25,4,167
14,32,25,1,108
16,33,22,2,173
10,18,25,1,187
10,9,25,2,186
15,5,25,2,173
17,36,25,2,161
15,25,24,1,139
20,25,25,2,195
13,52,25,1,178
12,46,25,2,115
7,16,19,4,187
10,41,16,4,197
18,6,25,1,155
21,36,25,1,149
20,44,25,1,117
27,45,25,2,108
18,24,25,4,198
16,47,25,2,151
19,95,25,1,119
17,19,25,1,130
14,26,25,1,193
13,27,25,4,190
20,7,25,2,187
13,21,24,1,115
18,35,21,1,187
12,107,25,1,134
8,45,17,1,142
13,65,24,1,104
7,113,18,1,147
8,8,16,1,118
8,15,16,4,154
24,79,25,2,201
11,8,15,2,143
24,24,25,1,170
10,33,23,1,137
8,83,16,4,105
15,84,21,1,173
15,17,25,2,164
12,130,19,2,102
18,88,25,1,175
17,78,23,1,179
12,45,25,1,157
26,9,25,2,176
13,28,17,2,101
20,141,25,1,172
11,142,16,4,163
13,96,25,1,140
19,29,25,4,186
22,86,25,1,161
10,10,25,2,149
20,40,22,1,177
14,41,25,1,140
6,64,17,1,176
14,21,25,1,109
15,158,25,1,190
15,80,25,2,179
15,43,25,2,198
8,11,25,4,116
23,55,25,2,195
6,111,25,1,137
20,70,25,1,131
10,23,18,1,193
14,46,25,4,138
16,35,25,1,114
15,59,17,4,120
16,118,23,1,134
9,48,25,1,102
17,36,25,4,128
21,107,25,1,151
9,37,16,1,194
22,124,25,4,139
10,50,19,1,113
20,79,25,4,164
18,51,25,1,146
9,113,16,1,119
8,26,17,1,199
9,131,15,2,159
15,99,25,2,180
18,67,25,1,130
14,118,25,1,143
17,119,25,1,101
17,137,25,1,195
21,121,25,1,175
16,28,25,1,174
12,14,25,1,118
16,14,25,1,194
15,89,20,4,173
11,14,15,1,129
19,29,25,1,108
19,29,25,1,190
19,92,25,2,137
12,74,18,1,155
5,94,15,2,113
16,76,25,4,153
13,114,25,1,182
8,230,25,2,154
11,135,25,1,129
17,156,25,1,102
20,31,25,1,151
14,99,25,1,184
16,239,18,2,187
11,32,25,2,168
6,101,25,1,162
20,81,25,1,142
16,66,25,4,133
11,83,25,4,180
16,166,25,2,190
20,168,25,2,142
10,68,23,2,112
10,106,19,4,182
20,107,25,2,125
17,34,23,1,120
13,108,25,1,155
21,109,25,4,172
15,176,24,1,159
12,266,25,2,122
12,156,17,1,128
10,157,22,1,166
15,135,25,4,119
12,273,25,4,114
18,73,25,2,175
20,55,25,4,100
17,278,25,2,102
9,56,16,2,147
16,56,22,2,112
12,165,17,2,169
12,142,25,4,102
21,191,25,1,108
14,96,21,1,108
16,19,25,1,151
17,39,25,2,122
16,20,22,2,158
13,295,25,1,187
14,20,25,1,152
