p,r,w,v,T
13,0,18,1,153
12,1,25,2,141
11,1,25,4,103
13,5,25,1,175
11,0,21,4,137
22,4,25,2,128
10,6,18,4,167
20,3,25,1,158
18,5,23,2,139
20,11,25,4,192
15,18,19,2,149
26,6,25,4,199
18,3,25,2,196
17,13,25,1,145
14,2,25,4,123
15,4,25,1,126
10,12,25,2,116
24,30,25,2,163
19,4,24,4,179
17,14,25,1,191
13,18,25,1,167
14,12,25,1,192
7,8,21,4,178
22,3,25,1,155
19,6,25,1,179
13,44,21,1,128
16,31,25,4,194
14,16,25,1,157
18,25,25,2,185
15,14,25,4,195
4,31,25,1,199
8,4,25,2,182
21,57,25,1,135
16,12,25,1,183
9,20,25,2,175
14,21,25,4,197
9,27,22,1,175
9,13,23,1,170
14,22,25,2,197
11,5,24,2,195
13,35,25,1,175
18,48,25,1,200
8,50,21,1,126
18,44,21,4,131
21,26,23,1,102
19,5,25,1,175
25,34,25,4,116
3,83,17,4,195
16,6,19,2,136
13,23,25,1,121
23,37,23,1,124
25,60,25,2,165
14,46,25,4,102
20,12,24,4,107
16,6,18,4,146
8,32,20,1,188
10,58,16,1,133
14,13,25,4,181
10,14,15,4,154
12,7,25,1,181
12,62,16,2,120
19,22,25,4,159
19,110,25,2,141
14,65,25,1,109
9,47,19,2,128
18,31,25,2,173
13,58,25,1,159
17,49,25,1,107
11,8,25,1,188
14,33,22,2,141
13,52,25,2,184
8,17,15,2,123
13,127,17,1,143
24,17,25,1,159
16,131,25,1,112
19,88,25,1,128
12,36,25,4,130
14,91,25,4,134
15,18,25,4,115
25,70,25,1,147
19,141,25,1,134
16,29,25,1,112
11,60,25,2,134
9,98,25,2,201
20,74,25,1,123
15,100,25,1,187
13,63,18,2,181
19,90,23,2,163
26,78,25,1,162
14,92,25,1,171
7,106,25,2,185
19,43,25,1,142
11,43,17,1,190
8,11,25,1,109
13,22,19,4,111
5,112,15,1,152
15,99,22,2,128
8,57,15,2,155
9,58,25,4,165
16,102,25,4,166
8,103,20,4,147
17,104,25,1,120
6,12,25,1,165
15,91,25,1,158
13,61,25,2,172
9,93,25,2,192
14,50,24,4,108
8,126,25,2,126
10,13,15,2,195
12,128,25,1,175
7,113,15,2,136
8,39,25,1,108
23,40,25,2,135
12,117,21,1,182
19,84,25,1,155
11,203,25,2,196
13,137,25,1,131
11,55,16,1,125
16,28,25,1,132
17,70,24,2,174
10,124,25,1,123
13,43,24,2,168
17,14,25,2,180
15,43,25,1,139
20,110,25,1,183
13,92,25,1,104
15,111,25,1,191
14,45,25,1,137
