p,r,w,v,T
13,0,25,1,193
12,0,25,1,153
21,1,25,1,116
16,2,25,4,103
15,4,25,4,134
9,6,22,4,114
10,4,25,1,194
10,4,17,4,178
18,10,25,1,128
16,1,25,2,114
13,4,25,2,200
10,1,25,2,139
18,14,21,4,201
21,6,25,1,200
21,15,25,1,100
10,9,24,1,160
6,19,15,4,106
17,31,25,4,149
19,16,25,1,114
10,5,19,1,168
12,10,25,2,131
12,16,25,2,161
10,8,25,2,126
14,14,25,1,201
16,6,25,2,186
16,12,25,1,154
11,12,25,2,122
20,13,25,2,145
22,25,25,1,154
9,52,20,1,116
11,11,25,1,177
21,56,25,1,181
10,58,25,1,183
10,12,22,2,136
15,25,25,4,183
17,31,23,2,198
18,4,25,1,156
12,18,15,2,190
18,28,25,4,187
13,41,22,1,183
21,19,25,2,165
8,5,17,1,116
19,10,25,1,146
19,10,25,2,142
18,16,25,4,114
11,34,16,1,103
8,48,20,4,130
18,84,25,4,136
14,50,23,2,142
16,44,22,4,148
16,12,25,1,137
18,31,25,4,105
8,6,15,1,115
13,19,25,1,100
14,57,25,1,103
13,66,25,2,193
7,42,16,2,183
18,27,25,1,184
8,35,25,2,172
18,21,25,1,196
5,14,17,1,128
12,73,16,1,188
13,15,20,4,192
20,57,23,2,181
18,67,25,1,132
16,49,25,1,184
19,8,25,1,124
14,8,22,1,111
17,122,25,1,149
17,8,20,1,152
15,17,25,2,194
9,53,25,4,106
16,54,25,1,100
5,66,25,1,168
20,9,25,1,169
11,90,25,1,155
19,137,25,1,175
14,37,19,1,138
14,58,16,4,106
16,28,25,4,121
13,84,16,4,201
11,10,25,1,159
12,86,25,4,100
13,30,25,1,200
14,10,25,1,201
18,20,25,4,184
11,90,25,4,114
10,10,25,1,137
11,66,25,2,171
17,32,25,1,178
15,22,25,1,168
21,68,25,1,111
11,55,25,1,128
21,84,25,1,154
20,84,25,1,140
13,34,25,2,160
18,101,25,1,195
10,87,25,1,167
14,117,23,4,102
6,89,19,1,125
15,75,25,1,149
12,106,25,1,131
14,49,25,1,121
11,93,15,1,161
16,93,25,2,109
14,189,25,2,179
11,64,25,1,150
21,192,25,2,156
5,194,16,1,201
17,39,25,4,141
13,82,25,2,139
17,67,25,2,170
20,84,25,1,121
16,68,21,1,143
12,205,25,1,100
15,69,19,1,178
19,104,25,4,121
18,70,25,1,148
13,141,20,1,193
10,57,25,2,119
13,72,25,2,131
15,15,25,4,126
16,219,22,2,149
15,29,25,2,125
11,130,15,2,131
12,225,17,2,184
20,151,25,2,182
13,46,25,1,165
11,153,25,1,108
11,31,17,4,157
21,62,25,1,118
20,98,25,2,165
22,63,25,1,171
13,120,25,1,122
17,80,25,4,190
9,81,16,1,132
16,122,25,4,168
16,103,24,1,193
16,248,25,1,109
22,50,25,2,166
17,84,23,1,185
19,106,25,2,127
16,34,25,1,164
13,257,25,2,100
20,151,25,1,182
18,109,19,4,177
13,52,25,1,195
13,176,23,1,152
10,155,25,2,157
21,179,25,1,147
13,90,23,2,148
25,158,25,4,171
8,73,25,1,132
9,138,24,1,170
18,37,25,4,152
17,186,25,2,104
15,187,25,1,157
18,56,25,2,190
9,38,25,1,169
9,95,17,2,140
15,144,18,2,128
12,145,25,2,191
12,97,20,2,100
22,98,25,4,198
11,20,25,4,126
26,124,25,1,186
17,124,25,1,178
13,125,25,1,169
10,126,25,1,184
15,152,22,1,124
12,41,24,1,158
20,61,25,2,148
18,309,25,1,169
9,181,17,2,125
15,63,25,4,107
16,84,25,1,131
15,63,25,4,150
17,212,25,2,201
18,160,25,2,166
21,86,25,1,164
10,65,16,4,137
13,190,25,2,123
14,218,25,1,144
11,88,25,4,107
13,44,21,4,106
22,166,25,2,104
22,195,25,1,148
14,45,25,1,118
8,338,15,2,119
6,113,18,4,155
18,23,25,2,120
12,69,18,2,123
19,46,25,1,189
20,69,25,1,181
17,145,25,1,196
19,23,25,1,150
10,94,25,2,196
19,24,25,4,195
12,24,16,1,189
23,24,24,2,163
20,24,23,4,146
8,120,16,4,182
16,48,25,4,114
10,24,25,1,145
18,244,25,2,169
19,98,25,1,132
17,247,25,4,141
10,124,15,1,147
17,100,25,4,190
16,75,25,1,160
19,25,25,2,192
17,221,25,2,148
17,25,25,2,170
17,255,25,2,181
18,103,25,2,187
20,258,22,1,150
15,104,25,1,123
16,163,25,4,115
12,196,25,1,136
15,394,25,2,165
21,395,25,1,170
21,79,25,2,196
15,200,22,1,125
14,200,17,2,187
19,81,24,4,190
18,27,25,2,104
12,27,22,2,182
20,109,25,1,106
16,171,25,2,197
14,240,18,4,157
12,55,25,4,156
12,138,19,1,132
18,28,25,1,102
9,56,19,1,153
24,56,25,1,150
12,422,25,1,117
22,283,25,4,180
24,178,25,1,129
10,143,25,1,124
15,251,25,1,130
17,431,25,1,132
10,116,15,1,120
16,58,25,1,189
