p,r,w,v,T
18,0,25,1,115
14,1,25,1,117
17,2,25,1,158
6,5,25,1,105
15,4,25,1,137
11,4,18,4,101
7,4,16,1,201
22,12,25,1,146
11,10,17,1,127
3,5,25,1,137
10,7,25,4,135
10,4,25,4,127
12,4,25,1,178
8,6,17,2,124
15,17,25,1,199
17,18,25,2,101
4,10,16,1,201
21,8,25,1,119
13,2,19,1,121
13,17,25,1,186
13,12,25,1,125
14,5,25,4,140
10,10,15,1,159
10,17,25,4,135
16,11,25,2,182
16,19,25,1,157
12,6,15,2,158
14,28,20,1,111
8,3,23,1,128
9,30,15,2,147
14,4,25,1,105
15,55,25,1,122
19,19,25,2,141
17,24,25,1,141
6,20,20,2,201
12,8,21,2,190
18,21,25,4,199
21,66,25,2,159
15,9,25,4,179
17,9,25,1,117
11,10,19,1,123
8,43,16,1,174
13,37,25,2,125
13,32,25,4,195
19,78,25,1,107
13,80,25,1,148
7,22,15,1,171
14,84,25,1,161
12,6,25,1,199
19,6,25,1,187
14,89,25,4,118
6,53,25,4,148
21,46,25,1,181
14,39,25,2,199
9,13,15,1,174
19,13,21,1,160
20,20,22,4,167
15,68,25,2,180
13,21,22,2,177
16,7,25,2,129
16,107,25,1,133
16,7,25,2,146
22,37,25,1,119
5,7,25,2,177
17,8,25,2,174
23,48,25,1,140
14,59,21,1,170
18,70,21,4,143
10,61,25,1,165
12,8,25,4,200
19,33,25,1,114
16,42,25,1,148
16,53,20,1,191
12,130,25,2,198
12,66,25,2,124
17,18,25,2,171
19,68,25,1,151
17,37,25,1,151
18,28,22,4,167
16,59,25,1,115
22,19,24,2,168
15,144,25,4,103
20,39,25,1,160
14,86,25,4,173
9,62,24,1,149
10,76,25,2,189
12,153,25,1,169
17,90,25,4,123
23,78,25,1,161
13,92,22,2,155
10,67,25,4,106
17,32,25,1,152
11,109,25,2,108
15,11,25,4,187
18,84,25,2,160
13,34,25,1,117
15,46,25,1,182
18,72,25,2,132
14,58,25,1,129
14,73,22,4,147
14,104,18,1,115
10,120,25,1,115
18,61,25,1,139
15,122,25,4,124
17,185,25,4,193
10,109,21,2,146
9,50,17,4,120
18,127,22,1,161
17,38,25,1,177
16,129,25,2,166
14,196,15,4,177
8,26,22,1,152
15,200,25,1,195
7,201,25,1,133
13,203,22,4,146
14,137,22,1,146
11,103,23,2,106
13,104,25,1,127
17,105,25,1,190
11,14,25,2,157
14,89,22,4,168
13,90,20,2,140
13,145,22,4,162
12,128,25,2,143
15,129,25,2,197
16,30,25,1,162
14,15,23,2,172
10,113,21,2,160
6,46,20,1,104
13,96,25,1,188
12,77,17,1,155
23,156,25,4,201
23,63,25,2,159
17,79,25,4,192
19,139,25,4,186
17,140,25,1,123
15,81,25,1,111
10,49,25,1,108
11,82,19,1,197
17,50,25,1,160
11,83,25,2,142
5,126,25,4,104
10,67,15,1,173
23,127,25,1,119
16,34,25,2,102
13,52,25,4,164
13,152,25,1,157
10,70,25,1,178
20,176,25,1,143
19,177,19,1,107
20,53,25,4,198
9,179,19,4,147
21,271,22,2,124
17,36,25,1,195
13,91,25,4,196
17,184,25,1,105
14,74,23,2,143
10,140,25,1,118
18,94,25,1,128
19,142,25,1,163
21,285,25,2,120
15,76,25,2,119
16,144,25,1,100
14,58,25,1,153
16,58,25,1,132
12,59,25,1,142
17,39,25,1,160
5,149,19,1,115
15,100,25,2,175
18,125,25,2,135
23,177,25,1,114
17,20,19,4,193
19,204,25,4,138
21,154,25,1,183
18,310,25,1,117
15,312,25,1,169
13,84,25,1,196
13,158,19,2,128
18,63,25,1,193
21,159,25,2,142
12,107,25,1,165
22,322,25,2,172
11,43,21,1,194
18,65,25,2,138
17,109,25,1,145
18,165,25,2,166
17,221,25,2,175
10,67,25,1,160
17,223,21,1,128
16,337,25,1,120
19,68,25,1,133
14,91,20,1,103
17,143,25,2,102
19,201,25,1,165
15,115,25,4,129
17,46,25,1,168
9,23,15,2,193
21,205,25,4,153
12,71,17,2,115
15,24,25,2,106
15,24,22,1,142
20,209,25,1,127
16,48,22,1,123
7,96,25,2,153
17,182,25,2,147
22,73,25,1,195
17,183,25,4,112
15,25,25,2,186
21,25,25,4,149
12,248,16,1,187
16,25,22,4,199
23,50,25,1,108
21,101,25,2,148
15,221,25,2,111
14,51,25,4,112
19,26,25,2,140
16,128,25,1,124
11,161,25,4,163
10,259,19,2,182
12,163,18,1,142
13,131,19,1,162
23,105,25,1,138
16,395,23,4,130
20,397,25,4,169
12,266,18,1,189
11,107,25,2,175
14,27,21,2,180
18,27,25,1,138
10,27,19,2,157
14,272,25,4,177
7,109,25,1,162
20,137,25,1,196
7,28,25,2,165
11,28,25,2,140
21,243,24,1,166
18,244,25,2,100
12,420,22,1,161
23,211,25,2,165
17,177,25,1,121
17,177,25,2,197
11,143,17,2,138
18,250,25,1,178
20,251,25,2,157
9,144,15,1,201
10,217,25,2,163
15,182,25,1,119
22,29,25,2,105
15,293,24,2,154
17,118,23,2,195
24,118,25,1,123
14,30,25,4,181
12,447,19,1,137
19,299,24,1,144
13,150,15,1,180
14,189,25,1,150
12,121,22,1,110
20,61,25,4,105
15,61,23,2,103
22,460,25,1,117
19,92,25,1,116
9,93,16,2,115
19,31,25,2,134
15,233,25,1,195
17,94,25,2,169
12,470,25,1,200
13,197,20,1,116
17,95,21,1,108
22,277,25,2,147
16,64,25,2,147
12,200,25,1,186
15,160,25,4,167
18,97,25,2,199
17,202,25,4,145
15,486,25,1,156
14,98,25,2,118
11,286,25,1,174
24,205,25,4,187
12,493,25,2,194
12,99,17,2,127
13,290,25,2,148
16,333,25,2,192
18,292,25,2,185
14,33,25,1,131
6,252,25,2,161
23,506,25,1,161
8,68,15,4,144
14,136,25,1,158
14,136,23,1,192
13,513,24,2,201
16,137,25,1,141
13,215,25,1,103
3,173,20,1,199
20,69,25,1,124
17,348,23,4,144
11,140,21,4,148
24,263,25,1,100
12,35,25,4,154
12,353,23,4,135
10,177,19,1,196
14,266,25,1,132
23,534,25,2,115
18,143,25,1,177
10,72,20,2,106
12,360,16,1,150
18,108,25,1,147
12,226,25,4,136
19,182,25,1,124
16,273,25,1,189
13,73,25,2,186
17,275,25,2,137
11,322,16,4,127
9,74,25,2,171
20,111,25,2,107
26,186,25,1,165
17,37,25,1,140
7,37,16,1,122
10,150,25,2,177
17,75,25,4,134
11,38,19,1,161
11,152,25,2,144
23,114,25,1,116
10,152,15,2,153
8,574,25,2,120
8,384,15,1,155
14,77,25,1,160
24,77,25,2,199
19,387,25,2,182
18,388,22,2,197
1,78,25,4,154
16,156,25,2,136
15,39,20,2,145
20,79,25,2,144
18,197,25,4,196
19,119,25,1,177
12,159,17,4,130
18,249,25,1,175
10,349,21,1,168
12,80,25,2,100
17,401,23,2,189
18,352,25,1,165
24,353,25,1,134
14,253,25,1,137
20,203,25,4,198
18,356,21,1,186
14,123,25,4,153
25,410,25,1,108
16,257,23,2,178
12,124,19,1,119
10,362,25,1,104
9,83,17,4,118
