p,r,w,v,T
22,0,25,1,106
17,0,25,2,106
27,2,25,1,144
8,2,15,2,108
17,2,25,2,188
16,2,22,1,182
17,6,25,1,162
7,9,15,4,112
13,7,15,1,112
17,4,25,1,135
11,11,25,1,129
15,7,18,1,146
12,4,24,4,143
18,5,20,4,151
19,5,24,1,126
16,7,25,1,166
9,2,16,2,180
20,4,25,1,109
9,33,19,4,100
15,7,21,1,183
17,12,25,2,113
19,16,25,1,136
17,23,25,2,197
13,42,25,4,128
18,26,23,2,184
12,15,17,1,178
12,16,19,1,186
11,13,21,1,185
11,21,25,2,165
9,31,25,2,132
15,27,25,1,115
17,57,24,1,146
15,16,25,1,108
21,25,25,1,144
28,17,25,1,191
13,27,25,4,116
5,33,24,1,121
25,34,25,2,144
16,23,25,1,159
12,42,25,1,130
15,19,25,2,176
11,5,25,2,109
19,10,25,1,128
15,5,25,2,197
9,5,25,4,108
14,82,25,1,201
15,56,25,1,157
20,6,25,1,102
12,51,25,2,160
12,24,25,1,126
10,6,20,4,126
16,47,17,4,149
12,63,25,1,107
11,97,25,2,158
22,66,25,2,182
17,7,25,1,138
19,20,25,1,189
11,14,18,4,200
18,44,20,1,188
9,36,21,2,195
20,22,25,1,140
15,15,25,4,159
20,38,25,2,194
13,48,25,1,126
9,78,22,2,189
12,24,25,1,180
15,121,25,1,167
19,122,25,2,115
8,124,18,4,117
22,63,25,1,142
17,85,25,1,112
15,17,25,4,149
13,55,25,1,130
21,133,25,2,153
14,27,25,1,186
8,18,25,2,196
27,81,25,1,158
8,19,25,4,158
17,59,25,4,157
23,19,25,1,161
13,85,22,1,110
7,39,25,2,149
21,100,25,2,117
20,76,25,2,117
12,102,25,2,178
22,10,25,1,179
13,10,17,2,111
17,79,25,2,146
17,80,25,2,131
14,54,25,1,124
