p,r,w,v,T
15,0,25,2,108
18,0,25,2,136
18,4,25,1,127
15,3,25,2,101
22,1,25,2,109
7,3,25,2,148
12,2,25,1,178
18,1,25,1,195
18,3,24,1,145
9,3,25,1,145
7,9,25,2,104
5,10,25,1,197
12,13,25,2,200
6,3,17,1,198
17,9,25,1,148
18,16,25,1,137
8,17,15,4,142
24,16,25,2,118
18,17,25,1,101
8,7,18,1,184
11,25,20,2,120
16,5,25,2,136
16,11,25,1,143
24,9,25,2,128
21,30,25,1,125
17,19,25,1,122
13,48,25,1,189
13,10,20,2,178
18,10,23,2,181
13,22,25,1,165
19,37,25,1,124
17,8,25,1,161
15,4,25,2,137
20,4,25,2,167
18,42,25,2,197
7,38,15,2,172
11,39,25,1,191
14,40,25,4,108
13,14,25,1,164
18,72,25,2,193
15,5,25,4,101
18,76,19,2,147
18,21,25,2,112
14,11,25,4,190
21,48,24,2,101
12,28,25,2,194
18,11,25,1,125
14,44,25,1,186
19,45,25,2,145
15,12,25,1,172
18,25,25,2,101
15,95,25,1,174
18,26,25,2,175
9,41,25,2,112
17,42,25,2,154
15,60,25,1,164
13,35,21,2,132
7,62,16,2,169
11,36,25,4,148
19,110,25,1,201
16,65,25,2,137
12,38,25,2,161
23,23,25,1,190
17,68,25,2,158
7,32,21,4,105
16,60,25,2,187
26,72,25,4,118
17,42,25,2,168
23,8,25,1,175
20,17,25,1,111
20,65,25,1,131
20,66,25,1,195
12,56,25,2,160
12,90,25,4,171
15,46,25,1,148
9,93,25,1,165
17,71,25,1,185
13,29,23,2,187
18,85,25,2,176
10,20,25,4,169
20,99,25,1,111
13,30,20,1,104
4,76,25,2,133
15,103,18,2,134
16,21,25,4,194
12,32,25,1,193
12,93,17,2,123
13,43,25,4,166
13,44,25,1,174
18,33,25,1,161
19,70,25,2,133
18,85,25,1,177
5,71,25,2,151
20,46,25,1,163
18,116,25,2,188
23,47,25,2,166
11,48,18,2,116
17,105,25,1,182
19,76,25,1,110
18,49,25,2,102
18,25,21,1,165
18,94,25,1,129
15,25,25,1,148
14,13,25,1,139
25,97,25,2,117
24,13,25,1,120
15,82,21,1,162
18,199,25,4,135
22,100,25,4,201
23,54,25,2,153
10,55,25,1,187
17,55,25,1,163
9,28,16,1,118
15,88,25,4,143
23,42,25,1,174
12,71,25,1,160
15,72,25,2,195
19,91,25,1,123
17,146,25,1,122
14,92,25,4,109
25,30,25,1,102
17,112,25,1,124
13,132,25,2,120
12,46,19,1,200
14,96,25,4,153
14,77,25,1,173
9,117,25,4,177
19,236,25,2,119
20,238,25,1,158
20,240,25,2,100
13,32,21,2,113
12,81,21,2,112
7,16,15,2,133
10,124,25,4,196
20,166,24,1,129
12,33,25,4,114
14,34,25,1,185
12,34,25,1,180
14,68,24,1,103
13,258,17,2,184
19,152,22,4,116
18,109,25,1,104
19,88,25,2,168
9,266,18,2,197
12,18,16,4,185
20,90,25,4,190
12,113,25,1,126
13,182,16,1,121
11,275,18,4,159
19,55,25,2,109
17,163,25,2,189
14,140,19,1,122
20,19,25,4,155
18,190,25,1,140
13,19,24,2,184
18,288,25,2,105
15,58,25,1,142
20,58,25,4,174
17,196,25,2,161
14,123,25,4,188
21,297,25,1,109
14,150,25,1,124
21,100,25,1,120
21,303,25,2,187
16,81,25,1,143
22,61,25,4,148
11,309,25,2,103
18,129,25,1,201
21,312,25,1,135
8,209,18,4,161
18,132,25,4,160
7,318,25,1,117
14,85,25,1,145
13,214,22,2,114
14,135,25,1,162
18,325,25,2,160
17,22,25,2,183
10,192,25,1,157
18,221,25,2,130
14,111,25,1,156
10,335,17,1,166
21,168,25,1,191
19,226,25,4,155
24,113,25,1,105
19,199,25,4,123
12,143,25,2,146
15,202,25,2,135
9,203,17,2,192
18,146,25,1,123
10,146,25,1,109
15,24,18,1,187
8,118,25,4,113
12,24,25,4,198
11,149,15,1,143
27,361,25,1,150
7,242,15,2,157
11,24,16,4,154
16,98,25,4,142
20,123,25,1,177
26,185,25,4,121
12,25,25,1,122
11,249,25,1,100
18,25,25,4,134
18,75,25,1,135
9,51,17,2,149
16,102,25,2,111
14,255,25,1,171
10,256,25,1,161
18,258,25,1,116
15,52,25,1,201
16,130,16,2,190
14,196,25,2,136
10,53,25,4,172
9,79,20,2,134
16,166,25,4,124
16,27,25,1,192
18,107,25,1,127
17,134,25,1,142
19,54,25,1,191
18,54,25,4,134
17,82,25,4,115
19,110,25,2,119
12,275,25,4,115
13,28,25,1,139
20,28,25,1,144
11,244,25,2,145
22,112,25,1,164
11,281,25,1,119
12,113,20,4,191
16,57,25,2,155
8,427,18,1,190
21,114,25,4,101
16,252,25,4,200
14,29,25,1,171
24,29,25,1,103
15,29,25,4,189
12,117,25,1,193
11,440,25,1,100
13,147,16,1,104
12,89,25,4,112
17,223,25,1,197
21,30,25,1,168
10,450,25,1,133
15,151,25,1,167
17,189,25,4,132
19,152,25,1,199
19,30,25,4,138
18,230,25,2,121
18,61,25,1,187
26,154,25,2,131
