p,r,w,v,T
15,0,25,1,173
14,0,24,4,174
14,0,25,4,143
16,5,25,4,100
12,5,25,1,107
14,1,25,2,199
16,1,24,1,151
21,1,25,4,192
12,9,25,4,156
18,3,25,1,163
14,5,25,1,124
13,1,25,1,120
12,14,25,4,145
21,5,25,1,190
15,8,25,2,197
19,26,25,2,179
19,8,23,2,159
11,8,25,2,193
11,6,25,1,146
12,14,25,1,128
10,23,25,1,147
13,18,25,1,150
7,10,16,1,187
22,24,25,2,138
18,28,25,1,156
15,22,17,1,158
12,27,19,1,126
15,20,25,2,102
15,3,25,1,185
9,51,16,4,136
21,22,25,4,130
13,32,20,1,199
14,23,25,4,148
20,58,25,1,106
22,4,25,1,140
10,26,17,1,170
17,63,22,2,160
13,22,25,1,162
16,9,25,2,184
15,34,25,1,151
12,47,18,1,182
19,48,25,1,126
25,37,25,1,155
14,20,21,1,108
13,26,25,1,195
17,11,25,1,123
13,41,25,4,175
17,17,25,1,136
15,23,25,1,165
11,36,25,1,136
19,23,25,4,130
23,45,25,1,158
8,31,15,2,142
12,31,25,2,193
8,55,17,1,173
13,57,25,1,198
12,7,25,1,115
14,33,16,1,148
23,20,25,1,135
13,61,25,4,129
11,53,25,4,194
12,45,18,2,156
13,36,25,4,162
16,37,25,1,118
15,15,22,1,104
14,31,20,2,177
16,31,25,1,131
15,69,25,2,165
17,16,20,4,162
19,32,25,1,197
9,62,23,2,111
15,83,25,2,106
8,85,25,4,136
6,9,25,4,106
11,65,25,1,146
9,77,17,1,111
14,9,25,4,137
14,9,25,4,127
21,80,25,2,137
18,28,25,1,177
6,59,25,1,148
17,143,25,2,164
8,48,19,1,154
7,97,25,4,105
14,30,25,1,101
9,150,25,4,182
7,63,18,1,123
8,64,25,1,128
17,10,19,1,157
14,157,23,1,107
20,159,25,1,126
22,94,25,4,113
15,95,20,4,142
13,22,25,2,107
15,44,25,2,141
15,84,25,1,149
19,45,25,1,143
11,11,25,2,144
7,101,21,1,154
17,23,25,1,165
8,176,20,4,122
12,24,25,2,100
19,48,25,1,129
12,91,25,1,194
19,76,25,2,159
11,49,17,2,114
10,12,25,2,130
12,188,18,4,162
21,95,24,1,114
10,51,21,1,178
15,113,25,1,131
15,130,25,1,102
12,132,25,2,172
11,27,18,2,108
24,134,25,1,108
16,135,25,1,193
24,102,25,1,162
17,14,18,1,167
11,104,25,2,129
23,105,25,1,109
18,42,25,4,190
13,124,25,1,168
20,43,25,2,125
16,43,25,2,201
22,218,25,4,176
