p,r,w,v,T
18,0,25,2,184
12,0,25,4,146
5,3,17,1,117
19,3,25,1,100
9,2,19,4,145
16,1,25,2,113
20,3,25,1,196
6,5,15,1,136
19,3,25,4,126
17,7,21,2,119
21,2,25,1,132
11,3,25,2,123
18,4,25,1,161
13,11,25,1,183
23,2,25,1,132
12,9,25,2,169
14,6,25,1,150
12,30,25,4,141
13,13,25,2,164
10,22,21,4,180
15,2,25,1,141
12,7,25,4,191
11,3,21,1,103
9,13,25,4,124
17,24,19,2,121
19,9,25,1,142
12,9,25,1,172
19,9,25,1,107
17,20,25,2,171
10,25,25,4,179
19,35,25,4,131
10,14,16,1,136
18,7,25,1,154
23,4,25,2,158
20,25,25,1,111
7,61,15,2,109
16,63,24,4,146
13,9,25,1,123
19,39,23,1,183
13,18,25,2,181
20,46,25,2,112
21,24,25,1,167
16,15,25,1,144
13,31,25,1,136
10,10,18,1,143
20,5,25,1,140
16,21,25,4,118
20,55,25,1,159
18,11,25,1,131
10,50,18,2,195
14,58,25,4,114
17,44,25,1,101
16,60,25,2,115
5,46,20,1,111
14,94,25,2,119
8,96,25,2,110
15,41,25,2,166
10,26,17,1,150
17,59,25,4,175
15,7,25,1,154
18,61,25,1,177
13,28,25,1,114
12,54,17,1,128
16,64,25,2,161
12,46,25,2,196
16,57,25,1,184
13,77,25,1,195
12,16,25,1,200
12,16,25,4,174
14,24,25,1,120
10,61,21,1,132
15,16,25,4,129
20,63,25,2,196
9,53,25,1,104
16,43,25,1,125
12,9,17,1,164
18,9,25,1,113
14,45,15,1,153
16,90,25,1,190
9,137,19,1,199
14,28,25,2,167
14,141,25,1,143
15,48,25,4,169
13,39,25,2,161
16,19,25,1,115
15,49,25,2,176
19,40,25,1,165
21,101,23,4,120
12,77,15,4,147
25,52,25,4,132
10,10,15,2,102
10,53,25,4,169
10,43,25,2,133
20,94,25,4,107
13,82,25,1,164
6,55,24,1,167
12,167,23,1,119
19,70,25,1,175
16,57,25,1,159
9,100,25,4,101
18,174,25,4,179
14,176,19,1,109
13,12,25,1,126
10,105,25,1,135
18,90,25,1,130
14,107,21,4,109
21,123,25,2,198
15,25,25,1,182
9,110,19,1,177
15,79,22,4,184
