p,r,w,v,T
20,0,25,4,179
17,1,25,1,143
8,4,15,2,134
5,1,25,1,154
14,2,25,1,149
13,2,25,2,189
18,11,25,1,174
11,2,25,2,130
18,2,25,4,106
18,9,25,1,184
13,9,25,1,131
15,20,25,1,160
15,12,25,2,153
15,12,25,2,120
14,8,25,2,134
18,16,25,1,146
24,8,21,4,128
11,2,15,1,124
14,13,19,2,121
22,11,25,4,149
18,7,25,1,196
15,5,23,4,192
16,3,25,1,196
7,11,25,4,154
9,21,15,1,104
15,12,25,1,175
9,19,25,4,111
19,3,25,1,138
15,21,25,2,119
14,17,20,1,107
18,36,25,2,123
13,7,25,1,127
20,11,25,1,102
13,34,25,1,177
14,35,25,1,150
13,12,25,1,105
6,64,25,1,159
11,33,25,2,106
16,22,25,1,170
14,46,25,2,178
17,47,25,1,112
24,15,25,1,168
22,50,25,1,178
8,25,25,1,120
18,21,25,1,126
15,40,25,4,151
21,11,25,2,158
18,49,22,2,144
18,57,25,4,161
11,6,20,2,173
12,24,25,1,197
12,91,21,4,160
10,18,20,1,167
14,31,25,2,136
16,96,24,1,146
14,7,25,2,116
20,7,25,1,116
11,20,25,1,133
11,69,16,2,108
17,52,25,1,175
14,44,25,4,189
13,36,25,4,124
16,15,25,2,179
19,112,25,4,169
20,8,25,2,188
12,48,25,1,126
19,49,25,2,155
15,59,18,2,135
8,24,20,1,151
13,71,22,4,194
