p,r,w,v,T
19,0,25,1,127
12,0,18,1,132
10,1,24,1,112
10,0,17,2,107
16,2,19,2,117
17,3,25,1,148
7,3,18,1,138
20,1,25,1,126
19,5,25,1,128
14,11,17,1,110
13,2,25,2,154
18,20,25,1,117
19,9,25,1,119
21,12,25,1,121
16,5,25,1,150
16,27,25,4,149
8,14,17,2,107
15,20,25,1,123
17,32,25,1,107
11,5,19,2,139
19,5,25,1,124
15,10,25,1,117
18,8,25,1,146
17,27,25,4,166
17,6,25,1,151
11,6,25,2,160
15,19,25,1,152
12,6,24,1,103
14,7,18,1,138
13,22,25,1,107
14,31,25,1,134
9,4,21,4,115
16,11,25,1,124
8,16,15,1,156
21,36,25,1,154
15,26,22,4,151
20,13,25,1,150
18,28,25,1,171
15,5,25,2,149
27,35,25,4,117
18,24,25,2,126
25,10,25,1,199
15,50,25,4,188
18,21,25,1,151
16,21,25,1,143
8,54,15,2,190
21,27,23,1,138
6,6,15,1,115
20,17,25,2,137
18,29,25,1,169
19,18,25,2,144
14,24,25,1,179
17,25,25,1,178
12,95,25,4,140
8,32,22,2,147
15,20,25,2,185
4,42,25,1,149
8,102,25,4,137
17,43,25,1,130
9,35,25,4,193
13,7,16,1,118
21,22,25,2,160
11,56,19,4,133
11,23,15,1,128
17,57,25,1,134
18,49,25,2,159
17,118,25,2,143
19,60,24,4,126
18,8,25,4,152
4,72,16,1,144
16,33,17,1,114
15,85,17,1,200
17,65,25,1,136
15,55,25,2,109
11,35,15,2,166
20,9,25,2,124
5,91,25,2,122
6,58,19,4,190
18,19,25,4,144
16,59,25,2,100
26,96,25,1,116
20,29,25,2,177
19,74,25,1,124
17,30,25,1,181
21,151,25,1,173
12,152,25,1,117
14,154,25,2,120
12,78,16,1,140
15,66,25,4,187
10,43,25,1,166
24,22,25,1,138
9,54,15,1,193
18,55,25,2,139
16,97,18,1,154
13,11,21,2,161
9,57,25,2,189
5,23,18,1,144
13,116,23,1,168
19,73,25,4,145
21,59,25,2,179
11,105,25,2,164
17,181,21,4,109
21,76,25,1,173
15,123,23,1,201
13,50,25,2,110
11,126,25,2,119
15,79,18,4,182
10,112,16,1,165
17,81,25,4,193
19,13,21,2,191
11,115,20,1,187
17,53,25,2,154
19,27,25,2,121
13,118,25,2,133
20,41,25,1,181
11,137,16,2,135
17,55,25,4,178
14,70,24,2,192
13,71,22,2,201
12,142,25,1,151
11,90,25,1,118
17,72,25,1,188
14,128,25,2,184
19,74,25,2,114
12,148,25,1,160
14,112,25,4,166
19,226,25,1,105
16,114,25,2,184
16,115,25,2,174
19,15,25,2,107
9,62,25,1,160
8,78,15,1,175
13,63,25,2,197
17,80,25,2,200
17,64,25,1,134
12,141,25,2,137
14,33,25,2,161
17,16,25,1,197
11,82,18,1,191
12,50,23,1,150
11,33,20,2,147
19,84,25,4,133
14,149,20,2,160
14,128,25,2,146
14,172,25,1,117
25,17,24,2,196
23,52,25,1,188
21,264,25,2,195
15,265,25,1,127
14,267,25,1,197
13,157,25,1,144
16,271,21,1,190
12,18,25,2,131
18,55,23,2,135
11,138,25,1,153
16,93,19,1,191
10,75,17,2,156
17,282,25,2,150
9,76,16,1,115
17,19,25,4,106
18,120,25,2,105
12,77,25,1,162
13,19,19,2,178
17,39,25,1,143
22,39,25,1,191
16,197,22,2,151
9,198,25,2,125
22,20,25,1,193
12,40,25,1,135
13,202,25,1,174
13,178,25,2,166
15,41,25,1,135
13,103,25,1,183
17,62,20,1,164
14,182,25,2,156
16,314,17,1,120
17,63,25,2,181
13,317,16,2,187
18,160,25,1,196
21,134,25,4,187
8,323,19,4,194
18,65,25,1,142
12,136,25,1,105
13,328,25,2,136
11,22,25,4,158
26,44,25,2,128
16,195,25,4,119
15,45,25,2,196
17,90,25,2,135
15,23,25,1,175
13,227,15,1,164
18,69,23,1,166
11,92,25,4,141
16,173,19,2,122
17,232,25,1,177
17,117,25,1,116
22,176,24,2,111
15,47,25,1,137
16,95,18,2,173
20,208,25,2,155
17,209,25,1,103
18,96,25,1,195
7,362,25,1,186
17,121,25,1,138
12,49,25,4,123
12,245,23,1,193
14,49,25,1,135
10,217,15,1,101
19,25,25,1,106
16,75,25,4,128
17,188,25,1,194
20,76,25,1,179
11,253,25,1,100
16,51,25,1,177
8,384,21,1,113
19,386,25,1,199
8,161,25,1,142
23,195,25,2,195
15,228,25,1,141
9,26,16,2,127
17,164,25,1,123
16,106,25,1,175
16,232,25,1,161
15,267,25,1,111
13,201,19,1,105
19,108,25,4,151
6,81,15,1,103
12,407,25,2,166
16,27,25,2,175
15,240,22,1,129
13,206,24,1,150
11,55,19,2,118
13,208,25,2,184
11,244,25,2,179
13,245,19,1,192
22,84,25,2,134
16,247,16,2,190
15,425,25,1,147
21,85,25,1,134
9,86,19,1,189
9,215,25,1,161
19,432,25,1,178
6,289,15,1,175
15,218,25,1,116
17,292,25,1,169
11,146,16,4,136
11,118,25,2,190
15,185,25,2,134
12,30,22,2,168
14,30,23,1,173
10,224,24,1,111
14,300,25,1,156
15,264,25,2,156
14,91,23,1,184
18,304,25,1,115
21,191,25,1,122
17,31,25,2,144
18,123,25,4,194
13,193,25,2,181
19,31,25,1,138
7,62,16,1,157
20,195,25,1,146
20,63,25,1,117
16,236,25,1,134
13,473,20,2,149
14,158,18,1,181
14,278,25,1,193
14,279,25,2,155
20,32,25,4,184
12,241,25,4,181
