p,r,w,v,T
20,0,25,4,164
21,1,23,1,154
14,1,19,4,160
14,2,23,2,119
3,3,25,1,107
20,6,25,2,104
16,2,25,4,167
21,9,25,4,194
12,9,25,1,155
21,6,23,1,147
13,6,16,2,115
24,5,25,2,154
14,6,25,1,110
13,6,25,4,129
21,26,25,4,104
16,7,25,1,133
14,20,25,1,200
13,10,25,2,101
18,33,24,2,188
24,5,25,1,117
14,10,25,1,150
21,5,21,1,193
17,8,25,1,111
15,25,25,1,169
20,18,25,1,197
17,6,25,1,107
13,28,25,1,141
11,33,25,1,119
12,21,25,1,100
12,18,20,1,136
10,28,25,1,153
12,57,25,1,139
18,8,25,1,134
12,8,25,1,122
8,31,25,1,180
18,13,25,4,199
17,28,21,1,136
14,45,25,4,185
18,9,25,4,158
15,48,25,1,132
15,10,25,1,145
13,75,21,1,113
12,15,25,1,199
19,11,25,4,111
23,16,25,1,152
7,11,25,1,144
20,11,25,1,149
18,23,25,1,130
20,29,25,2,129
25,24,25,2,198
16,12,25,2,146
21,39,25,1,120
17,6,25,1,120
21,41,25,4,135
16,99,25,1,200
20,34,25,2,163
11,69,22,1,168
15,7,25,2,172
6,28,25,1,155
8,22,17,1,104
20,7,25,4,110
24,112,25,1,105
18,30,25,2,163
10,116,25,2,134
20,59,25,1,129
20,70,25,4,194
16,40,25,4,194
10,33,16,4,158
8,52,25,1,119
19,63,25,1,187
16,75,25,1,105
11,76,25,2,150
12,55,25,4,165
19,134,25,1,100
12,136,21,1,142
15,37,23,2,136
16,140,18,1,187
17,47,25,1,126
13,143,25,1,170
13,39,24,4,155
16,20,24,1,145
19,10,25,4,177
11,88,25,1,167
13,102,25,1,185
5,103,16,1,165
14,31,16,1,111
15,32,17,4,159
15,67,22,4,158
22,108,25,1,144
16,163,25,4,122
18,33,25,4,125
8,111,15,2,104
11,34,25,1,179
20,57,25,1,114
14,101,25,2,148
9,23,19,1,138
23,47,25,2,191
28,47,25,1,134
15,24,25,1,183
18,61,25,1,158
14,107,25,1,150
12,49,23,1,112
23,109,25,4,148
21,50,25,1,155
15,95,24,4,183
16,128,19,1,138
24,65,25,4,120
16,39,25,2,111
10,99,19,1,194
15,117,25,1,183
18,40,25,2,159
18,204,25,4,167
9,137,25,4,195
19,41,24,2,183
16,105,25,1,122
20,211,25,4,163
16,213,25,1,196
15,125,21,4,165
9,126,25,2,121
12,73,25,4,134
11,59,25,4,162
21,93,25,1,148
12,30,25,4,192
11,15,25,2,138
11,46,21,4,133
16,15,25,1,174
12,154,24,4,169
19,16,25,1,201
14,235,20,2,169
12,118,25,1,188
15,139,25,1,192
11,120,20,2,142
14,101,25,1,173
11,16,22,1,158
11,143,17,4,176
21,50,25,1,127
14,67,19,1,188
22,50,25,4,165
15,127,25,4,114
11,17,20,1,113
12,17,19,2,148
14,52,25,2,106
12,109,15,1,149
14,153,15,4,188
11,18,25,2,175
8,35,19,4,166
7,36,15,4,112
12,112,25,2,199
11,91,16,2,120
17,18,25,2,174
13,18,25,1,155
14,74,25,2,150
10,56,25,1,180
24,94,25,4,181
17,118,25,1,198
9,119,25,4,194
15,19,21,2,177
18,192,25,1,122
22,290,25,1,115
6,170,16,1,179
16,147,25,1,166
10,148,20,1,160
12,198,25,1,134
20,60,25,1,131
21,100,25,4,177
12,202,20,1,106
21,81,25,4,146
10,20,24,2,175
10,62,25,1,175
15,41,21,1,178
16,208,25,1,161
24,21,25,1,167
15,21,21,4,184
7,159,15,1,172
20,213,25,1,178
21,21,25,1,103
16,108,25,1,119
23,43,25,1,148
10,109,25,1,159
15,192,25,2,154
9,22,17,1,100
12,66,25,4,138
18,139,25,2,135
18,168,25,1,149
12,141,25,2,104
26,226,25,1,177
16,171,25,2,193
20,343,25,4,191
11,46,17,1,121
10,173,25,4,127
12,70,25,1,177
21,175,25,2,186
12,47,25,2,100
17,118,25,1,190
23,24,25,2,175
15,48,25,1,157
21,210,25,1,175
20,362,25,4,165
22,121,25,2,154
12,24,16,1,123
15,245,25,2,129
9,184,25,2,150
27,124,25,1,166
13,248,22,2,168
6,374,16,4,186
16,220,25,2,117
19,101,24,1,183
21,380,25,2,163
14,102,25,4,193
13,51,25,4,165
14,128,25,4,189
8,226,18,4,201
18,104,25,4,166
15,163,25,1,169
15,52,25,1,159
19,53,25,1,168
24,396,25,4,117
16,232,25,2,108
16,27,25,1,155
21,201,25,4,186
10,404,25,2,135
12,169,25,2,111
24,407,25,4,183
14,27,25,2,107
15,206,25,1,103
27,55,20,2,191
19,277,25,2,141
6,174,19,1,167
17,84,23,1,143
14,28,25,1,114
19,141,25,4,160
12,113,25,4,169
18,177,24,1,177
11,285,25,1,179
14,115,25,1,157
21,252,25,2,123
27,433,25,1,154
14,218,22,2,153
14,291,25,4,176
17,256,25,1,155
9,88,25,1,157
23,29,22,1,130
13,296,24,2,183
13,223,25,1,124
25,187,25,1,133
13,187,20,1,155
16,226,23,1,103
9,453,15,1,189
8,91,25,1,130
22,267,23,2,134
8,268,22,4,153
13,154,25,1,133
10,463,25,2,148
10,271,25,4,162
6,233,20,2,153
15,234,25,4,143
20,157,25,1,200
17,314,25,4,153
13,158,21,2,115
10,95,15,1,127
10,199,15,1,171
10,128,17,1,195
17,160,24,2,194
10,32,18,4,135
19,202,24,2,150
8,243,15,4,102
9,98,25,1,195
13,33,18,1,113
23,66,25,2,106
17,132,25,4,139
