p,r,w,v,T
15,0,25,1,186
16,1,25,2,175
18,2,25,2,118
16,4,25,1,179
21,2,25,2,188
11,6,17,4,181
12,1,16,2,132
16,6,22,2,182
14,8,25,4,180
12,2,25,2,130
12,6,25,2,180
21,3,25,2,161
18,22,25,2,125
8,12,16,1,143
17,11,25,2,186
14,5,25,2,158
17,12,25,2,181
7,4,25,2,191
15,7,25,1,147
26,2,25,4,136
11,5,18,2,118
4,16,25,1,129
14,5,25,2,155
10,24,25,4,161
17,9,25,2,179
20,12,25,2,149
12,13,25,1,137
16,16,24,2,103
17,30,25,1,156
17,26,25,2,112
19,11,25,1,128
14,23,25,1,100
8,8,21,4,111
14,16,25,4,176
6,16,25,1,106
15,63,25,2,112
21,22,25,4,120
12,22,19,1,176
15,23,23,2,201
8,19,25,1,148
16,30,25,1,139
15,15,23,2,170
11,51,25,1,167
15,16,25,1,103
19,33,25,1,133
18,27,25,1,152
18,17,25,1,102
15,50,25,1,130
18,87,25,2,117
18,12,25,1,112
13,18,25,1,102
14,54,25,1,105
17,39,20,1,113
24,64,25,2,165
16,7,25,1,159
16,50,25,2,191
4,68,25,4,129
8,28,25,1,109
14,35,25,1,191
17,62,25,1,133
14,73,25,1,150
11,74,15,2,109
8,66,17,4,106
15,38,25,1,149
6,23,18,1,106
21,118,24,1,102
17,16,21,1,140
24,16,25,4,141
10,82,18,4,141
20,63,25,2,200
12,63,25,1,133
19,86,25,1,145
18,54,25,1,162
18,26,25,2,128
17,36,25,1,170
7,18,25,4,172
15,57,25,1,117
14,70,25,1,162
22,9,25,1,108
18,95,21,1,103
10,97,25,2,155
14,49,17,1,136
19,50,25,1,158
15,30,25,1,149
10,20,25,1,112
18,10,25,4,104
9,52,15,2,167
12,11,25,2,117
12,21,20,4,101
23,54,25,2,176
19,11,25,2,101
5,110,15,1,104
8,11,25,1,163
16,45,25,2,172
21,23,25,1,115
17,34,25,1,125
14,73,25,4,147
11,176,25,1,102
17,104,25,1,154
22,48,25,1,147
17,181,25,1,167
15,76,25,4,146
12,62,25,1,122
9,109,16,2,120
12,13,25,1,177
13,95,21,2,191
19,128,25,4,178
16,65,21,1,174
20,114,25,1,151
5,13,21,1,178
6,53,25,1,177
7,54,18,2,118
14,102,21,1,163
15,119,19,1,120
19,138,25,1,200
21,42,25,1,131
15,140,25,2,120
18,124,25,2,111
13,71,25,4,116
15,14,25,2,106
14,91,23,4,195
16,44,25,4,174
12,74,25,2,133
12,93,16,4,183
18,94,25,1,198
7,151,25,1,133
13,30,25,1,139
29,15,25,1,138
13,46,25,2,172
14,117,25,1,100
13,47,25,2,196
17,16,25,2,170
13,140,25,1,180
19,48,25,1,166
15,162,25,1,121
16,65,25,4,135
21,66,25,1,145
15,248,25,1,155
20,67,25,1,139
20,17,25,4,154
16,51,25,1,154
7,68,25,1,120
16,257,25,1,147
20,86,25,2,100
14,174,25,1,200
12,53,22,2,169
8,35,22,4,171
15,111,25,1,120
22,134,25,4,137
14,72,17,1,161
16,113,25,2,102
17,36,25,4,171
9,37,25,4,149
19,74,25,2,128
12,279,25,1,159
19,19,25,2,108
9,57,25,1,121
13,142,25,1,187
12,95,25,1,135
13,192,25,1,166
15,290,25,2,169
9,122,15,1,115
13,20,19,2,105
14,20,25,1,151
11,79,16,1,112
19,125,25,1,184
18,40,25,1,158
5,303,15,2,190
11,305,25,1,165
16,204,25,1,166
26,154,25,2,151
13,21,17,2,168
12,62,25,4,130
15,157,22,1,136
19,84,25,2,100
20,159,22,2,131
18,160,25,1,133
11,86,22,4,188
20,86,25,2,185
20,87,25,1,169
19,218,25,2,197
17,164,25,2,169
15,66,25,1,157
20,22,25,2,145
11,334,25,2,147
11,196,16,2,135
14,22,25,1,157
20,198,25,1,180
16,227,25,2,200
16,143,25,2,129
12,230,20,1,195
12,115,23,4,190
18,70,25,1,172
14,233,25,1,142
8,23,15,4,104
18,94,25,2,136
15,71,25,1,194
21,179,25,1,166
22,96,25,1,165
19,120,25,1,155
22,48,25,1,134
20,243,25,4,128
14,366,25,2,107
20,49,25,4,157
10,49,19,1,170
20,217,25,1,137
14,249,21,1,150
14,250,25,4,178
15,220,22,1,141
12,76,19,1,155
17,222,25,4,128
21,223,25,1,117
13,384,18,4,133
12,386,25,4,163
16,52,16,2,173
11,227,16,2,139
14,78,25,2,184
23,393,23,4,178
16,198,25,2,152
10,53,25,2,150
19,53,25,1,189
19,27,25,2,171
17,80,25,2,111
10,404,25,2,144
14,237,25,1,109
18,272,25,2,130
12,137,16,1,169
16,110,25,2,177
15,207,25,2,129
14,28,24,1,165
15,208,25,1,187
14,56,25,1,125
13,112,25,1,133
12,211,17,1,154
18,113,25,1,166
9,85,16,2,175
13,214,25,1,133
12,179,25,1,131
14,115,25,1,113
26,58,25,1,177
12,181,25,1,180
17,182,25,4,144
7,183,16,1,137
18,440,25,1,186
15,295,25,1,197
9,118,25,2,153
22,223,25,1,188
16,30,25,1,111
23,150,25,1,185
20,451,25,1,102
21,151,25,4,105
17,190,25,4,136
18,61,25,2,160
22,306,23,1,127
8,460,25,1,124
14,270,24,4,137
12,232,25,1,141
20,31,25,4,132
14,62,25,1,134
29,469,25,1,123
18,63,25,1,119
14,197,25,1,195
11,475,23,1,119
13,95,25,1,152
15,128,17,2,120
13,320,25,4,132
15,32,25,2,122
12,65,25,2,101
8,283,25,2,177
13,488,20,2,174
16,131,25,2,138
20,65,25,2,143
16,247,25,2,192
18,495,25,2,181
12,331,24,4,200
15,498,25,2,149
12,208,25,1,185
24,209,25,4,162
10,168,22,1,195
11,253,24,1,192
14,169,25,2,181
22,212,25,4,170
15,511,25,1,127
10,513,25,1,192
13,214,25,1,168
17,517,18,1,196
25,302,25,2,104
9,303,25,1,124
15,218,25,4,175
16,175,25,2,198
18,307,25,2,155
10,141,15,4,102
13,71,25,2,181
17,177,25,1,193
14,222,25,2,188
12,267,21,4,170
14,313,25,2,149
19,72,25,1,145
16,225,25,2,142
16,316,20,2,166
11,544,25,1,100
11,73,24,4,193
12,365,25,1,199
16,549,22,4,196
