p,r,w,v,T
23,0,25,4,143
19,0,25,4,132
14,0,25,1,144
14,1,19,2,167
8,1,25,1,113
12,2,25,1,159
23,11,25,2,192
18,3,25,2,108
20,5,25,4,178
13,9,19,1,178
16,1,25,1,103
22,7,19,4,200
15,11,25,4,136
16,10,20,1,109
14,15,24,4,141
11,14,17,4,200
19,17,25,1,114
16,4,25,1,153
19,33,25,2,176
10,20,19,4,186
21,5,25,2,149
18,8,23,1,105
19,13,25,1,177
13,8,24,2,157
11,18,24,2,114
9,23,15,1,153
16,16,25,2,126
9,16,25,1,151
16,10,25,4,184
15,10,25,1,152
12,27,25,4,146
21,19,25,4,159
18,8,25,4,188
16,40,25,1,155
13,16,25,1,146
15,4,25,2,199
20,4,25,1,155
13,39,25,4,160
14,9,25,4,117
16,47,25,2,186
19,19,25,2,166
14,5,25,1,134
6,10,15,1,117
21,5,25,1,131
10,21,21,1,175
12,34,19,1,162
17,11,25,2,139
18,35,22,2,127
11,87,25,1,109
10,24,25,2,186
8,18,25,1,161
4,38,25,4,108
14,55,21,2,100
15,40,25,4,189
11,20,25,1,182
17,41,25,2,164
15,20,25,1,109
15,52,25,2,151
7,35,16,1,133
14,28,25,1,114
7,14,21,2,181
15,22,25,1,194
10,15,25,1,160
13,38,25,1,147
17,68,25,1,141
22,49,25,1,176
21,32,25,4,165
19,24,25,2,105
19,72,25,1,126
21,52,25,1,148
15,53,25,4,157
18,128,25,1,118
15,130,25,2,160
15,66,24,4,133
21,27,25,2,128
13,9,19,2,114
8,9,25,1,126
25,28,25,2,165
13,38,21,1,133
14,71,25,2,151
10,10,25,1,148
16,85,25,1,121
16,148,25,1,168
15,50,25,4,170
14,41,25,2,148
18,90,25,2,133
14,41,25,1,137
10,31,25,4,134
10,80,16,2,137
11,21,25,1,107
6,43,25,4,183
11,110,25,4,141
15,166,25,2,186
22,84,25,2,173
15,57,23,2,170
8,23,17,1,140
28,174,25,4,165
11,73,25,1,164
8,59,25,4,109
21,12,25,4,190
17,12,25,1,100
14,122,17,4,194
15,62,25,2,168
21,62,25,2,192
18,13,25,2,181
16,79,25,1,160
16,80,25,4,132
14,65,17,2,141
9,195,16,1,102
13,131,25,1,124
16,53,25,1,165
20,27,25,1,108
20,135,25,1,138
16,85,19,2,143
19,137,25,1,102
23,87,25,1,156
18,105,21,2,168
12,56,25,4,134
17,142,25,2,130
20,144,25,1,122
21,29,22,4,141
10,58,25,1,169
12,44,25,2,140
12,45,25,1,189
13,224,17,4,134
15,113,25,1,137
13,114,25,1,117
13,15,25,2,126
14,96,25,1,110
26,156,25,4,150
12,16,25,1,140
17,32,25,1,156
22,159,25,1,150
11,160,25,1,126
19,141,25,1,114
17,33,25,1,117
21,66,25,1,151
14,145,25,1,158
17,104,25,2,184
15,34,25,2,150
9,127,18,2,141
16,51,25,2,108
8,150,25,4,189
17,52,25,1,182
18,130,25,1,150
11,70,25,1,110
13,53,16,1,145
13,133,25,1,198
19,112,25,4,192
16,135,25,2,142
12,113,25,1,129
15,182,25,4,199
17,160,25,4,123
12,55,25,4,192
15,19,25,1,177
22,117,25,2,186
22,38,25,2,121
7,95,21,1,166
15,191,25,2,201
12,144,17,1,160
17,58,25,4,189
12,170,25,1,123
17,78,25,4,147
17,197,25,2,142
24,40,25,4,200
5,40,25,1,189
18,125,25,1,133
11,20,15,4,125
16,152,25,1,167
13,178,19,1,126
14,62,25,1,129
14,206,25,2,129
16,104,25,2,183
19,130,25,2,136
19,184,25,1,158
16,158,25,2,131
19,21,25,1,156
18,85,25,1,201
14,107,25,1,183
15,324,25,4,134
16,87,25,2,131
17,164,21,4,193
14,110,25,1,135
17,138,25,1,154
26,166,25,1,171
6,112,16,2,200
14,45,25,1,191
12,338,18,1,165
19,142,24,4,192
12,171,25,4,200
7,46,25,2,190
13,346,25,4,134
21,145,25,4,174
16,93,25,2,170
9,175,16,1,177
19,71,25,4,178
20,95,19,2,199
9,208,25,1,109
8,358,19,2,172
18,24,25,1,152
18,72,25,1,197
13,212,25,1,148
14,24,25,4,167
7,49,25,4,141
12,74,20,1,180
19,371,25,1,171
9,50,25,2,170
12,125,25,1,200
15,100,25,1,150
12,378,18,2,107
13,127,20,2,197
19,254,25,1,150
18,160,25,1,137
13,103,25,1,143
18,387,25,2,163
14,389,25,2,157
17,228,25,2,104
15,393,25,2,100
10,105,25,4,188
22,396,25,2,144
22,27,25,4,101
6,233,20,2,168
7,201,25,4,121
16,108,25,4,106
19,135,25,4,162
3,54,20,1,201
15,273,25,2,100
13,411,25,2,134
9,275,20,2,200
17,138,25,2,201
16,243,25,2,114
16,56,25,4,112
15,140,25,2,133
9,112,18,2,125
22,212,24,1,158
17,248,25,2,199
8,213,25,2,117
15,429,25,1,120
26,57,25,4,151
20,58,25,4,199
14,289,25,4,106
11,145,19,2,130
12,438,25,1,133
17,220,25,4,114
14,118,25,1,163
10,148,25,1,101
16,297,25,1,187
10,89,25,1,110
12,60,25,2,134
13,150,19,4,178
8,121,16,1,166
17,151,23,2,180
14,190,21,4,167
20,122,25,4,126
7,31,25,1,169
16,308,25,1,189
19,31,25,1,201
15,194,25,2,182
9,62,25,1,181
19,469,19,4,116
22,314,25,1,157
19,315,23,2,148
18,276,25,4,143
15,238,25,1,153
13,318,24,1,179
19,128,25,2,181
12,241,25,1,188
14,483,25,4,127
18,129,25,2,165
10,97,24,1,164
16,244,25,1,130
19,163,25,2,122
16,98,25,1,167
15,494,25,2,129
14,99,25,1,132
17,33,25,2,144
16,291,25,1,157
14,167,25,2,144
15,34,25,4,198
14,135,25,1,144
11,101,16,1,173
16,339,25,1,188
9,510,23,1,116
16,512,24,1,128
13,300,17,2,195
22,69,25,2,139
13,517,25,4,167
11,216,25,2,165
12,217,16,4,157
19,261,25,1,195
14,262,25,2,125
10,105,22,2,193
15,352,25,1,129
20,353,25,1,162
8,532,25,1,183
19,222,25,1,186
11,357,25,1,105
22,179,25,4,160
18,144,25,2,114
13,541,25,4,184
11,36,25,1,170
8,227,25,2,175
24,273,25,2,120
15,183,15,1,156
14,550,25,2,176
16,184,17,4,140
21,323,25,4,112
16,111,25,2,138
22,325,25,2,121
20,373,25,2,187
18,150,25,2,162
13,234,25,1,179
21,38,25,1,138
14,189,25,4,191
23,237,25,1,162
15,570,25,1,114
23,381,25,4,181
18,38,25,1,192
11,115,25,2,178
23,337,25,1,121
18,338,25,1,109
21,39,25,1,105
9,39,25,1,201
10,156,22,4,108
18,78,25,2,200
14,294,19,2,181
15,344,25,4,140
15,118,25,1,159
7,297,16,1,196
14,79,25,1,106
23,159,25,2,113
10,349,25,1,126
22,350,25,1,138
15,40,25,2,108
14,201,25,2,116
11,404,19,1,198
8,122,25,1,119
18,41,23,1,199
14,82,25,1,105
14,409,25,4,115
13,359,25,1,144
21,308,25,2,182
19,41,25,1,131
16,83,25,1,122
4,622,18,4,103
19,42,23,4,107
11,42,25,2,162
15,126,25,1,150
19,42,25,1,164
21,210,25,2,146
20,369,25,1,195
17,265,25,1,168
10,265,25,4,169
13,213,19,2,126
13,43,16,2,149
21,428,21,2,181
10,322,25,1,117
9,269,18,1,158
9,86,15,1,164
17,87,25,2,170
18,380,25,1,105
15,435,25,4,101
11,87,25,2,168
21,657,25,1,117
12,439,17,1,168
23,44,25,2,131
11,44,25,1,102
20,664,25,2,176
11,444,25,1,108
12,389,19,1,118
