p,r,w,v,T
13,0,25,1,105
12,0,25,1,123
15,0,25,1,157
15,2,25,1,153
15,4,25,2,147
15,3,25,1,138
10,2,23,2,159
9,6,25,1,139
22,1,25,1,193
12,5,16,1,154
17,9,25,1,150
9,19,25,2,123
17,1,25,1,121
20,10,25,1,142
22,5,25,1,158
17,18,25,1,195
18,9,25,4,145
11,4,25,1,115
6,4,25,4,164
21,11,25,1,175
11,35,25,2,151
11,25,25,4,177
11,3,25,4,108
15,20,25,1,163
19,6,25,1,105
11,12,25,2,188
13,23,25,1,121
24,32,25,2,183
13,7,25,1,168
21,3,25,4,119
29,35,25,1,130
14,11,25,1,190
11,24,15,2,131
11,4,25,4,172
15,30,25,1,185
22,62,25,1,117
12,27,17,1,158
17,65,25,4,106
12,18,25,1,172
15,18,25,2,125
12,41,25,2,102
22,30,25,2,184
10,20,20,2,146
15,10,25,1,121
13,16,25,1,155
12,11,22,1,135
10,22,25,1,169
12,42,25,1,163
17,50,25,2,175
17,43,25,1,105
11,59,25,4,185
14,90,25,1,181
16,61,25,2,148
20,25,23,4,148
7,40,19,1,112
17,41,25,1,160
15,26,25,1,124
16,67,25,4,126
20,60,25,4,167
16,35,25,2,155
20,71,25,1,103
20,108,25,1,119
15,55,16,2,196
10,74,18,1,196
17,23,25,1,199
13,48,25,1,139
15,49,25,1,120
19,69,25,1,170
12,40,16,2,145
15,33,25,1,144
10,8,15,1,182
17,63,25,2,119
10,8,18,1,129
25,9,25,1,108
22,131,25,1,141
9,88,18,1,139
17,134,25,1,190
17,68,23,2,180
11,46,25,2,167
9,37,17,1,140
10,19,25,4,174
15,10,25,4,122
15,39,22,1,182
8,20,19,1,103
11,149,25,4,194
20,88,25,2,192
19,63,25,1,172
11,21,25,2,147
16,31,25,1,155
9,92,25,1,153
6,93,21,2,158
12,54,16,1,153
16,95,25,4,118
16,33,25,4,165
16,33,25,1,112
13,112,25,2,181
15,57,25,1,110
14,72,25,1,176
14,101,25,1,144
14,23,19,1,147
11,177,25,1,137
17,36,25,1,184
16,75,25,1,108
12,49,21,4,197
19,37,25,1,164
19,25,25,2,105
9,13,17,2,190
22,189,25,4,178
14,96,25,2,113
15,113,25,4,122
