p,r,w,v,T
11,0,19,1,101
8,0,25,2,129
19,2,25,1,136
17,1,25,1,111
15,4,25,1,171
19,3,25,2,141
10,11,25,1,145
9,2,19,4,113
12,1,25,1,131
14,8,25,2,109
13,1,25,4,195
14,19,25,1,147
21,3,25,1,182
17,5,25,1,156
7,3,25,4,102
6,13,15,1,187
21,28,25,4,161
12,30,16,4,192
21,16,25,1,158
18,17,25,2,112
8,12,25,1,118
13,2,25,4,192
12,3,25,4,180
13,24,25,1,124
13,14,25,2,129
20,9,25,1,187
14,30,25,1,201
27,16,25,2,186
5,25,19,1,196
11,17,23,4,101
8,18,15,2,128
11,15,25,4,184
16,33,21,1,128
17,39,25,4,145
7,16,25,1,186
15,41,25,1,155
17,26,25,1,200
16,27,25,2,159
19,22,25,1,132
9,29,15,4,175
5,47,25,1,164
15,48,25,2,195
18,20,25,1,158
21,5,25,1,199
14,39,25,2,174
18,39,25,1,120
20,54,25,2,116
16,22,25,1,133
22,35,25,4,150
11,50,18,2,120
14,44,19,2,117
13,37,22,2,104
13,12,20,1,198
13,12,25,2,121
11,6,25,2,141
16,64,25,1,143
13,7,25,1,176
14,33,25,1,158
19,51,25,2,136
17,35,25,1,117
20,14,21,4,116
13,36,20,4,175
15,45,25,1,191
22,46,25,1,159
10,47,15,4,137
17,76,25,4,108
13,23,25,2,188
17,39,25,4,161
14,60,25,1,169
11,8,25,2,100
17,41,25,1,186
13,125,25,1,113
13,17,25,2,102
14,17,25,1,184
11,130,25,2,109
13,18,25,2,172
17,36,25,1,130
16,27,25,1,161
21,27,25,4,129
10,81,22,2,135
19,82,25,1,193
18,71,25,4,146
20,72,25,1,163
16,73,23,1,133
17,61,25,2,132
10,99,25,2,107
13,40,25,1,148
12,64,25,1,171
11,154,17,2,201
13,156,25,1,118
22,105,23,2,124
14,32,25,1,120
11,32,23,1,130
18,11,25,4,155
11,165,17,1,126
19,167,25,1,172
23,34,25,4,155
18,71,25,2,193
10,34,20,4,187
14,174,25,1,127
20,102,25,2,155
18,177,25,4,100
15,12,19,1,121
25,75,25,2,184
17,106,23,1,145
14,49,25,4,153
9,108,15,2,131
14,63,25,4,134
9,126,17,4,167
9,25,15,4,181
13,13,25,4,136
18,97,22,1,105
17,26,25,2,157
17,116,25,2,114
10,100,18,2,158
16,118,25,1,158
12,136,25,4,129
15,41,25,1,141
17,86,25,1,171
8,70,25,1,120
16,56,25,2,155
15,124,25,1,174
15,29,25,2,142
19,14,24,2,179
20,29,25,4,174
16,146,25,1,143
15,44,25,2,118
13,45,25,1,195
13,225,25,2,101
17,226,25,4,152
12,30,25,1,123
9,15,16,4,185
20,31,25,1,154
8,233,25,2,201
24,137,25,1,145
19,138,25,4,156
14,99,25,4,104
25,140,24,1,101
10,32,25,4,128
12,244,25,1,146
13,65,25,2,140
21,16,25,2,137
15,125,25,1,167
14,84,25,1,189
14,51,25,1,146
10,106,23,2,189
13,51,23,2,155
11,34,16,4,166
11,108,25,2,148
12,17,19,1,135
16,110,17,4,122
14,53,17,1,194
15,71,24,1,104
11,72,25,1,155
7,113,16,1,196
10,272,17,1,187
15,160,25,2,169
17,55,23,2,198
13,277,25,1,153
15,19,25,1,112
15,117,25,1,147
11,141,21,4,102
18,189,25,2,181
15,38,25,4,200
23,288,25,1,130
18,19,25,2,141
7,19,25,4,185
18,195,25,4,118
14,196,25,4,103
17,148,15,4,114
12,80,25,1,152
6,100,15,1,102
5,80,17,2,163
19,202,25,4,143
24,305,25,4,140
17,41,25,4,127
18,180,25,1,156
11,83,25,2,199
17,42,25,4,134
12,183,19,2,178
18,211,25,2,117
18,159,25,2,126
13,64,21,1,122
13,43,25,2,168
20,65,25,2,178
14,87,25,2,161
18,136,25,1,128
12,109,21,4,139
15,110,25,1,103
14,88,25,1,125
17,194,25,4,126
20,335,25,2,100
8,90,25,4,197
22,23,25,1,172
12,227,25,4,167
12,91,21,1,181
13,229,24,2,144
12,202,15,1,129
7,174,15,4,120
15,23,25,2,122
11,117,25,1,136
11,24,25,1,103
13,118,25,1,164
14,47,25,1,171
15,239,25,2,111
7,150,16,1,146
20,72,25,1,128
18,97,25,2,121
23,182,25,4,200
12,122,25,2,174
