p,r,w,v,T
16,0,25,1,183
13,0,25,1,159
10,2,17,2,168
18,1,25,2,175
11,7,25,2,132
15,9,25,2,179
11,3,25,2,118
18,7,25,4,145
17,1,22,2,122
12,7,20,1,154
20,5,25,1,200
16,5,25,1,152
25,1,23,4,108
17,2,25,1,152
22,8,25,1,183
10,27,25,2,108
16,14,25,2,154
9,4,25,2,149
12,6,25,2,109
14,11,25,1,121
15,15,25,1,105
11,19,23,2,189
17,5,25,2,127
17,28,25,2,165
15,43,25,1,120
15,3,25,1,119
9,23,18,1,192
23,49,25,1,131
8,10,17,4,101
10,35,25,4,197
23,11,25,1,201
14,56,25,4,119
12,19,25,2,154
20,35,25,4,163
5,20,20,1,185
15,8,24,4,125
11,38,25,1,201
14,22,25,2,167
21,40,25,1,195
12,5,25,1,119
12,42,25,4,100
17,49,25,1,198
15,10,25,1,190
9,45,25,4,125
10,5,25,2,181
15,41,23,2,191
11,83,25,4,183
10,6,19,2,159
11,86,25,1,198
10,29,25,2,131
13,6,16,2,129
15,31,20,1,161
21,47,25,2,124
10,56,16,2,126
16,97,25,1,151
11,7,20,2,162
17,67,25,1,130
20,34,25,2,109
20,35,25,1,132
1,28,25,1,107
21,14,25,2,151
14,73,25,1,197
10,15,15,4,108
17,8,25,2,129
10,58,25,1,160
15,31,25,4,157
19,59,25,2,118
24,50,25,1,160
15,61,25,2,200
9,83,25,4,136
19,25,25,1,108
12,75,17,1,174
18,26,25,4,164
16,44,25,2,133
18,56,25,2,142
14,56,25,1,108
20,18,25,1,108
13,139,25,1,201
20,37,25,2,132
10,95,17,1,196
10,144,20,1,151
22,19,25,1,201
22,30,25,1,154
14,40,25,4,181
13,76,16,1,136
12,153,24,1,151
21,103,25,1,128
12,21,25,2,197
19,32,25,1,129
12,80,25,1,189
17,22,22,2,143
17,22,25,2,121
20,110,25,1,190
9,56,25,1,148
14,85,25,4,103
22,100,25,1,120
15,86,25,1,154
12,73,25,2,124
13,74,15,1,167
14,178,16,2,186
21,60,25,1,167
16,12,25,1,121
24,77,25,4,165
13,49,25,2,119
14,25,25,1,197
10,79,18,2,114
13,13,25,1,112
11,51,20,2,135
20,97,25,2,136
22,13,25,1,146
10,116,25,1,134
20,27,22,2,191
22,134,25,4,101
23,27,25,2,113
11,27,25,4,150
12,55,25,2,126
21,104,25,2,200
20,88,25,2,172
18,106,25,1,114
19,43,25,1,177
17,43,25,4,189
16,109,25,1,108
14,59,25,4,121
17,148,25,1,179
12,45,25,2,112
7,131,18,4,140
19,30,25,4,168
7,15,15,2,197
19,77,25,1,143
15,15,18,1,189
9,78,16,2,162
15,47,25,1,164
21,158,25,1,168
18,160,25,2,188
17,80,25,1,148
17,101,25,1,104
14,49,23,2,198
10,247,25,2,127
16,145,25,1,180
15,250,23,2,200
13,105,25,1,153
12,169,23,1,177
18,149,25,4,193
17,107,25,1,155
13,52,25,4,157
12,261,22,1,101
12,88,25,1,128
11,132,19,2,143
11,18,25,4,151
24,72,25,4,196
7,54,17,2,196
17,91,21,4,102
18,18,25,1,199
16,115,25,4,150
19,185,25,4,125
15,163,25,1,110
22,75,25,1,170
12,165,25,1,138
11,76,23,4,101
14,76,19,1,158
14,192,25,2,143
22,121,25,1,130
12,170,17,2,147
10,122,17,1,151
19,79,25,1,102
17,297,25,4,168
17,60,25,1,129
3,175,25,1,192
17,202,25,1,135
14,41,22,1,180
