p,r,w,v,T
19,0,25,1,169
5,2,25,1,128
10,2,25,2,150
15,0,25,1,111
23,5,25,4,150
13,3,25,2,125
20,7,25,2,201
14,6,25,4,148
12,3,25,1,127
13,11,25,4,157
16,12,22,4,190
20,20,25,2,133
18,6,25,1,190
19,24,25,2,130
9,3,25,1,118
15,16,24,2,126
11,2,25,1,125
9,16,20,1,125
16,7,25,1,106
13,5,25,2,118
17,10,25,4,105
8,5,25,1,158
16,5,25,4,123
16,11,25,1,137
18,12,23,2,104
14,6,25,1,126
20,16,25,2,160
22,49,25,1,198
21,34,25,2,122
15,53,25,2,195
23,4,25,2,137
24,11,25,2,173
10,24,25,1,134
14,8,25,1,133
13,62,25,4,109
10,4,19,1,140
12,33,18,4,118
18,34,25,1,175
20,46,25,1,131
15,9,25,2,155
14,5,25,4,173
20,15,25,1,180
9,77,25,2,144
19,78,24,2,180
14,53,22,4,190
22,5,25,2,177
21,22,25,1,121
11,43,25,2,130
19,51,25,2,105
8,60,17,1,168
16,53,25,2,176
14,39,19,1,194
17,25,25,4,146
19,48,25,2,174
9,33,25,1,146
14,13,25,1,156
15,7,25,1,130
20,43,21,1,124
17,71,25,2,131
14,29,25,4,152
30,36,25,1,180
19,111,24,1,166
13,38,17,2,199
14,31,21,1,162
12,8,25,4,175
25,24,25,4,179
13,50,16,1,118
11,81,25,2,139
21,72,25,1,196
20,73,25,2,168
21,53,25,4,109
15,17,21,1,103
22,66,25,1,138
13,9,16,1,129
13,36,16,1,187
20,46,25,1,159
12,58,20,1,119
19,59,25,1,151
20,28,25,1,195
14,96,25,1,174
19,49,25,2,132
15,74,25,2,135
11,100,25,1,126
16,63,25,1,184
7,89,25,4,196
18,21,25,1,178
14,31,25,4,168
20,42,25,2,129
15,94,25,2,110
19,32,20,2,150
20,68,25,2,103
15,11,21,2,141
20,98,25,1,156
8,71,15,4,190
23,171,22,4,196
20,12,25,1,197
16,102,25,1,153
17,24,22,4,171
21,24,25,2,201
12,90,17,1,129
10,12,25,4,166
12,25,25,1,125
13,93,25,1,136
13,50,25,1,201
10,95,25,2,128
9,26,23,4,158
19,52,25,4,165
16,13,25,1,149
20,66,25,2,195
18,66,25,1,177
21,67,25,4,117
19,202,25,1,155
17,102,25,1,184
15,137,25,1,117
17,28,25,2,166
15,56,25,2,181
7,88,18,1,170
18,14,22,1,148
15,72,16,1,164
15,109,25,4,131
15,109,19,2,117
15,110,25,2,142
20,222,25,4,183
10,112,25,1,157
10,151,18,2,199
16,152,25,1,135
18,15,25,4,143
16,154,25,1,136
16,62,25,1,136
15,118,25,1,130
18,138,25,1,103
15,100,20,1,151
16,80,25,4,156
12,16,25,1,171
11,33,16,2,144
16,246,25,4,147
11,124,18,1,124
10,50,25,1,105
15,34,25,1,104
18,127,25,1,171
20,170,25,4,186
20,17,25,4,183
13,69,25,1,150
12,52,25,1,104
12,175,25,2,167
22,110,25,4,159
17,89,18,4,123
14,112,20,1,133
11,54,18,2,155
17,54,25,2,198
14,274,25,1,189
18,161,25,4,200
11,115,19,1,151
13,186,25,1,179
19,117,25,1,126
11,283,17,2,142
18,166,25,1,150
12,286,25,4,189
19,168,25,4,141
15,19,25,2,197
8,170,23,1,116
15,78,25,4,135
17,148,25,4,170
17,198,25,2,138
