p,r,w,v,T
15,0,25,2,161
20,0,25,2,145
21,2,25,2,183
13,5,25,1,184
20,4,25,1,130
12,2,25,4,145
12,5,25,4,190
17,3,25,1,108
12,10,25,2,183
11,11,15,1,178
11,11,25,2,194
12,7,15,2,181
9,11,19,1,146
20,3,25,2,132
20,8,25,2,141
20,2,25,2,130
16,29,25,4,165
14,13,25,4,107
13,2,25,1,110
15,23,25,1,179
17,36,25,1,118
15,25,25,4,147
8,17,17,2,168
17,11,21,2,189
9,6,18,1,102
14,6,23,2,121
12,27,25,1,183
13,16,25,1,147
14,3,21,4,188
13,14,25,4,162
16,54,25,1,128
7,19,25,1,177
13,12,25,1,167
5,30,25,4,107
20,41,25,4,134
9,21,17,4,138
9,65,18,1,190
10,39,17,2,136
24,9,25,4,178
16,9,25,2,172
14,42,25,1,201
14,43,25,1,199
13,10,25,1,186
15,21,25,1,169
17,5,25,1,123
17,41,25,4,140
17,6,25,1,171
6,23,15,1,133
14,23,25,1,121
6,29,25,2,161
13,53,19,1,133
17,18,25,1,184
14,13,25,1,150
18,19,25,1,175
26,57,25,1,155
14,13,21,1,119
18,59,25,1,150
24,7,25,1,150
12,44,25,1,185
18,28,25,2,144
19,7,25,4,195
20,110,25,4,115
20,7,25,2,133
6,23,25,1,148
17,8,25,4,186
19,31,25,2,137
12,79,25,1,134
12,60,25,2,154
11,51,21,1,123
18,124,25,1,125
14,34,25,4,145
3,53,25,4,129
16,65,25,1,125
17,55,25,4,135
16,56,25,1,168
15,135,18,4,107
13,57,25,1,190
13,46,17,2,104
18,70,25,1,173
20,38,25,2,117
15,10,25,2,118
6,73,18,1,157
12,30,20,1,150
27,62,25,1,119
13,63,25,4,177
15,89,25,2,101
8,65,19,1,128
11,31,25,2,108
12,42,25,1,123
18,107,25,2,123
22,95,25,2,143
10,22,25,4,139
14,11,24,1,176
11,45,23,4,122
12,11,20,2,151
16,57,25,1,134
19,58,25,1,114
18,102,25,1,161
13,12,25,1,129
14,179,25,1,105
2,120,25,1,170
17,182,25,2,200
16,37,25,1,102
15,124,25,2,172
17,78,25,2,114
16,95,25,2,188
12,38,25,1,171
17,129,25,2,150
21,97,25,1,134
18,98,25,4,195
14,53,24,2,135
13,100,25,1,139
17,54,25,2,164
25,102,25,2,104
10,137,25,4,188
6,14,25,1,157
25,28,25,2,153
24,211,25,2,144
21,213,25,2,162
16,14,25,4,102
19,29,25,2,189
15,218,25,1,168
11,73,15,1,131
7,129,15,1,199
18,45,25,4,154
23,132,25,1,178
21,45,25,1,165
19,76,25,2,169
20,231,25,2,184
14,116,16,2,149
17,78,23,1,176
10,138,23,2,196
17,79,25,1,198
18,140,25,1,176
20,141,25,2,100
10,162,18,2,199
10,82,20,1,140
15,33,24,1,106
16,83,25,4,157
13,104,19,4,145
16,105,25,2,131
13,51,24,1,123
22,171,25,1,196
14,69,25,2,144
10,17,25,1,135
14,87,25,1,184
19,176,25,4,194
12,18,25,1,126
20,36,25,1,173
18,269,25,1,173
8,158,17,2,190
15,54,25,2,120
11,114,24,1,184
14,37,25,1,109
8,139,15,2,170
22,186,25,1,107
8,141,19,2,135
8,76,21,2,113
17,76,25,1,149
19,287,25,2,183
20,58,25,2,196
19,58,25,1,109
17,97,25,1,123
25,59,25,1,113
14,148,25,1,192
20,40,25,4,107
18,40,25,4,128
14,201,25,1,127
13,303,17,1,121
16,127,25,1,169
