p,r,w,v,T
9,0,25,2,170
12,1,22,1,115
10,0,25,2,105
13,1,25,1,103
17,2,17,2,196
14,2,25,1,172
22,3,25,2,188
12,9,25,1,117
12,6,25,4,155
12,6,25,1,111
13,11,19,1,121
7,3,25,4,130
12,15,23,4,197
18,5,25,1,169
9,11,25,2,147
19,2,25,4,104
3,29,16,1,183
14,13,16,4,169
16,17,25,1,163
10,5,25,4,132
7,18,17,1,180
13,8,25,2,156
13,27,25,1,181
10,3,21,2,186
24,22,25,2,127
9,23,25,1,181
15,24,25,1,136
11,21,25,2,137
11,14,25,4,164
15,22,25,1,198
8,37,22,2,114
14,33,25,4,113
22,12,25,2,117
14,40,25,1,122
22,17,25,1,104
21,64,25,2,163
15,39,24,1,111
14,18,25,1,177
15,41,25,1,128
13,10,19,1,127
13,31,25,2,192
13,75,25,2,164
16,5,18,1,200
11,5,25,1,145
18,34,25,1,138
19,48,25,2,178
15,56,22,4,158
12,17,25,1,168
17,18,22,1,182
17,30,25,2,152
12,31,16,1,109
12,19,22,2,128
12,96,23,4,102
13,32,25,1,169
11,50,18,4,174
13,27,25,4,159
6,7,25,1,118
13,35,25,1,100
16,14,22,4,194
12,36,25,1,139
11,55,25,2,143
16,75,25,2,174
12,76,25,1,134
17,23,25,4,198
20,24,23,4,144
15,70,25,1,189
20,71,25,1,173
10,16,16,1,191
8,42,25,4,131
12,25,25,1,148
14,9,25,1,195
14,76,21,2,122
17,66,25,1,145
15,56,25,4,145
16,9,25,1,172
17,28,25,2,109
9,140,25,2,161
17,47,25,4,125
14,96,25,1,144
19,29,25,1,126
18,147,17,4,178
18,74,25,1,139
12,40,25,1,145
13,31,21,2,110
19,41,25,4,146
21,31,25,1,197
16,92,17,2,193
13,32,25,1,182
19,162,25,4,178
16,11,25,2,178
10,165,25,1,161
27,56,25,1,101
21,23,25,4,198
17,11,25,2,149
22,115,25,1,173
10,58,23,2,135
19,35,25,1,109
14,74,25,1,150
11,60,24,1,140
10,91,25,2,104
21,61,25,2,199
11,62,25,1,180
18,13,16,2,199
15,51,25,4,122
16,127,25,1,115
18,80,25,1,115
12,13,17,1,130
15,98,25,4,192
14,13,25,2,137
30,200,25,1,169
10,13,25,1,162
13,204,21,1,198
16,55,25,1,175
12,139,16,2,110
11,28,25,4,123
9,211,17,2,153
19,57,25,1,134
20,57,25,4,116
19,29,25,2,181
15,128,24,1,201
17,44,25,2,179
19,148,23,1,128
9,45,16,2,194
20,15,25,1,184
19,152,25,1,196
20,96,25,1,114
19,62,25,2,118
16,62,25,1,104
15,157,25,2,151
19,99,25,4,133
21,120,25,1,196
24,80,25,1,169
17,121,25,1,120
9,16,25,1,105
16,33,25,1,131
21,145,25,1,130
19,17,25,1,166
21,67,25,1,178
19,127,25,1,111
23,256,25,2,154
22,17,23,1,112
14,173,25,2,197
9,109,25,4,133
21,88,25,1,179
10,18,25,2,140
14,156,18,4,108
18,72,25,4,171
15,113,25,1,177
15,91,25,1,109
20,160,25,1,190
21,161,25,1,117
16,162,25,1,137
14,163,20,2,106
12,141,25,1,164
24,283,25,1,201
20,76,25,1,164
15,167,25,2,130
8,168,16,1,143
18,77,25,2,156
21,195,25,2,120
14,147,25,1,125
25,123,25,4,175
20,20,25,2,168
17,40,25,1,132
21,126,24,2,166
10,101,24,2,191
12,127,25,1,124
13,128,25,2,150
17,41,25,1,106
16,62,25,2,177
18,42,25,1,126
17,63,25,4,144
31,42,25,1,126
15,159,25,1,172
13,43,25,1,192
13,215,25,1,101
17,324,25,2,163
15,136,25,1,182
16,44,25,4,106
19,110,25,4,153
14,138,25,2,135
15,333,25,1,167
16,45,21,1,153
11,112,25,1,138
13,68,17,2,107
14,340,21,4,174
13,228,21,2,113
11,92,25,2,101
8,69,16,4,103
19,203,25,1,100
13,47,25,1,107
13,176,25,1,136
16,47,25,4,117
19,355,25,1,184
12,24,25,4,201
12,239,25,1,150
14,360,22,2,132
21,48,25,2,168
17,364,25,1,174
16,213,25,1,119
10,184,22,1,100
14,99,25,2,111
12,25,25,1,147
17,218,25,4,147
18,188,25,1,139
14,126,25,4,193
17,158,23,2,176
16,381,25,1,200
20,382,25,1,198
20,192,25,2,128
