p,r,w,v,T
9,0,25,1,102
13,1,25,4,115
12,1,23,2,147
22,2,25,4,149
13,4,23,1,111
12,1,19,1,158
8,3,15,1,150
19,2,24,1,121
12,1,21,1,143
11,11,25,1,143
14,12,25,2,134
24,10,25,1,155
18,13,25,1,114
11,24,25,1,105
19,13,25,2,160
23,7,25,1,122
14,15,25,4,175
17,10,25,1,143
11,7,25,1,132
12,20,25,1,155
18,15,25,1,122
19,38,25,1,169
23,5,25,4,148
14,3,25,2,179
14,18,16,2,133
15,9,25,1,130
16,6,25,2,133
13,20,18,4,130
15,34,25,1,112
9,11,25,2,149
10,4,17,4,111
19,19,25,1,168
15,39,25,4,168
11,60,25,2,131
12,8,25,1,173
15,13,25,1,110
15,27,23,2,198
14,67,25,4,128
9,9,25,1,158
11,71,25,1,170
18,24,25,1,114
16,20,25,1,111
24,38,25,1,133
18,33,19,1,153
20,53,19,2,132
7,5,25,2,194
8,42,15,2,164
11,23,25,1,144
29,51,25,1,177
24,30,25,2,132
