p,r,w,v,T
18,0,25,2,185
7,1,25,2,108
16,2,25,4,119
22,5,25,1,112
11,7,25,1,156
13,1,25,2,113
18,11,25,1,148
23,2,25,4,160
10,5,25,1,161
23,11,25,1,191
15,2,25,2,164
11,13,25,1,149
16,21,25,1,196
9,5,25,1,107
11,3,25,1,176
20,4,25,1,189
14,8,19,4,123
10,30,25,1,103
10,4,25,1,188
10,17,15,1,198
15,35,25,2,106
9,25,25,1,186
17,5,25,1,115
23,8,25,1,186
12,3,24,1,140
12,30,25,2,116
12,12,17,2,180
17,20,25,1,164
14,13,23,4,176
11,14,25,1,159
12,7,18,4,154
18,4,25,2,167
21,4,25,2,137
16,4,25,1,191
16,12,25,2,173
8,4,18,2,142
17,4,25,1,118
21,27,25,1,163
16,28,21,1,175
14,46,25,1,100
14,47,20,1,174
14,30,25,1,193
17,43,20,1,108
7,20,25,1,177
16,33,23,2,103
12,33,20,1,184
16,16,21,2,146
23,35,25,1,107
10,17,25,1,160
20,29,25,1,107
19,6,25,2,157
7,24,25,1,112
16,31,25,1,183
16,6,17,1,161
13,6,25,1,140
16,49,25,2,167
20,99,25,2,164
16,34,25,2,200
11,69,25,1,129
18,35,25,1,117
11,62,25,4,122
15,22,25,2,163
14,55,25,1,131
17,56,25,2,102
16,114,25,4,162
19,38,25,2,154
20,49,25,1,196
12,59,25,2,101
12,32,20,1,118
15,16,22,1,100
12,33,18,4,159
19,25,25,1,130
9,26,15,1,163
20,65,25,2,136
11,18,25,2,155
16,89,21,1,169
12,90,25,1,138
14,137,25,4,148
11,37,25,4,176
18,58,25,1,184
18,59,25,1,158
21,48,25,1,177
11,19,25,2,153
16,86,25,1,115
19,40,25,1,164
12,10,16,4,131
14,31,20,4,110
16,90,25,1,177
12,52,21,1,118
12,53,19,2,121
11,106,25,1,186
20,22,25,1,165
12,163,15,2,128
6,110,25,4,131
13,22,19,1,103
15,98,16,4,196
21,85,25,1,190
11,100,25,1,151
16,174,25,4,145
8,23,21,4,123
17,104,25,1,174
8,179,17,2,177
20,60,21,4,200
16,76,25,2,134
13,25,25,2,156
13,186,17,1,124
21,78,22,2,183
17,190,22,2,178
14,26,25,2,141
15,97,25,4,151
10,65,25,1,152
17,197,25,1,115
21,40,25,1,163
15,134,25,2,128
19,67,25,1,174
21,27,25,4,197
19,120,25,1,159
18,104,25,2,132
17,122,25,2,115
11,14,17,1,181
18,142,25,1,112
14,43,25,1,178
19,43,25,1,174
16,58,25,1,110
16,92,25,2,127
7,111,16,4,146
18,45,25,1,122
12,75,25,1,185
14,30,25,1,165
20,76,25,1,139
5,135,20,1,190
15,116,22,4,103
17,98,25,2,107
27,31,25,4,123
14,99,25,1,172
15,160,25,2,157
19,101,25,1,133
14,65,22,1,110
20,163,25,1,194
22,49,25,2,149
9,248,15,2,109
10,104,19,1,177
17,67,25,1,133
8,106,25,2,184
10,256,16,4,115
16,129,25,4,168
20,151,25,2,182
21,130,25,4,181
6,175,25,2,132
20,154,25,2,142
20,18,22,1,200
6,134,16,1,129
9,90,25,1,121
13,72,25,1,132
20,114,19,1,184
18,55,25,2,156
8,55,18,4,148
11,74,25,2,164
23,37,25,2,198
16,282,25,1,187
11,166,25,1,182
11,191,19,2,135
18,144,25,4,154
15,58,25,1,108
16,39,25,4,127
9,171,21,4,195
16,123,25,2,172
16,79,25,1,190
11,199,25,2,198
17,175,25,4,169
10,302,25,2,151
11,126,21,4,145
5,20,25,1,119
10,102,16,1,150
13,180,25,2,187
17,181,25,1,198
13,182,25,1,195
23,63,25,1,174
15,211,25,1,100
17,42,25,1,167
14,160,25,1,184
18,21,25,4,137
8,188,22,2,134
19,22,20,2,170
12,218,16,1,154
16,164,25,1,200
13,165,20,1,140
11,332,25,1,139
16,167,19,1,148
19,196,25,2,171
15,337,25,1,123
12,169,25,2,118
14,68,22,1,164
13,23,15,2,100
16,92,24,2,200
13,23,25,2,129
19,23,25,2,178
12,93,25,4,129
14,23,25,1,128
18,118,25,1,146
15,71,25,2,194
8,95,25,1,138
16,179,21,1,130
17,120,25,1,199
19,48,25,2,156
9,97,25,1,124
20,122,25,4,197
12,122,25,1,163
16,123,22,1,109
17,99,25,2,158
