p,r,w,v,T
13,0,15,1,191
18,1,25,2,172
10,2,20,2,134
17,3,25,2,139
11,2,21,2,197
19,1,25,1,113
10,1,15,4,195
12,2,25,1,128
17,9,25,1,113
13,11,18,4,100
20,4,25,2,106
12,7,25,1,182
24,9,25,1,172
22,3,25,4,106
10,12,17,1,169
15,4,25,1,156
19,6,25,1,178
14,6,24,1,199
15,32,25,2,190
11,20,25,1,153
19,18,25,1,146
25,37,25,1,182
11,13,25,1,153
12,3,25,1,148
13,43,19,1,106
15,18,25,1,201
16,6,25,1,104
13,24,25,4,160
21,13,25,1,156
19,51,24,2,108
15,11,25,1,159
17,37,25,4,146
9,33,19,1,107
16,20,25,2,103
5,30,25,2,105
8,26,25,2,195
9,43,25,1,104
21,9,25,2,100
18,39,22,1,129
7,35,18,4,181
10,35,15,1,130
9,48,18,1,185
6,50,15,4,138
16,25,25,4,106
12,21,25,2,164
10,53,24,1,172
17,16,25,4,188
12,42,25,4,181
20,6,25,1,196
15,23,16,2,159
16,52,25,2,118
18,53,25,2,139
7,92,25,4,155
6,13,16,2,166
16,32,25,1,158
15,98,25,4,117
18,99,25,4,192
11,13,25,1,179
12,43,22,2,104
18,70,25,1,185
10,28,18,4,189
19,36,25,1,130
16,64,20,1,127
12,112,24,2,139
12,30,25,2,174
16,38,25,4,184
20,23,25,1,118
15,59,25,1,172
21,40,25,1,122
19,41,25,1,107
17,62,25,1,184
16,52,25,1,154
13,26,16,1,158
24,17,25,1,103
12,66,25,4,133
21,18,25,1,175
16,45,25,1,103
9,80,16,1,190
10,81,21,1,106
21,58,25,1,100
18,9,23,2,142
13,19,25,1,135
13,97,17,1,128
12,74,25,2,109
16,10,25,1,183
18,63,25,1,102
15,64,25,2,111
13,77,17,2,141
18,21,25,1,167
17,92,19,1,190
16,53,25,4,168
15,161,25,4,125
14,82,25,4,104
12,11,25,1,181
16,167,25,2,180
19,22,25,1,113
14,71,25,1,190
10,11,25,1,168
12,101,25,2,122
17,12,25,1,197
21,74,25,1,180
14,48,16,1,139
12,48,25,1,105
20,37,25,1,187
15,77,25,2,146
10,78,18,2,144
22,78,25,1,175
9,13,15,2,128
8,13,25,2,142
16,64,25,4,114
24,114,25,1,175
19,26,25,2,170
16,26,25,1,147
16,200,25,2,165
13,202,25,1,105
10,68,25,2,143
12,55,25,1,177
18,104,25,2,111
18,209,25,1,107
16,70,25,1,148
8,106,18,1,186
18,14,25,2,123
8,43,25,1,191
8,109,20,2,198
12,15,25,4,173
10,222,17,1,120
17,45,25,1,125
14,30,25,1,189
12,30,25,1,200
24,229,25,1,116
19,115,25,2,196
13,116,25,2,102
14,16,25,1,163
15,47,25,2,134
12,63,25,2,195
13,239,24,1,128
5,241,25,1,151
14,16,25,1,128
14,33,25,2,187
16,16,25,1,164
14,103,25,1,120
11,67,23,2,171
12,50,23,2,196
19,68,25,1,142
17,106,25,1,183
20,257,25,4,112
10,108,25,1,167
16,87,25,1,156
15,153,25,1,179
21,53,25,2,189
15,18,25,4,161
23,71,25,4,114
15,54,25,4,190
17,54,22,2,164
11,273,16,2,122
7,183,15,2,108
8,115,15,1,168
11,279,24,2,153
19,19,25,1,142
15,94,25,1,125
8,118,15,1,120
19,76,25,2,198
15,77,25,1,111
13,77,19,4,145
10,58,16,2,194
22,98,25,2,133
14,59,25,4,180
12,173,25,2,141
16,20,25,1,139
13,40,25,2,201
11,60,22,4,166
17,152,21,2,191
14,81,25,4,132
19,82,25,4,115
15,206,25,4,178
17,103,25,1,146
18,62,25,2,105
15,157,24,1,191
11,132,25,4,119
4,132,25,2,197
19,319,25,2,103
9,21,25,2,108
18,65,25,1,110
11,22,25,1,188
13,190,22,4,101
18,88,25,2,143
18,44,25,1,185
8,66,25,4,145
14,22,25,1,133
24,45,25,4,143
16,169,25,4,160
12,198,25,1,167
22,91,25,1,138
17,228,25,1,150
21,229,23,1,155
20,23,25,1,131
5,93,21,2,116
13,233,25,4,196
14,94,25,1,161
11,71,22,1,188
20,177,25,4,167
15,238,25,1,117
19,179,25,1,166
12,180,22,1,182
9,241,18,1,109
17,97,25,2,180
10,49,25,1,124
16,153,25,2,164
18,185,25,1,157
19,247,25,4,156
7,155,15,1,143
16,187,25,4,105
8,251,19,1,114
16,252,25,1,158
10,127,16,2,163
7,127,25,4,187
19,51,25,4,101
20,51,25,2,161
22,52,25,4,140
11,130,25,4,170
17,228,25,2,134
15,131,25,1,181
20,230,25,1,153
16,264,21,1,119
21,166,25,2,117
12,399,24,1,124
6,401,25,2,169
11,201,25,2,139
11,202,16,1,186
19,271,24,1,183
10,54,25,2,193
11,55,17,2,169
15,274,25,4,127
15,241,25,4,184
14,242,25,2,180
12,278,19,1,174
7,419,17,1,179
19,84,25,1,190
12,422,25,2,179
16,57,25,4,192
13,28,20,1,169
9,249,25,1,150
17,215,25,1,115
9,144,21,1,146
18,58,25,4,197
18,435,25,4,139
16,87,25,1,171
18,146,25,1,147
14,183,25,2,201
14,258,25,1,188
13,259,25,1,201
12,89,25,2,179
13,298,15,1,121
20,30,25,2,106
13,263,21,1,159
6,452,21,1,106
26,30,25,4,195
22,91,25,1,122
18,153,23,2,123
19,268,25,2,184
9,461,21,1,104
13,154,16,1,103
17,271,25,1,172
17,31,20,1,140
17,312,25,4,174
21,125,24,1,110
4,63,25,1,155
16,197,25,2,128
12,475,19,2,162
17,477,25,2,182
15,319,25,4,134
8,128,15,1,185
15,129,25,1,106
19,97,25,2,147
15,284,25,1,187
16,163,25,1,168
20,33,25,1,144
15,131,25,1,114
16,205,25,2,158
13,132,16,1,147
13,331,25,1,109
11,332,25,4,190
24,292,25,2,201
10,33,25,1,176
16,34,25,2,197
13,101,25,1,126
12,34,15,4,129
19,212,25,1,128
15,213,25,4,131
16,171,25,1,107
16,69,21,2,148
16,258,25,1,106
13,173,16,1,103
13,173,25,4,151
16,104,22,2,175
21,218,25,1,171
13,263,19,1,193
15,70,18,4,121
18,220,25,1,192
14,141,25,1,150
17,532,25,1,190
11,311,25,1,158
20,143,25,1,173
18,358,25,1,131
20,360,25,1,157
25,316,25,1,130
19,317,25,1,195
11,109,25,4,189
21,146,25,1,168
15,183,25,1,121
