p,r,w,v,T
13,0,25,4,111
17,0,25,2,194
20,2,24,2,102
17,1,25,2,192
14,2,25,1,117
8,1,16,4,126
14,1,25,4,197
10,2,15,2,155
20,6,25,1,201
18,7,25,1,186
10,11,21,1,163
20,5,25,1,135
21,11,25,1,103
15,6,19,1,114
11,11,17,1,186
10,27,25,2,163
17,14,25,2,132
15,18,16,1,134
11,19,25,4,128
13,7,25,1,129
18,18,25,4,146
19,19,25,1,182
24,23,25,1,116
18,17,25,1,147
15,29,17,4,121
21,3,24,1,160
12,47,25,2,120
19,32,25,2,122
14,50,25,1,170
6,14,23,4,162
11,7,25,4,124
21,19,25,2,117
23,4,25,1,167
17,60,23,1,119
16,20,25,4,188
15,63,25,1,127
12,38,25,2,138
8,13,25,2,191
14,5,25,1,150
13,47,20,2,103
17,48,25,1,134
23,49,25,1,173
17,38,25,4,120
7,78,15,1,165
15,40,18,1,165
11,54,22,1,103
10,83,19,1,154
20,6,25,2,103
15,29,22,4,151
21,24,25,1,173
13,60,25,1,191
11,46,20,2,179
10,63,15,2,140
10,13,19,1,188
15,6,25,2,123
20,50,25,2,117
11,50,25,1,200
15,69,25,1,153
9,28,25,2,148
11,35,25,2,181
13,36,16,1,141
13,55,25,2,130
12,65,21,1,105
11,15,15,2,156
15,15,25,1,106
23,8,25,1,118
12,32,19,1,106
21,50,25,2,198
17,51,25,1,140
9,17,21,4,121
14,25,25,1,192
11,64,25,1,166
18,76,25,1,129
16,44,23,4,151
21,78,25,4,158
15,90,25,2,130
14,27,25,1,200
12,81,16,2,105
24,47,25,1,137
7,142,15,4,131
14,10,17,1,148
19,10,25,1,180
10,99,24,4,124
16,62,25,1,178
14,88,18,2,196
14,102,20,1,192
19,155,25,1,173
21,42,25,4,149
12,53,25,1,104
18,54,25,4,112
17,32,25,1,197
5,44,25,4,120
14,33,25,4,103
18,56,25,4,144
14,170,25,4,118
15,23,25,4,165
18,87,25,2,174
7,117,17,2,149
12,103,25,4,131
15,74,19,1,140
10,36,25,2,185
11,182,16,1,108
15,184,25,2,190
13,77,16,2,127
20,109,25,1,196
20,189,25,1,111
9,191,15,1,194
13,39,25,4,196
9,97,18,1,133
20,98,25,2,119
11,66,25,1,112
13,27,23,1,103
12,84,19,2,121
12,204,25,1,197
20,14,25,2,186
20,207,25,2,172
21,56,25,4,151
18,106,25,4,134
16,106,25,1,192
14,57,25,2,137
19,72,19,4,118
