p,r,w,v,T
16,0,25,1,172
9,0,15,4,164
24,1,25,1,144
18,2,25,4,122
9,1,19,4,121
15,4,22,4,201
12,7,25,2,105
16,13,24,1,131
14,1,25,4,112
16,11,25,1,168
15,6,25,1,123
12,21,19,1,121
23,10,25,2,102
13,3,25,4,153
9,4,19,2,105
16,10,25,1,123
18,4,25,4,112
20,6,25,1,147
15,9,25,1,138
22,15,25,4,146
17,38,25,1,185
22,3,25,4,115
12,6,21,1,155
14,3,20,1,171
15,6,16,2,142
26,32,25,1,180
12,16,25,1,180
21,26,25,1,168
23,31,25,1,121
21,32,25,1,169
17,29,25,1,172
15,12,25,1,109
15,36,25,1,188
28,4,25,2,173
10,13,25,1,124
16,39,25,1,123
16,23,25,1,191
16,29,25,2,144
6,48,18,2,102
13,15,25,2,175
13,76,21,4,112
23,16,25,2,155
19,33,22,1,165
16,5,18,2,133
24,56,25,1,140
7,29,21,4,101
18,23,25,1,102
19,89,25,1,181
14,61,21,4,110
18,6,25,1,168
17,63,25,4,131
12,32,25,1,137
15,26,25,1,174
23,50,25,2,141
15,60,17,1,142
15,28,25,4,107
21,14,25,2,170
7,54,25,4,149
26,64,25,1,149
13,22,25,1,176
15,23,25,1,199
16,31,25,1,181
21,118,25,1,190
13,70,25,4,175
10,8,20,1,175
14,62,18,4,122
15,33,25,1,189
13,64,25,1,190
21,35,25,1,118
17,9,17,1,148
15,133,18,1,113
18,27,25,2,149
18,46,25,1,119
10,93,20,4,156
26,28,25,4,113
12,59,25,1,156
8,60,17,2,160
9,49,25,2,198
17,87,23,1,154
17,20,21,1,190
14,63,22,4,172
7,77,15,4,108
21,156,25,1,127
14,66,25,1,108
17,107,25,2,183
13,22,25,1,190
10,164,25,1,116
15,83,25,1,177
12,84,25,4,172
17,113,25,1,135
