p,r,w,v,T
15,0,25,1,126
8,0,25,1,140
17,2,24,4,125
19,4,25,2,196
8,1,17,1,133
7,4,25,1,140
13,1,25,2,185
16,3,25,2,112
14,6,25,2,111
11,11,22,2,138
12,2,25,4,192
15,20,25,1,193
13,4,24,4,170
17,6,25,4,137
22,7,25,1,146
14,2,25,2,110
11,8,22,4,117
10,4,20,4,131
11,21,25,2,140
10,14,17,2,135
16,2,19,1,198
15,19,17,4,102
10,8,25,1,132
20,27,25,2,190
18,14,25,2,149
17,45,25,2,121
18,9,25,1,167
11,16,19,1,125
6,7,22,2,168
10,7,23,4,143
12,54,25,4,130
14,15,25,1,171
22,8,25,2,170
16,20,25,1,185
8,35,25,1,116
15,8,25,1,179
19,32,25,2,172
20,13,25,4,106
18,14,25,4,129
18,41,25,1,122
20,48,25,1,171
18,37,25,1,153
15,31,25,4,116
5,51,25,2,149
14,39,25,1,177
22,54,25,2,122
16,82,25,1,165
11,84,25,4,162
12,50,25,1,186
11,12,25,1,121
15,18,25,4,102
15,30,25,1,132
16,93,25,1,150
13,95,25,2,196
18,32,25,1,129
17,57,25,1,127
17,50,23,2,144
22,27,25,1,193
23,14,25,2,137
22,35,25,1,190
13,63,25,2,191
9,36,19,1,153
17,65,21,1,124
6,113,25,4,111
9,48,17,1,166
18,8,24,1,137
19,8,25,1,136
18,40,23,1,143
9,32,17,2,148
16,51,25,1,147
19,52,25,4,183
13,53,23,2,165
17,54,22,4,137
13,87,25,4,170
12,132,23,1,114
17,18,25,4,168
10,68,24,2,156
17,37,25,2,197
17,58,25,1,120
18,19,25,2,100
22,19,25,4,174
8,85,16,1,164
16,98,25,1,114
19,49,25,1,142
22,75,25,1,102
14,20,25,4,112
9,10,20,1,176
10,21,18,1,104
19,79,25,2,148
20,66,25,1,198
14,32,25,1,190
5,11,25,1,150
16,55,25,1,155
15,22,25,4,180
18,34,25,1,123
11,71,25,1,129
15,11,25,1,188
13,46,25,2,154
5,73,15,2,172
10,47,25,4,174
15,75,25,1,189
20,90,23,1,188
21,12,21,1,147
19,49,25,1,158
17,109,25,2,157
18,110,24,2,179
14,51,25,1,194
9,128,15,4,162
15,64,25,1,159
14,39,20,1,103
25,26,25,1,187
14,132,25,2,171
14,100,19,4,156
11,101,25,2,171
10,119,19,1,102
17,41,25,4,162
14,14,25,4,131
9,209,18,2,192
13,211,23,1,177
20,71,25,4,200
16,43,25,1,107
15,216,25,2,102
13,15,25,1,124
20,59,25,1,115
12,111,25,1,195
17,15,25,2,131
18,131,25,4,100
14,151,22,4,134
19,229,25,1,141
15,115,25,4,143
22,136,25,2,178
10,47,20,2,187
14,98,25,1,113
25,159,25,1,105
15,80,25,1,152
14,80,25,1,173
12,142,16,2,157
13,163,25,2,138
15,247,25,4,190
18,17,25,2,167
20,67,25,4,130
16,168,25,2,181
9,68,25,1,189
14,85,25,2,128
16,52,25,1,145
15,151,25,1,154
16,131,25,4,166
15,153,24,2,127
15,18,25,2,143
18,267,25,4,179
